ID,Title,total_fields,field_1_title,field_1_enabled,field_2_title,field_2_enabled,field_3_title,field_3_enabled,field_4_title,field_4_enabled,field_5_title,field_5_enabled,field_6_title,field_6_enabled,field_7_title,field_7_enabled,field_8_title,field_8_enabled,_enable_custom_addons,_enable_text_field_nombre_persona,_enable_text_field_fecha_evento,_enable_text_field_localidad,_enable_text_field_iglesia,_enable_text_field_hora_misa,_enable_text_field_restaurante,_enable_text_field_observaciones,_enable_text_field_ano_curso,_enable_text_field_hora_evento,_enable_text_field_inicial
20207,LIBRO DE FIRMAS BAUTIZO CON BEBE DORMIDO,4,NOMBRE,on,FECHA,on,IGLESIA,on,LOCALIDAD,on,,,,,,,,,,on,on,on,on,off,off,off,,off,off
20377,LIBRO DE FIRMAS BAUTIZO CON BEBE SONRIENTE,4,NOMBRE,on,FECHA,on,IGLESIA,on,LOCALIDAD,on,,,,,,,,,,on,on,on,on,off,off,off,,off,off
21009,"LIBRO DE FIRMAS BAUTIZO CON ELEFANTE, LEON O JIRAFA",4,NOMBRE,on,FECHA,on,IGLESIA,on,LOCALIDAD,on,,,,,,,,,,on,on,on,on,off,off,off,,off,off
21672,LIBRO DE FIRMAS BAUTIZO CON ANIMALES DEL BOSQUE,4,NOMBRE,on,FECHA,on,IGLESIA,on,LOCALIDAD,on,,,,,,,,,,on,on,on,on,off,off,off,,off,off
21692,"LÁMINA DE ÁRBOL DE HUELLAS CON ELEFANTE, LEON O JIRAFA",4,NOMBRE,on,FECHA,on,IGLESIA,off,LOCALIDAD,off,,,,,,,,,,on,on,off,off,off,off,off,,off,off
21699,LÁMINA DE ÁRBOL DE HUELLAS CON ANIMALES DEL BOSQUE,4,NOMBRE,on,FECHA,on,IGLESIA,off,LOCALIDAD,off,,,,,,,,,,on,on,off,off,off,off,off,,off,off
22641,RECORDATORIO BAUTIZO MARCAPÁGINAS CON ANIMALES,4,NOMBRE,on,FECHA,on,IGLESIA,off,LOCALIDAD,off,,,,,,,,,,on,on,off,off,off,off,off,,off,off
22654,RECORDATORIO BAUTIZO MARCAPÁGINAS CON BEBE SONRIENTE,4,NOMBRE,on,FECHA,on,IGLESIA,off,LOCALIDAD,off,,,,,,,,,,on,on,off,off,off,off,off,,off,off
22689,ETIQUETAS CUADRADAS CON BEBE SONRIENTE,4,NOMBRE,on,FECHA,on,IGLESIA,off,LOCALIDAD,off,,,,,,,,,,on,on,off,off,off,off,off,,off,off
23708,LIBRO DE FIRMAS BAUTIZO CON JIRAFA EN AZUL,4,NOMBRE,on,FECHA,on,IGLESIA,on,LOCALIDAD,on,,,,,,,,,,on,on,on,on,off,off,off,,off,off
23713,LIBRO DE FIRMAS BAUTIZO CON CONEJITO CON OSOS,4,NOMBRE,on,FECHA,on,IGLESIA,on,LOCALIDAD,on,,,,,,,,,,on,on,on,on,off,off,off,,off,off
23721,LIBRO DE FIRMAS BAUTIZO CON OSITO EN AZUL,4,NOMBRE,on,FECHA,on,IGLESIA,on,LOCALIDAD,on,,,,,,,,,,on,on,on,on,off,off,off,,off,off
23724,LIBRO DE FIRMAS BAUTIZO CON CONEJITO EN ROSA,4,NOMBRE,on,FECHA,on,IGLESIA,on,LOCALIDAD,on,,,,,,,,,,on,on,on,on,off,off,off,,off,off
23727,LIBRO DE FIRMAS BAUTIZO CON ELEFANTE DORMIDO,4,NOMBRE,on,FECHA,on,IGLESIA,on,LOCALIDAD,on,,,,,,,,,,on,on,on,on,off,off,off,,off,off
24776,ÁLBUM DE FOTOS DEL PRIMER AÑO DEL BEBE,4,NOMBRE,on,FECHA,off,IGLESIA,off,LOCALIDAD,off,,,,,,,,,,on,off,off,off,off,off,off,,off,off
24790,ÁLBUM DE FOTOS DEL PRIMER AÑO DEL BEBE modelo cigueña,4,NOMBRE,on,FECHA,off,IGLESIA,off,LOCALIDAD,off,,,,,,,,,,on,off,off,off,off,off,off,,off,off
24810,PACK TARJETAS DEL PRIMER AÑO DEL BEBÉ  CON ALBUM A JUEGO modelo cigueña,4,NOMBRE,on,FECHA,off,IGLESIA,off,LOCALIDAD,off,,,,,,,,,,on,off,off,off,off,off,off,,off,off
27106,LIBRO DE FIRMAS BAUTIZO CON OSITO,4,NOMBRE,on,FECHA,on,IGLESIA,on,LOCALIDAD,on,,,,,,,,,,on,on,on,on,off,off,off,,off,off
33678,ÁLBUM ARTESANAL PARA BEBÉ,4,NOMBRE,on,FECHA,off,IGLESIA,off,LOCALIDAD,off,,,,,,,,,,on,off,off,off,off,off,off,,off,off
36072,ÁLBUM ARTESANAL PARA BEBÉ CON OSITO,4,NOMBRE,on,FECHA,on,IGLESIA,on,LOCALIDAD,on,,,,,,,,,,on,on,on,on,off,off,off,,off,off
40239,ÁLBUM ARTESANAL CON BEBE DORMIDO,4,NOMBRE,on,FECHA,on,IGLESIA,on,LOCALIDAD,on,,,,,,,,,,on,on,on,on,off,off,off,,off,off
23313,LÁMINA DE HUELLAS CON BAILARINA,4,NOMBRE,on,FECHA,on,IGLESIA,off,LOCALIDAD,off,,,,,,,,,,on,on,off,off,off,off,off,,off,off
23326,LÁMINA DE HUELLAS CON ELEFANTE,4,NOMBRE,on,FECHA,on,IGLESIA,off,LOCALIDAD,off,,,,,,,,,,on,on,off,off,off,off,off,,off,off
23509,ETIQUETA CUADRADA CON FLORES SILVESTRES EN ROSA Y AZULES,4,NOMBRE,on,FECHA,off,IGLESIA,off,LOCALIDAD,off,,,,,,,,,,on,off,off,off,off,off,off,,off,off
20060,LIBRO DE FIRMAS DE COMUNIÓN MORADO Y PERSONALIZADO (NIÑA),5,NOMBRE,on,FECHA,on,IGLESIA,on,LOCALIDAD,on,,,,,,,,,,on,on,on,on,off,off,off,,off,off
20624,LIBRO DE FIRMAS DE COMUNION  EN KRAFT CON GUIRNALDA DE FLORES,5,NOMBRE,on,FECHA,on,IGLESIA,on,LOCALIDAD,on,,,,,,,,,,on,on,on,on,off,off,off,,off,off
20630,LIBRO DE FIRMAS DE COMUNION  EN KRAFT CON ETIQUETA REDONDA,5,NOMBRE,on,FECHA,on,IGLESIA,on,LOCALIDAD,on,,,,,,,,,,on,on,on,on,off,off,off,,off,off
20803,LIBRO DE FIRMAS DE COMUNION  CON  FLORES ROSAS,5,NOMBRE,on,FECHA,on,IGLESIA,on,LOCALIDAD,on,,,,,,,,,,on,on,on,on,off,off,off,,off,off
23453,LIBRO DE FIRMAS CON MARCO DE FLORES,5,NOMBRE,on,FECHA,off,IGLESIA,off,LOCALIDAD,off,,,,,,,,,,on,off,off,off,off,off,off,,off,off
23482,LIBRO DE FIRMAS CORONA DE FLORES SILVESTRES,5,NOMBRE,on,FECHA,on,IGLESIA,off,LOCALIDAD,off,,,,,,,,,,on,on,off,off,off,off,off,,off,off
23502,LIBRO DE FIRMAS CON CORONA DE MIMBRE CON HOJAS,5,NOMBRE,on,FECHA,off,IGLESIA,off,LOCALIDAD,off,,,,,,,,,,on,off,off,off,off,off,off,,off,off
24873,ESPEJO DE BOLSILLO O IMÁN CON DIBUJO DE NIÑA PERSONALIZADO,5,NOMBRE,on,FECHA,on,IGLESIA,off,LOCALIDAD,off,,,,,,,,,,on,on,off,off,off,off,off,,off,off
24918,CUADERNO DE MANDALAS CON PORTADA PERSONALIZADA CON DIBUJO DE NIÑA DE COMUNIÓN,5,NOMBRE,on,FECHA,on,IGLESIA,off,LOCALIDAD,off,,,,,,,,,,on,on,off,off,off,off,off,,off,off
24951,LIBRO DE FIRMAS DE PRIMERA COMUNIÓN CON LOMO KRAFT Y NIÑA PERSONALIZADO,5,NOMBRE,on,FECHA,on,IGLESIA,on,LOCALIDAD,on,,,,,,,,,,on,on,on,on,off,off,off,,off,off
25015,LIBRO DE FIRMAS DE PRIMERA COMUNIÓN DE TELA PERSONALIZADO (NIÑA),5,NOMBRE,on,FECHA,on,IGLESIA,on,LOCALIDAD,on,,,,,,,,,,on,on,on,on,off,off,off,,off,off
25062,VASO CON VELA EN CAJA BLANCA PERSONALIZADA CON DIBUJO DE BEBÉ O CIGÜEÑA,5,NOMBRE,on,FECHA,on,IGLESIA,off,LOCALIDAD,off,,,,,,,,,,on,on,off,off,off,off,off,,off,off
25756,CUADERNO KRAFT CON ETIQUETA PERSONALIZADA CON NIÑA DE COMUNIÓN,5,NOMBRE,on,FECHA,on,IGLESIA,on,LOCALIDAD,on,,,,,,,,,,on,on,on,on,off,off,off,,off,off
26534,"LIBRO DE FIRMAS DE TELA  COLECCIÓN  ""pájaro""",5,NOMBRE,on,FECHA,on,IGLESIA,off,LOCALIDAD,off,,,,,,,,,,on,on,off,off,off,off,off,,off,off
26578,"LIBRO DE FIRMAS DE TELA DE BODA colección ""flores moradas""",5,NOMBRE,on,FECHA,off,IGLESIA,off,LOCALIDAD,off,,,,,,,,,,on,off,off,off,off,off,off,,off,off
26588,"LIBRO DE FIRMAS DE TELA DE BODA COLECCIÓN  ""ramas eucalipto""",5,NOMBRE,on,FECHA,off,IGLESIA,off,LOCALIDAD,off,,,,,,,,,,on,off,off,off,off,off,off,,off,off
27003,"LIBRO DE FIRMAS DE TELA COLECCIÓN CORONA ""Sara""",5,NOMBRE,on,FECHA,on,IGLESIA,off,LOCALIDAD,off,,,,,,,,,,on,on,off,off,off,off,off,,off,off
27051,LIBRO DE FIRMAS DE PRIMERA COMUNIÓN CON NIÑA PERSONALIZADA,5,NOMBRE,on,FECHA,on,IGLESIA,on,LOCALIDAD,on,,,,,,,,,,on,on,on,on,off,off,off,,off,off
27076,"LIBRO DE FIRMAS DE TELA COLECCIÓN CORONA ""Martina""",5,NOMBRE,on,FECHA,on,IGLESIA,off,LOCALIDAD,off,,,,,,,,,,on,on,off,off,off,off,off,,off,off
28245,LIBRO DE FIRMAS VICHY DE PRIMERA COMUNIÓN CON NIÑA PERSONALIZADA,5,NOMBRE,on,FECHA,on,IGLESIA,on,LOCALIDAD,on,,,,,,,,,,on,on,on,on,off,off,off,,off,off
38398,LIBRO DE FIRMAS DE COMUNION  CON  CORONA,5,NOMBRE,on,FECHA,on,IGLESIA,on,LOCALIDAD,on,,,,,,,,,,on,on,on,on,off,off,off,,off,off
21855,LIBRO DE FIRMAS DE COMUNION  PARA NIÑO CON  CORONA,5,NOMBRE,on,FECHA,on,IGLESIA,on,LOCALIDAD,on,,,,,,,,,,on,on,on,on,off,off,off,,off,off
26947,"LIBRO DE FIRMAS DE TELA COLECCIÓN  ""barquito de papel""",5,NOMBRE,on,FECHA,on,IGLESIA,on,LOCALIDAD,on,,,,,,,,,,on,on,on,on,off,off,off,,off,off
20637,LIBRO DE FIRMAS DE COMUNION  EN KRAFT CON ETIQUETA REDONDA AZUL DE NIÑO,5,NOMBRE,on,FECHA,on,IGLESIA,on,LOCALIDAD,on,,,,,,,,,no,on,on,on,on,off,off,off,no,off,off
22937,LIBRO DE FIRMAS DE PRIMERA COMUNIÓN CON LOMO KRAFT Y NIÑO PERSONALIZADO,5,NOMBRE,on,FECHA,on,IGLESIA,on,LOCALIDAD,on,,,,,,,,,no,on,on,on,on,off,off,off,no,off,off
24890,ESPEJO DE BOLSILLO O IMÁN CON ESTRELLA,5,NOMBRE,on,FECHA,on,IGLESIA,off,LOCALIDAD,off,,,,,,,,,,on,on,off,off,off,off,off,,off,off
24907,ESPEJO DE BOLSILLO O IMÁN CON CORAZÓN,5,NOMBRE,on,FECHA,on,IGLESIA,off,LOCALIDAD,off,,,,,,,,,,on,on,off,off,off,off,off,,off,off
24928,CUADERNO DE MANDALAS CON PORTADA PERSONALIZADA CON DIBUJO DE NIÑO DE COMUNIÓN,5,NOMBRE,on,FECHA,on,IGLESIA,off,LOCALIDAD,off,,,,,,,,,no,on,on,off,off,off,off,off,no,off,off
25737,CUADERNO A5 KRAFT CON PORTADA PERSONALIZADA CON DIBUJO DE NIÑO,5,NOMBRE,on,FECHA,on,IGLESIA,off,LOCALIDAD,off,,,,,,,,,,on,on,off,off,off,off,off,,off,off
25747,CUADERNO A5 KRAFT CON ETIQUETA VICHY PERSONALIZADA,5,NOMBRE,on,FECHA,on,IGLESIA,off,LOCALIDAD,off,,,,,,,,,,on,on,off,off,off,off,off,,off,off
27059,LIBRO DE FIRMAS DE PRIMERA COMUNIÓN CON NIÑO PERSONALIZADO,5,NOMBRE,on,FECHA,on,IGLESIA,on,LOCALIDAD,on,,,,,,,,,,on,on,on,on,off,off,off,,off,off
36210,ESPEJO DE BOLSILLO DE TELA PERSONALIZADO CON NOMBRE,5,NOMBRE,on,FECHA,on,IGLESIA,off,LOCALIDAD,off,,,,,,,,,,on,on,off,off,off,off,off,,off,off
36303,LIBRO DE FIRMAS DE PRIMERA COMUNIÓN CON FUTBOL Y VICHY NEGRO,5,NOMBRE,on,FECHA,on,IGLESIA,on,LOCALIDAD,on,,,,,,,,,,on,on,on,on,off,off,off,,off,off
23329,INVITACIÓN DE COMUNIÓN  CON CORONA,5,NOMBRE,on,FECHA,on,IGLESIA,on,LOCALIDAD,on,RESTAURANTE/ LUGAR DE CELEBRACIÓN ,on,,,,,,,,on,on,on,on,off,on,off,,off,off
23331,INVITACIÓN DE COMUNIÓN CON NIÑA Y CORONA,5,NOMBRE,on,FECHA,on,IGLESIA,on,LOCALIDAD,on,RESTAURANTE/ LUGAR DE CELEBRACIÓN ,on,,,,,,,,on,on,on,on,off,on,off,,off,off
24388,RECORDATORIO DE COMUNIÓN DE NIÑO MARCAPÁGINAS DOBLE VON CARTULINA KRAFT,5,NOMBRE,on,FECHA,on,IGLESIA,on,LOCALIDAD,on,OBSERVACIONES,on,,,,,,,,on,on,on,on,off,off,on,,off,off
28461,INVITACIÓN DE COMUNIÓN CON CUADROS VICHY ( apaisado 15 x 10 cm),5,NOMBRE,on,FECHA,on,IGLESIA,on,LOCALIDAD,on,RESTAURANTE/ LUGAR DE CELEBRACIÓN ,on,,,,,,,,on,on,on,on,off,on,off,,off,off
33116,RECORDATORIO COMUNIÓN MARCAPÁGINAS CON BORLA,5,NOMBRE,on,FECHA,on,IGLESIA,on,LOCALIDAD,on,"OBSERVACIONES
",on,,,,,,,,on,on,on,on,off,off,on,,off,off
38700,PACK DE RECORDATORIO MARCAPÁGINAS CON DIBUJO DE NIÑA TIPO ACUARELA,5,NOMBRE,on,FECHA,on,IGLESIA,off,LOCALIDAD,on,OBSERVACIONES,on,,,,,,,,on,on,on,off,off,off,on,,off,off
38835,PACK DE RECORDATORIO CUADRADO CON DIBUJO DE NIÑA TIPO ACUARELA,5,NOMBRE,on,FECHA,on,IGLESIA,off,LOCALIDAD,on,OBSERVACIONES,on,,,,,,,,on,on,on,off,off,off,on,,off,off
38902,PACK DE RECORDATORIO CUADRADO CON DIBUJO NIÑO COMUNIÓN TIPO ACUARELA,5,NOMBRE,on,FECHA,on,IGLESIA,off,LOCALIDAD,on,OBSERVACIONES,on,,,,,,,,on,on,on,off,off,off,on,,off,off
38907,PACK RECORDATORIO MARCAPÁGINA CON DIBUJO NIÑO COMUNIÓN TIPO ACUARELA,5,NOMBRE,on,FECHA,on,IGLESIA,off,LOCALIDAD,on,OBSERVACIONES,on,,,,,,,,on,on,on,off,off,off,on,,off,off
38913,PACK RECORDATORIO CON DIBUJO NIÑO COMUNIÓN TIPO ACUARELA,5,NOMBRE,on,FECHA,on,IGLESIA,off,LOCALIDAD,on,OBSERVACIONES,on,,,,,,,,on,on,on,off,off,off,on,,off,off
39001,PACK RECORDATORIO  RECTANGULAR CON NIÑA COMUNIÓN TIPO ACUARELA,5,NOMBRE,on,FECHA,on,IGLESIA,off,LOCALIDAD,on,OBSERVACIONES,on,,,,,,,,on,on,on,off,off,off,on,,off,off
39608,ÁLBUM CON ESPIRAL PERSONALIZADO CON DIBUJO DE NIÑO TIPO ACUARELA,5,NOMBRE,on,FECHA,on,IGLESIA,on,LOCALIDAD,on,OBSERVACIONES,on,,,,,,,,on,on,on,on,off,off,on,,off,off
35941,ÁLBUM ARTESANAL PARA BEBÉ PERSONALIZADO CON OSITO,5,NOMBRE,on,FECHA,on,IGLESIA,on,LOCALIDAD,on,OBSERVACIONES,on,,,,,,,,on,on,on,on,off,off,on,,off,off
40225,ÁLBUM ARTESANAL CON BEBÉ DORMIDO,5,NOMBRE,on,FECHA,on,IGLESIA,on,LOCALIDAD,on,OBSERVACIONES,on,,,,,,,,on,on,on,on,off,off,on,,off,off
23011,LIBRO DE FIRMAS CON INICIAL CON FLORES (NIÑA),6,NOMBRE,on,FECHA,on,IGLESIA,on,LOCALIDAD,on,OBSERVACIONES,on,,,,,,,,on,on,on,on,off,off,on,,off,off
27073,"LIBRO DE FIRMAS DE TELA COLECCIÓN “inicial dorada"" apaisado con lazo",6,NOMBRE,on,FECHA,on,IGLESIA,off,LOCALIDAD,off,OBSERVACIONES,on,,,,,,,,on,on,off,off,off,off,on,,off,off
25008,LIBRO DE FIRMAS DE COMUNION DE TELA CON  CORONA DE FLORES PERSONALIZADO,6,NOMBRE,on,FECHA,on,IGLESIA,on,LOCALIDAD,on,OBSERVACIONES,on,,,,,,,,on,on,on,on,off,off,on,,off,off
22131,LIBRO DE FIRMAS DE COMUNION  PARA NIÑO CON  CORONA VERDE,6,NOMBRE,on,FECHA,on,IGLESIA,on,LOCALIDAD,on,OBSERVACIONES,on,,,,,,,,on,on,on,on,off,off,on,,off,off
24886,ESPEJO DE BOLSILLO O IMÁN CON DIBUJO DE NIÑO PERSONALIZADO,6,NOMBRE,on,FECHA,on,IGLESIA,off,LOCALIDAD,off,OBSERVACIONES,on,,,,,,,,on,on,off,off,off,off,on,,off,off
28258,LIBRO DE FIRMAS VICHY DE PRIMERA COMUNIÓN CON NIÑO PERSONALIZADO,6,NOMBRE,on,FECHA,on,IGLESIA,on,LOCALIDAD,on,OBSERVACIONES,on,,,,,,,,on,on,on,on,off,off,on,,off,off
32951,INVITACIÓN DIGITAL DE COMUNIÓN CON CUADROS VICHY,6,NOMBRE,on,FECHA,on,IGLESIA,on,LOCALIDAD,on,RESTAURANTE/ LUGAR DE CELEBRACIÓN ,on,HORA DEL EVENTO,on,,,,,,on,on,on,on,off,on,off,,on,off
32960,INVITACIÓN DIGITAL DE COMUNIÓN CON CORONA,6,NOMBRE,on,FECHA,on,IGLESIA,on,LOCALIDAD,on,RESTAURANTE/ LUGAR DE CELEBRACIÓN ,on,HORA DEL EVENTO,on,,,,,,on,on,on,on,off,on,off,,on,off
36118,INVITACIÓN DIGITAL CON FLORES LIBERTY,6,NOMBRE,on,FECHA,on,IGLESIA,on,LOCALIDAD,on,RESTAURANTE/ LUGAR DE CELEBRACIÓN ,on,HORA DEL EVENTO,on,,,,,,on,on,on,on,off,on,off,,on,off
36249,LIBRO DE FIRMAS ARTESANAL PARA COMUNIÓN PERSONALIZADO CON FÚTBOL,6,NOMBRE,on,FECHA,on,IGLESIA,on,LOCALIDAD,on,OBSERVACIONES,off,,on,,,,,,on,on,on,on,off,off,off,,off,off
40189,INVITACIÓN DIGITAL CON FÚTBOL,6,NOMBRE,on,FECHA,on,IGLESIA,on,LOCALIDAD,on,RESTAURANTE/ LUGAR DE CELEBRACIÓN ,on,HORA DEL EVENTO,on,,,,,,on,on,on,on,off,on,off,,on,off
40204,INVITACIÓN DIGITAL DE COMUNIÓN CON FÚTBOL,6,NOMBRE,on,FECHA,on,IGLESIA,on,LOCALIDAD,on,RESTAURANTE/ LUGAR DE CELEBRACIÓN ,on,HORA DEL EVENTO,on,,,,,,on,on,on,on,off,on,off,,on,off
40470,LIBRO DE FIRMAS ARTESANAL PARA COMUNIÓN PERSONALIZADO CON DIBUJO DE UN ANCLA,6,NOMBRE,on,FECHA,on,IGLESIA,on,LOCALIDAD,on,OBSERVACIONES,off,,on,,,,,,on,on,on,on,off,off,off,,off,off
25018,LIBRO DE FIRMAS DE PRIMERA COMUNIÓN DE TELA Y NIÑO PERSONALIZADO,7,NOMBRE,on,FECHA,on,IGLESIA,on,LOCALIDAD,on,OBSERVACIONES,on,OBSERVACIONES,on,,,,,,on,on,on,on,off,off,on,,off,off
38216,PACK COMUNIÓN PREMIUM - CORONA DE FLORES,7,NOMBRE,on,FECHA,on,IGLESIA,on,LOCALIDAD,on,HORA MISA,on,RESTAURANTE/LUGAR DE LA CELEBRACION,on,OBSERVACIONES,on,,,,on,on,on,on,on,off,on,,off,off
38243,PACK BASICO COMUNIÓN CON DIBUJO DE NIÑO TIPO ACUARELA,7,NOMBRE,on,FECHA,on,IGLESIA,on,LOCALIDAD,on,HORA MISA,on,NOMBRE RESTAURANTE /LUGAR DE LA CELEBRACION,on,OBSERVACIONES,on,,,,on,on,on,on,on,off,on,,off,off
40563,PACK COMUNIÓN ESENCIAL - DIBUJO DE NIÑO TIPO ACUARELA,7,NOMBRE,on,FECHA,on,IGLESIA,on,LOCALIDAD,on,HORA MISA,on,NOMBRE RESTAURANTE /LUGAR DE LA CELEBRACION,on,OBSERVACIONES,on,,,,on,on,on,on,on,off,on,,off,off
40648,PACK COMUNIÓN PREMIUM - CORONA DE FLORES,7,NOMBRE,off,FECHA,off,IGLESIA,off,LOCALIDAD,off,HORA MISA,off,RESTAURANTE/LUGAR DE LA CELEBRACION,off,OBSERVACIONES,off,,,,off,off,off,off,off,off,off,,off,off
22706,MINUTA - TARJETA  MENÚ COMUNIÓN DE NIÑO,4,NOMBRE,on,FECHA,on,MENU,on,LOCALIDAD,off,,,,,,,,,,on,on,off,off,off,off,off,,off,off
20900,RECORDATORIO CUADRADO CON FLORES AZULES,5,NOMBRE,on,FECHA,off,NOMBRE IGLESIA,on,LOCALIDAD,on,,,,,,,,,,on,off,on,off,off,off,off,,off,off
20906,RECORDATORIO CUADRADO CON FLORES ROSAS,5,NOMBRE,on,FECHA,off,NOMBRE IGLESIA,on,LOCALIDAD,on,,,,,,,,,,on,off,on,off,off,off,off,,off,off
21192,RECORDATORIO DOBLE CON INICIAL CON CUADROS VICHY,5,NOMBRE,on,FECHA,on,NOMBRE IGLESIA,on,LOCALIDAD,on,,,,,,,,,,on,on,on,off,off,off,off,,off,off
33138,RECORDATORIO ALARGADO CON INICIAL (copia),5,NOMBRE,on,FECHA,on,NOMBRE IGLESIA,on,LOCALIDAD,on,,,,,,,,,,on,on,on,off,off,off,off,,off,off
28354,DETALLE  COMUNIÓN LÁPIZ CON NOMBRE DE MADERA MONTADO EN CARTULINA PERSONALIZADA,4,NOMBRE,on,FECHA,on,NOMBRES DE MADERA,on,LOCALIDAD,off,,,,,,,,,,on,on,off,off,off,off,off,,off,off
27632,"INVITACIÓN BODA colección ""HORTENSIA""",5,NOMBRE,on,FECHA,on,"TEXTO DE LA INVITACIÓN
",on,LOCALIDAD,off,RESTAURANTE/ LUGAR DE CELEBRACIÓN ,off,,,,,,,,on,on,off,off,off,off,off,,off,off
27680,"INVITACIÓN BODA colección ""GRANATE""",5,NOMBRE,on,FECHA,on,"TEXTO DE LA INVITACIÓN
",on,LOCALIDAD,off,RESTAURANTE/ LUGAR DE CELEBRACIÓN ,off,,,,,,,,on,on,off,off,off,off,off,,off,off
27810,"INVITACIÓN BODA colección ""CORONA FRAMBUESA""",5,NOMBRE,on,FECHA,on,"TEXTO DE LA INVITACIÓN
",on,LOCALIDAD,off,RESTAURANTE/ LUGAR DE CELEBRACIÓN ,off,,,,,,,,on,on,off,off,off,off,off,,off,off
28088,"INVITACIÓN BODA colección ""CAMPESTRE""",5,NOMBRE,on,FECHA,on,"TEXTO DE LA INVITACIÓN
",on,LOCALIDAD,off,RESTAURANTE/ LUGAR DE CELEBRACIÓN ,off,,,,,,,,on,on,off,off,off,off,off,,off,off
28152,"INVITACIÓN BODA colección ""LILA""",5,NOMBRE,on,FECHA,on,"TEXTO DE LA INVITACIÓN
",on,LOCALIDAD,off,RESTAURANTE/ LUGAR DE CELEBRACIÓN ,off,,,,,,,,on,on,off,off,off,off,off,,off,off
36106,LIBRO DE FIRMAS DE TELA CON ETIQUETA LIBERTY,5,NOMBRE,on,FECHA,on,IGLESIA,on,LOCALIDAD ,on,OBSERVACIONES,on,,,,,,,,on,on,on,on,off,off,on,,off,off
36896,LIBRO DE FIRMAS DE TELA CON ETIQUETA CON DIBUJO NIÑA COMUNIÓN TIPO ACUARELA,5,NOMBRE,on,FECHA,on,IGLESIA,on,LOCALIDAD ,on,OBSERVACIONES,on,,,,,,,,on,on,on,on,off,off,on,,off,off
39626,ÁLBUM  CON ESPIRAL PERSONALIZADO CON DIBUJO NIÑA TIPO ACUARELA,5,NOMBRE,on,FECHA,on,IGLESIA,on,LOCALIDAD ,on,OBSERVACIONES,on,,,,,,,,on,on,on,on,off,off,on,,off,off
38258,PACK COMUNIÓN ESENCIAL -  DIBUJO NIÑA TIPO ACUARELA,8,NOMBRE,off,FECHA,off,IGLESIA,off,LOCALIDAD ,off,HORA MISA,off,RESTAURANTE/ LUGAR DE CELEBRACIÓN ,off,OBSERVACIONES,off,AÑADIR PULSERAS,off,,off,off,off,off,off,off,off,,off,off
26863,PULSERA CON CRUZ DE COLORES Y TARJETA PERSONALIZADA CON DIBUJO NIÑO DE COMUNIÓN,4,NOMBRE,on,FECHA,on,IGLESIA,off,OBSERVACIONES,on,,,,,,,,,,on,on,off,off,off,off,on,,off,off
23497,LIBRO DE FIRMAS CON CORONA  AZUL Y VERDE,5,NOMBRE,on,FECHA,off,IGLESIA,off,OBSERVACIONES,on,,,,,,,,,,on,off,off,off,off,off,on,,off,off
28326,LLAVERO CON INICIAL DE MADERA,4,NOMBRE,on,FECHA,on,PONER INICIAL ,on,OBSERVACIONES,on,,,,,,,,,,on,on,off,off,off,off,on,,off,off
38611,PACK DE LLAVEROS CON INICIAL DE MADERA,4,NOMBRE,on,FECHA,on,PONER INICIAL ,on,OBSERVACIONES,on,,,,,,,,,,on,on,off,off,off,off,on,,off,off
40109,LÁMINA PERSONALIZADA DE NACIMIENTO CON MARCO BLANCO – A4,5,NOMBRE,on,FECHA,on,MEDIDA,on,PESO,on,HORA NACIMIENTO,on,,,,,,,,on,on,off,off,off,off,off,,off,off
20118,LÁMINA DE NACIMIENTO DELICADA,5,NOMBRE,on,FECHA,on,LUGAR DE NACIMIENTO,on,PESO DEL BEBÉ,off,MEDIDA EN CM DEL BEBÉ,on,,,,,,,,on,on,off,off,off,off,off,,off,off
19768,LÁMINA DE NACIMIENTO MARRÓN,5,NOMBRE,on,FECHA,on,LUGAR DE NACIMIENTO,on,PESO DEL BEBÉ EN GR,on,MEDIDA DEL BEBÉ EN CM,on,,,,,,,,on,on,off,off,off,off,off,,off,off
19769,LÁMINA DE NACIMIENTO AZUL,5,NOMBRE,on,FECHA,on,LUGAR DE NACIMIENTO,on,PESO DEL BEBÉ EN GR,on,MEDIDA DEL BEBÉ EN CM,on,,,,,,,,on,on,off,off,off,off,off,,off,off
20573,LÁMINA DE NACIMIENTO CON ANIMALITOS DEL BOSQUE,4,NOMBRE,on,FECHA,on,MEDIDA DEL BEBÉ EN CM,on,PESO DEL BEBÉ EN GR,off,,,,,,,,,,on,on,off,off,off,off,off,,off,off
23777,LÁMINA DE NACIMIENTO CON OSITO CON CORONA,4,NOMBRE,on,FECHA,on,MEDIDA DEL BEBÉ EN CM,on,PESO DEL BEBÉ EN GR,off,,,,,,,,,,on,on,off,off,off,off,off,,off,off
23796,LÁMINA DE NACIMIENTO CON ELEFANTE SOBRE UNA NUBE,4,NOMBRE,on,FECHA,on,MEDIDA DEL BEBÉ EN CM,on,PESO DEL BEBÉ EN GR,off,,,,,,,,,,on,on,off,off,off,off,off,,off,off
23802,LÁMINA DE NACIMIENTO CON GATO EN ROSA,4,NOMBRE,on,FECHA,on,MEDIDA DEL BEBÉ EN CM,on,PESO DEL BEBÉ EN GR,off,,,,,,,,,,on,on,off,off,off,off,off,,off,off
