"ID","Title","Sku","Product Type","_enable_custom_addons","_enable_text_field_nombre_persona","_enable_text_field_fecha_evento","_enable_text_field_localidad","_enable_text_field_iglesia","_enable_text_field_hora_misa","_enable_text_field_restaurante","_enable_text_field_observaciones","_enable_text_field_ano_curso","_enable_text_field_hora_evento","_enable_text_field_inicial","_text_field_option_nombre_persona","_text_field_option_fecha_evento"
"24391","RECORDATORIO COMUNIÓN DE NIÑO MARCAPÁGINAS CON GUIRNALDA DOBLE CON CARTULINA KRAFT","AP-10660","variable","","yes","yes","yes","yes","no","no","no","","no","","NOMBRE NIÑO","FECHA COMUNIÓN"
"24574","KIT PARA FIESTA -COCHES","AP-10662","variable","","yes","yes","no","no","no","no","no","","no","","NOMBRE NIÑA/NIÑO","FECHA FIESTA "
"24772","TARJETAS DEL PRIMER AÑO DEL BEBÉ   modelo estrellas","AP-10667","variable","no","","","no","","no","","no","no","","","",""
"24774","TARJETAS DEL PRIMER AÑO DEL BEBÉ   modelo cigueña","AP-10669","variable","no","","","no","","no","","no","no","","","",""
"24776","ÁLBUM DE FOTOS DEL PRIMER AÑO DEL BEBE","AP-10671","variable","","yes","no","no","no","no","no","no","","no","","NOMBRE BEBÉ",""
"24790","ÁLBUM DE FOTOS DEL PRIMER AÑO DEL BEBE modelo cigueña","AP-10673","variable","","yes","no","no","no","no","no","no","","no","","NOMBRE BEBÉ",""
"24807","PACK TARJETAS DEL PRIMER AÑO DEL BEBÉ  CON ALBUM A JUEGO","AP-10675","variable","no","","","no","","no","","no","no","","","",""
"24810","PACK TARJETAS DEL PRIMER AÑO DEL BEBÉ  CON ALBUM A JUEGO modelo cigueña","AP-10677","variable","","yes","no","no","no","no","no","no","","no","","NOMBRE BEBÉ",""
"24873","ESPEJO DE BOLSILLO O IMÁN CON DIBUJO DE NIÑA PERSONALIZADO","AP-10679","variable","","yes","yes","no","no","no","no","no","","no","","NOMBRE NIÑA","FECHA COMUNIÓN"
"24886","ESPEJO DE BOLSILLO O IMÁN CON DIBUJO DE NIÑO PERSONALIZADO","AP-10683","variable","","yes","yes","no","no","no","no","yes","","no","","NOMBRE NIÑO","FECHA COMUNIÓN"
"24890","ESPEJO DE BOLSILLO O IMÁN CON ESTRELLA","AP-10686","variable","","yes","yes","no","no","no","no","no","","no","","NOMBRE NIÑO","FECHA COMUNIÓN"
"24907","ESPEJO DE BOLSILLO O IMÁN CON CORAZÓN","AP-10690","variable","","yes","yes","no","no","no","no","no","","no","","NOMBRE NIÑO","FECHA COMUNIÓN"
"24918","CUADERNO DE MANDALAS CON PORTADA PERSONALIZADA CON DIBUJO DE NIÑA DE COMUNIÓN","AP-10694","variable","","yes","yes","no","no","no","no","no","","no","","NOMBRE NIÑA","FECHA COMUNIÓN"
"24928","CUADERNO DE MANDALAS CON PORTADA PERSONALIZADA CON DIBUJO DE NIÑO DE COMUNIÓN","AP-10696","variable","","yes","yes","no","no","no","no","no","no","no","","NOMBRE NIÑO","FECHA COMUNIÓN"
"24931","CUADERNO DE MANDALAS CON PORTADA PERSONALIZADA CON CORONA Y NOMBRE (NIÑA)","AP-10698","variable","","yes","yes","no","no","no","no","no","","no","","NOMBRE NIÑA ","FECHA COMUNIÓN"
"24934","CUADERNO DE MANDALAS CON PORTADA PERSONALIZADA CON CORONA Y NOMBRE","AP-10700","variable","","yes","yes","no","no","no","no","no","","no","","NOMBRE NIÑA ","FECHA COMUNIÓN"
"24937","BOTE DE PINTURAS PARA COLOREAR PERSONALIZADO","AP-10702","variable","","yes","yes","no","no","no","no","no","","no","","NOMBRE NIÑO ","FECHA COMUNIÓN"
"24951","LIBRO DE FIRMAS DE PRIMERA COMUNIÓN CON LOMO KRAFT Y NIÑA PERSONALIZADO","AP-10704","variable","","yes","yes","yes","yes","no","no","no","","no","","NOMBRE NIÑA","FECHA COMUNIÓN"
"24974","BOTE PARA CHUCHES CON ETIQUETA PERSONALIZADA","AP-10715","variable","","yes","yes","no","no","no","no","no","","no","","NOMBRE NIÑO","FECHA COMUNIÓN"
"25008","LIBRO DE FIRMAS DE COMUNION DE TELA CON  CORONA DE FLORES PERSONALIZADO","AP-10717","variable","","yes","yes","yes","yes","no","no","yes","","no","","NOMBRE NIÑA/NIÑO","FECHA COMUNIÓN"
"25015","LIBRO DE FIRMAS DE PRIMERA COMUNIÓN DE TELA PERSONALIZADO (NIÑA)","AP-10719","variable","","yes","yes","yes","yes","no","no","no","","no","","NOMBRE NIÑA","FECHA COMUNIÓN"
"25018","LIBRO DE FIRMAS DE PRIMERA COMUNIÓN DE TELA Y NIÑO PERSONALIZADO","AP-10721","variable","","yes","yes","yes","yes","no","no","yes","","no","","NOMBRE NIÑO","FECHA COMUNIÓN"
"25027","RECORDATORIO COMUNIÓN  MARCAPÁGINAS DOBLE CON CRUZ EN RELIEVE","AP-10723","variable","","yes","yes","yes","yes","no","no","no","","no","","NOMBRE NIÑA/NIÑO","FECHA COMUNIÓN"
"25032","RECORDATORIO COMUNIÓN  MARCAPÁGINAS DOBLE CON PEZ EN RELIEVE","AP-10725","variable","","yes","yes","yes","yes","no","no","no","","no","","NOMBRE NIÑA/NIÑO","FECHA COMUNIÓN"
"25037","ESTUCHE DE MADERA CON LÁPICES DE COLORES","AP-10727","variable","","yes","yes","no","no","no","no","no","","no","","NOMBRE NIÑO ","FECHA COMUNIÓN"
"25062","VASO CON VELA EN CAJA BLANCA PERSONALIZADA CON DIBUJO DE BEBÉ O CIGÜEÑA","AP-10729","variable","","yes","yes","no","no","no","no","no","","no","","NOMBRE NIÑA/NIÑO","FECHA COMUNIÓN"
"25689","PULSERAS CON CRUZ Y CORDÓN DE ALGODON EN TONOS PASTELES","AP-10731","variable","","yes","yes","no","no","no","no","no","","no","","NOMBRE NIÑO","FECHA COMUNIÓN"
"25710","GARGANTILLA CON CRUZ PLATEADA","AP-10735","variable","","yes","yes","no","no","no","no","no","","no","","NOMBRE NIÑA/NIÑO","FECHA COMUNIÓN"
"25733","CUADERNO KRAFT A5 CON PORTADA PERSONALIZADA CON CORONA","AP-10737","variable","","yes","yes","no","no","no","no","no","","no","","NOMBRE NIÑO","FECHA COMUNIÓN"
"25737","CUADERNO A5 KRAFT CON PORTADA PERSONALIZADA CON DIBUJO DE NIÑO","AP-10741","variable","","yes","yes","no","no","no","no","no","","no","","NOMBRE NIÑO","FECHA COMUNIÓN"
"25747","CUADERNO A5 KRAFT CON ETIQUETA VICHY PERSONALIZADA","AP-10745","variable","","yes","yes","no","no","no","no","no","","no","","NOMBRE NIÑO","FECHA COMUNIÓN"
"25756","CUADERNO KRAFT CON ETIQUETA PERSONALIZADA CON NIÑA DE COMUNIÓN","AP-10748","variable","","yes","yes","yes","yes","no","no","no","","no","","NOMBRE NIÑA","FECHA COMUNIÓN"
"25791","LLAVERO CON CRUZ Y CORDÓN DE ALGODÓN ENCERADO","AP-10752","variable","","yes","yes","no","no","no","no","no","","no","","NOMBRE NIÑA/NIÑO","FECHA EVENTO"
"25936","PULSERAS CON CUENTA REDONDA CON CRUZ Y CON CORDÓN DE ALGODÓN ENCERADO","AP-10754","variable","","yes","yes","no","no","no","no","yes","","no","","NOMBRE NIÑA/NIÑO","FECHA COMUNIÓN O EVENTO"
"26390","PULSERAS CON CUENTA REDONDA CON CORAZÓN CON CORDÓN  DE ALGODÓN ENCERADO","AP-10756","variable","","yes","yes","no","no","no","no","no","","no","","NOMBRE NIÑA/NIÑO","FECHA COMUNIÓN O EVENTO"
"26419","PULSERAS CON CUENTA REDONDA CON ESTRELLA DORADA CON CORDÓN  DE ALGODÓN ENCERADO","AP-10759","variable","","yes","yes","no","no","no","no","no","","no","","NOMBRE NIÑA/NIÑO","FECHA COMUNIÓN O EVENTO"
"26440","PULSERAS CON ESTRELLA Y CON CORDÓN  DE ALGODÓN ENCERADO","AP-10762","variable","","yes","yes","no","no","no","no","yes","","no","","NOMBRE NIÑA/NIÑO","FECHA COMUNIÓN, BAUTIZO O EVENTO"
"26451","KIT PARA FIESTA -PERRO SALCHICHA","AP-10765","variable","","yes","yes","no","no","no","no","no","","no","","NOMBRE NIÑA/O","FECHA FIESTA "
"26491","PULSERAS CON CRUCES DE COLORES Y CORDON DE ALGODÓN ENCERADO","AP-10770","variable","","yes","yes","no","no","no","no","yes","","no","","NOMBRE NIÑO","FECHA COMUNIÓN"
"26519","PULSERAS CON CRUCES DE COLORES Y CORDON DE ALGODÓN ENCERADO CON TARJETA COLECCIÓN  ""pájaro""","AP-10773","variable","","yes","yes","no","no","no","no","no","","no","","NOMBRE NIÑO","FECHA COMUNIÓN"
"26534","LIBRO DE FIRMAS DE TELA  COLECCIÓN  ""pájaro""","AP-10776","variable","","yes","yes","no","no","no","no","no","","no","","NOMBRE NIÑA/O","FECHA COMUNIÓN"
"26537","ETIQUETAS CUADRADA COLECCIÓN ""pájaro""","AP-10778","variable","","yes","yes","no","no","no","no","no","","no","","NOMBRE NIÑA","FECHA COMUNIÓN"
"26540","ETIQUETAS REDONDAS COLECCIÓN ""pájaro""","AP-10780","variable","","yes","yes","no","no","no","no","no","","no","","NOMBRE NIÑA","FECHA COMUNIÓN"
"26560","ETIQUETAS REDONDAS COLECCIÓN CORONA ""Sofía""","AP-10782","variable","","yes","yes","no","no","no","no","no","","no","","NOMBRE NIÑA","FECHA COMUNIÓN"
"26564","ETIQUETAS CUADRADA COLECCIÓN CORONA ""Sofía""","AP-10784","variable","","yes","yes","no","no","no","no","no","","no","","NOMBRE NIÑA","FECHA COMUNIÓN"
"26578","LIBRO DE FIRMAS DE TELA DE BODA colección ""flores moradas""","AP-10788","variable","","yes","no","no","no","no","no","no","","no","","NOMBRE NOVIOS",""
"26588","LIBRO DE FIRMAS DE TELA DE BODA COLECCIÓN  ""ramas eucalipto""","AP-10792","variable","","yes","no","no","no","no","no","no","","no","","NOMBRE NOVIOS",""
"26772","RECORDATORIO COMUNIÓN CON DIBUJO DE LA COLECCIÓN ""inicial flores lila""","AP-10795","variable","","yes","yes","yes","yes","no","no","no","","no","","NOMBRE NIÑA","FECHA COMUNIÓN"
"26796","LLAVERO CON BORLA DE YUTE Y COLGANTE","AP-10803","variable","","yes","yes","no","no","no","no","no","","no","","NOMBRE NIÑA/NIÑO","FECHA EVENTO"
"26802","LLAVERO CON ESTRELLA Y COLGANTE","AP-10805","variable","","yes","yes","no","no","no","no","yes","","no","","NOMBRE NIÑA/NIÑO","FECHA EVENTO"
"26805","LLAVERO CON BORLA DE YUTE Y COLGANTE CON INICIAL","AP-10807","variable","","yes","yes","no","no","no","no","no","","no","","NOMBRE NIÑA/NIÑO","FECHA EVENTO"
"26813","LLAVERO CON ESTRELLA Y COLGANTE CON INICIAL","AP-10809","variable","","yes","yes","no","no","no","no","no","","no","","NOMBRE NIÑA/NIÑO","FECHA EVENTO"
"26863","PULSERA CON CRUZ DE COLORES Y TARJETA PERSONALIZADA CON DIBUJO NIÑO DE COMUNIÓN","AP-10813","variable","","yes","yes","no","no","no","no","yes","","no","","NOMBRE NIÑO","FECHA COMUNIÓN"
"26867","PULSERA CON CRUZ  DE COLORES Y TARJETA PERSONALIZADA CON NIÑA DE COMUNIÓN","AP-10815","variable","","yes","yes","yes","no","no","no","no","","no","","NOMBRE NIÑA","FECHA COMUNIÓN"
"26873","CAJA PICNIC CON PEGATINA O ETIQUETA PERSONALIZADA","AP-10817","variable","","yes","no","no","no","no","no","no","","no","","NOMBRE NIÑO",""
"26927","VASO KRAFT CON TAPA Y ETIQUETA PERSONALIZADA PARA CHUCHES","AP-10823","simple","","yes","yes","no","no","no","no","no","","no","","NOMBRE NIÑO","FECHA COMUNIÓN O EVENTO"
"26947","LIBRO DE FIRMAS DE TELA COLECCIÓN  ""barquito de papel""","AP-10824","variable","","yes","yes","yes","yes","no","no","no","","no","","NOMBRE NIÑA/NIÑO","FECHA COMUNIÓN"
"26949","RECORDATORIO COMUNIÓN CON DIBUJO DE LA COLECCIÓN ""barquito de papel""","AP-10826","variable","","yes","yes","yes","yes","no","no","no","","no","","NOMBRE NIÑA","FECHA COMUNIÓN"
"26954","RECORDATORIO COMUNIÓN CON DIBUJO DE LA COLECCIÓN ""pájaro""","AP-10828","variable","","yes","yes","yes","yes","no","no","no","","no","","NOMBRE NIÑA","FECHA COMUNIÓN"
"26962","ETIQUETAS REDONDAS COLECCIÓN ""barquito de papel""","AP-10830","variable","","yes","yes","no","no","no","no","no","","no","","NOMBRE NIÑO","FECHA COMUNIÓN"
"26976","RECORDATORIO COMUNIÓN CON DIBUJO DE LA COLECCIÓN CORONA ""Martina""","AP-10834","variable","","yes","yes","yes","yes","no","no","no","","no","","NOMBRE NIÑA","FECHA COMUNIÓN"
"26982","ETIQUETAS REDONDAS COLECCIÓN CORONA ""Martina""","AP-10836","variable","","yes","yes","no","no","no","no","no","","no","","NOMBRE NIÑO","FECHA COMUNIÓN"
"27003","LIBRO DE FIRMAS DE TELA COLECCIÓN CORONA ""Sara""","AP-10838","variable","","yes","yes","no","no","no","no","no","","no","","NOMBRE NIÑA/NIÑO","FECHA COMUNIÓN"
"27005","RECORDATORIO COMUNIÓN CON DIBUJO DE LA COLECCIÓN CORONA ""Sara""","AP-10840","variable","","yes","yes","yes","yes","no","no","no","","no","","NOMBRE NIÑA","FECHA COMUNIÓN"
"27012","RECORDATORIO BAUTIZO CUADRADO ELEFANTE O OSO","AP-10844","variable","","yes","yes","yes","yes","no","no","no","","no","","NOMBRE NIÑA/NIÑO","FECHA COMUNIÓN"
"27051","LIBRO DE FIRMAS DE PRIMERA COMUNIÓN CON NIÑA PERSONALIZADA","AP-10846","variable","","yes","yes","yes","yes","no","no","no","","no","","NOMBRE NIÑA","FECHA COMUNIÓN"
"27059","LIBRO DE FIRMAS DE PRIMERA COMUNIÓN CON NIÑO PERSONALIZADO","AP-10849","variable","","yes","yes","yes","yes","no","no","no","","no","","NOMBRE NIÑO","FECHA COMUNIÓN"
"27073","LIBRO DE FIRMAS DE TELA COLECCIÓN “inicial dorada"" apaisado con lazo","AP-10854","variable","","yes","yes","no","no","no","no","yes","","no","","NOMBRE NIÑA/NIÑO","FECHA COMUNIÓN"
"27076","LIBRO DE FIRMAS DE TELA COLECCIÓN CORONA ""Martina""","AP-10856","variable","","yes","yes","no","no","no","no","no","","no","","NOMBRE NIÑA/NIÑO","FECHA COMUNIÓN"
"27092","LLAVERO CON BOLA DE MADERA Y COLGANTE NÁCAR","AP-10860","variable","","yes","yes","no","no","no","no","no","","no","","NOMBRE NIÑA/NIÑO","FECHA EVENTO"
"27106","LIBRO DE FIRMAS BAUTIZO CON OSITO","AP-10862","variable","","yes","yes","yes","yes","no","no","no","","no","","NOMBRE BEBÉ","FECHA BAUTIZO"
"27134","RECORDATORIO BAUTIZO ""conejo juguete""","AP-10867","variable","","yes","yes","yes","yes","no","no","no","","no","","NOMBRE NIÑA/NIÑO","FECHA COMUNIÓN"
"27145","RECORDATORIO COMUNIÓN CON DIBUJO DE LA COLECCIÓN ""inicial dorada""","AP-10869","variable","","yes","yes","yes","yes","no","no","no","","no","","NOMBRE NIÑA","FECHA COMUNIÓN"
"27147","RECORDATORIO BAUTIZO CUADRADO ELEFANTE CON ESTRELLAS","AP-10871","variable","","yes","yes","yes","yes","no","no","no","","no","","NOMBRE NIÑA/NIÑO","FECHA COMUNIÓN"
"27351","FAJÍN PARA BOTELLAS DE COMUNIÓN (NIÑA)","AP-10880","variable","","yes","yes","no","no","no","no","no","","no","","NOMBRE NIÑA","FECHA COMUNIÓN"
"27541","PULSERAS CON ESTRELLA Y CON CORDÓN  DE ALGODÓN ENCERADO PARA BODA CON TARJETA PERSONALIZADA","AP-10882","variable","","yes","yes","no","no","no","no","no","","no","","NOMBRE NIÑA/NIÑO","FECHA COMUNIÓN, BAUTIZO O EVENTO"
"27632","INVITACIÓN BODA colección ""HORTENSIA""","AP-10885","variable","","yes","yes","no","no","no","no","no","","no","","NOMBRE NOVIOS","FECHA BODA"
"27640","ETIQUETA CUADRADA BODA colección ""HORTENSIA""","AP-10892","variable","","yes","yes","no","no","no","no","no","","no","","NOMBRE NOVIOS","FECHA BODA"
"27647","ETIQUETAS REDONDAS BODA colección ""HORTENSIA""","AP-10897","variable","","yes","yes","no","no","no","no","no","","no","","NOMBRE NOVIOS","FECHA BODA"
"27653","MARCASITIO BODA colección ""HORTENSIA""","AP-10899","variable","","no","no","no","no","no","no","no","","no","","",""
"27659","TARJETA LISTA DE BODA colección ""HORTENSIA""","AP-10903","variable","","","","","","","","","","","","NOMBRE NOVIOS",""
"27662","MENÚ DE BODA colección ""HORTENSIA""","AP-10906","simple","","yes","yes","no","no","no","no","no","","no","","NOMBRE NOVIOS","FECHA BODA"
"27668","TARJETA AGRADECIMIENTO colección ""HORTENSIA""","AP-10907","variable","","","","","","","","","","","","NOMBRE NOVIOS",""
"27674","TARJETA PARA NOMBRES DE MESAS colección ""HORTENSIA""","AP-10910","simple","","yes","yes","no","no","no","no","no","","no","","NOMBRE NOVIOS","FECHA BODA"
"27675","MISAL colección ""HORTENSIA""","AP-10911","simple","","yes","yes","no","no","no","no","no","","no","","NOMBRE NOVIOS","FECHA BODA"
"27676","MESERO colección ""HORTENSIA""","AP-10912","simple","","yes","yes","no","no","no","no","no","","no","","NOMBRE NOVIOS","FECHA BODA"
"27680","INVITACIÓN BODA colección ""GRANATE""","AP-10913","variable","","yes","yes","no","no","no","no","no","","no","","NOMBRE NOVIOS","FECHA BODA"
"27693","MESERO colección ""GRANATE""","AP-10918","simple","","yes","yes","no","no","no","no","no","","no","","NOMBRE NOVIOS","FECHA BODA"
"27694","TARJETA PARA NOMBRES DE MESAS colección ""GRANATE""","AP-10919","simple","","yes","yes","no","no","no","no","no","","no","","NOMBRE NOVIOS","FECHA BODA"
"27696","MENÚ DE BODA colección ""GRANATE""","AP-10920","simple","","yes","yes","no","no","no","no","no","","no","","NOMBRE NOVIOS","FECHA BODA"
"27697","TARJETA LISTA DE BODA colección ""GRANATE""","AP-10921","variable","","","","","","","","","","","","NOMBRE NOVIOS",""
"27703","TARJETA AGRADECIMIENTO colección ""GRANATE""","AP-10924","variable","","","","","","","","","","","","NOMBRE NOVIOS",""
"27706","MARCASITIO BODA colección ""GRANATE""","AP-10927","variable","","no","no","no","no","no","no","no","","no","","",""
"27709","MISAL colección ""GRANATE""","AP-10930","simple","","yes","yes","no","no","no","no","no","","no","","NOMBRE NOVIOS","FECHA BODA"
"27712","ETIQUETAS REDONDAS BODA colección ""GRANATE""","AP-10931","variable","","yes","yes","no","no","no","no","no","","no","","NOMBRE NOVIOS","FECHA BODA"
"27716","ETIQUETA CUADRADA BODA colección ""GRANATE""","AP-10933","variable","","yes","yes","no","no","no","no","no","","no","","NOMBRE NOVIOS","FECHA BODA"
"27735","LLAVERO CON BOLA DE MADERA Y COLGANTE INICIAL","AP-10938","variable","","yes","yes","no","no","no","no","no","","no","","NOMBRE DE NOVIOS O NIÑO","FECHA EVENTO"
"27810","INVITACIÓN BODA colección ""CORONA FRAMBUESA""","AP-10941","variable","","yes","yes","no","no","no","no","no","","no","","NOMBRE NOVIOS","FECHA BODA"
"27827","ETIQUETA CUADRADA BODA colección ""CORONA FRAMBUESA""","AP-10946","variable","","yes","yes","no","no","no","no","no","","no","","NOMBRE NOVIOS","FECHA BODA"
"27834","ETIQUETA CUADRADA BODA colección ""CORONA FRAMBUESA""","AP-10951","variable","","yes","yes","no","no","no","no","no","","no","","NOMBRE NOVIOS","FECHA BODA"
"27839","MARCASITIO BODA colección ""CORONA FRAMBUESA""","AP-10956","variable","","no","no","no","no","no","no","no","","no","","",""
"27843","MENÚ DE BODA colección ""CORONA FRAMBUESA""","AP-10959","simple","","yes","yes","no","no","no","no","no","","no","","NOMBRE NOVIOS","FECHA BODA"
"27844","MESERO colección ""CORONA FRAMBUESA""","AP-10960","simple","","yes","yes","no","no","no","no","no","","no","","NOMBRE NOVIOS","FECHA BODA"
"27847","TARJETA PARA NOMBRES DE MESAS colección ""CORONA FRAMBUESA""","AP-10961","simple","","yes","yes","no","no","no","no","no","","no","","NOMBRE NOVIOS","FECHA BODA"
"27848","TARJETA LISTA DE BODA colección ""CORONA FRAMBUESA""","AP-10962","variable","","","","","","","","","","","","NOMBRE NOVIOS",""
"27851","TARJETA AGRADECIMIENTO colección ""CORONA FRAMBUESA""","AP-10965","variable","","","","","","","","","","","","NOMBRE NOVIOS",""
"27854","MISAL colección ""CORONA FRAMBUESA""","AP-10968","simple","","yes","yes","no","no","no","no","no","","no","","NOMBRE NOVIOS","FECHA BODA"
"28062","MISAL colección ""CAMPESTRE""","AP-10969","simple","","yes","yes","no","no","no","no","no","","no","","NOMBRE NOVIOS","FECHA BODA"
"28079","TARJETA AGRADECIMIENTO colección ""CAMPESTRE""","AP-10970","variable","","","","","","","","","","","","NOMBRE NOVIOS",""
"28082","TARJETA LISTA DE BODA colección ""CAMPESTRE""","AP-10973","variable","","","","","","","","","","","","NOMBRE NOVIOS",""
"28085","TARJETA PARA NOMBRES DE MESAS colección ""CAMPESTRE""","AP-10976","simple","","yes","yes","no","no","no","no","no","","no","","NOMBRE NOVIOS","FECHA BODA"
"28087","MENÚ DE BODA colección ""CAMPESTRE""","AP-10977","simple","","yes","yes","no","no","no","no","no","","no","","NOMBRE NOVIOS","FECHA BODA"
"28088","INVITACIÓN BODA colección ""CAMPESTRE""","AP-10978","variable","","yes","yes","no","no","no","no","no","","no","","NOMBRE NOVIOS","FECHA BODA"
"28093","MARCASITIO BODA colección ""CAMPESTRE""","AP-10983","variable","","no","no","no","no","no","no","no","","no","","",""
"28096","ETIQUETA REDONDA BODA colección ""CAMPESTRE""","AP-10986","variable","","yes","yes","no","no","no","no","no","","no","","NOMBRE NOVIOS","FECHA BODA"
"28101","ETIQUETA CUADRADA BODA colección ""CAMPESTRE""","AP-10991","variable","","yes","yes","no","no","no","no","no","","no","","NOMBRE NOVIOS","FECHA BODA"
"28109","ETIQUETA REDONDA BODA colección ""LILA""","AP-10996","variable","","yes","yes","no","no","no","no","no","","no","","NOMBRE NOVIOS","FECHA BODA"
"28136","ETIQUETA CUADRADA BODA colección ""LILA""","AP-11001","variable","","yes","yes","no","no","no","no","no","","no","","NOMBRE NOVIOS","FECHA BODA"
"28142","MARCASITIO BODA colección ""LILA""","AP-11006","variable","","no","no","no","no","no","no","no","","no","","",""
"28146","MENÚ DE BODA colección ""LILA""","AP-11009","simple","","yes","yes","no","no","no","no","no","","no","","NOMBRE NOVIOS","FECHA BODA"
"28148","TARJETA PARA NOMBRES DE MESAS colección ""LILA""","AP-11010","simple","","yes","yes","no","no","no","no","no","","no","","NOMBRE NOVIOS","FECHA BODA"
"28152","INVITACIÓN BODA colección ""LILA""","AP-11011","variable","","yes","yes","no","no","no","no","no","","no","","NOMBRE NOVIOS","FECHA BODA"
"28162","TARJETA LISTA DE BODA colección ""LILA""","AP-11016","variable","","","","","","","","","","","","NOMBRE NOVIOS",""
"28165","TARJETA AGRADECIMIENTO colección ""LILA""","AP-11019","variable","","","","","","","","","","","","NOMBRE NOVIOS",""
"28170","MISAL colección ""LILA""","AP-11022","simple","","yes","yes","no","no","no","no","no","","no","","NOMBRE NOVIOS","FECHA BODA"
"28171","MESERO colección ""LILA""","AP-11023","simple","","yes","yes","no","no","no","no","no","","no","","NOMBRE NOVIOS","FECHA BODA"
"28172","MESERO colección ""CAMPESTRE""","AP-11024","simple","","yes","yes","no","no","no","no","no","","no","","NOMBRE NOVIOS","FECHA BODA"
"28245","LIBRO DE FIRMAS VICHY DE PRIMERA COMUNIÓN CON NIÑA PERSONALIZADA","AP-11025","variable","","yes","yes","yes","yes","no","no","no","","no","","NOMBRE NIÑA","FECHA COMUNIÓN"
"28258","LIBRO DE FIRMAS VICHY DE PRIMERA COMUNIÓN CON NIÑO PERSONALIZADO","AP-11029","variable","","yes","yes","yes","yes","no","no","yes","","no","","NOMBRE NIÑO","FECHA COMUNIÓN"
"28272","ETIQUETAS REDONDAS VICHY","AP-11032","variable","","yes","yes","no","no","no","no","yes","","no","","NOMBRE NIÑA/NIÑO","FECHA COMUNIÓN"
"28280","ETIQUETAS TIPO TAG VICHY","AP-11034","variable","","yes","yes","no","no","no","no","no","","no","","NOMBRE NIÑA/NIÑO","FECHA COMUNIÓN"
"28298","PULSERAS CON CRUCES DE COLORES Y CORDON DE ALGODÓN ENCERADO CON TARJETA VICHY","AP-11036","variable","","yes","yes","no","no","no","no","yes","","no","","NOMBRE NIÑO","FECHA COMUNIÓN"
"28326","LLAVERO CON INICIAL DE MADERA","AP-11038","variable","","yes","yes","no","no","no","no","yes","","no","","NOMBRE DE NOVIOS O NIÑO","FECHA EVENTO"
"28336","LLAVERO DE MADERA CON CRUZ O ESTRELLA","AP-11040","variable","","yes","yes","no","no","no","no","no","","no","","NOMBRE DE NOVIOS O NIÑO","FECHA EVENTO"
"28354","DETALLE  COMUNIÓN LÁPIZ CON NOMBRE DE MADERA MONTADO EN CARTULINA PERSONALIZADA","AP-11042","variable","","yes","yes","no","no","no","no","no","","no","","NOMBRE NIÑA/NIÑO","FECHA COMUNIÓN"
"28461","INVITACIÓN DE COMUNIÓN CON CUADROS VICHY ( apaisado 15 x 10 cm)","AP-11046","variable","","yes","yes","yes","yes","no","yes","no","","no","","NOMBRE NIÑA/NIÑO","FECHA COMUNIÓN"
"28486","RECORDATORIO DE COMUNIÓN MARCAPÁGINAS NIÑA DOBLE CON CARTULINA VICHY","AP-11048","variable","","yes","yes","yes","yes","no","no","no","","no","","NOMBRE NIÑA","FECHA COMUNIÓN"
"28580","LLAVERO CON CRUZ DE COLOR HUESO Y CORDÓN DE ALGODÓN ENCERADO","AP-11050","variable","","yes","yes","no","no","no","no","no","","no","","NOMBRE NIÑA/NIÑO","FECHA EVENTO"
"32512","KIT PARA FIESTA - SIRENA","AP-11052","variable","","no","no","no","no","no","no","no","no","no","","",""
"32627","LLAVERO CON CRUZ Y CORDÓN DE ALGODÓN ENCERADO","AP-11056","variable","","yes","yes","no","no","no","no","yes","","no","","NOMBRE NIÑA/NIÑO","FECHA EVENTO"
"32712","TARJETA PARA NOMBRES DE MESAS colección ""HORTENSIA""","AP-11058","simple","","no","no","no","no","no","no","no","","no","","",""
"32717","MESERO colección ""CORONA FRAMBUESA""","AP-11059","simple","","no","no","no","no","no","no","no","","no","","",""
"32718","MISAL colección ""CAMPESTRE""","AP-11060","simple","","no","no","no","no","no","no","no","no","no","","",""
"32726","MENÚ DE BODA colección ""LILA""","AP-11061","simple","","no","no","no","no","no","no","no","","no","","",""
"32727","TARJETA PARA NOMBRES DE MESAS colección ""LILA""","AP-11062","simple","","","","","","","","","","","","",""
"32728","MISAL colección ""LILA""","AP-11063","simple","","no","no","no","no","no","no","no","","no","","",""
"32729","MESERO colección ""CAMPESTRE""","AP-11064","simple","","no","no","no","no","no","no","no","no","no","","",""
"32743","BOLSA DE LINO EN COLORES PASTEL CON O SIN LLAVERO","AP-11065","variable","","","","","","","","","","","","",""
"32746","PULSERAS CON CRUCES DE COLORES Y CORDON DE ALGODÓN ENCERADO CON TARJETA COLECCIÓN  ""pájaro"" (copia)","AP-11068","variable","","no","no","no","no","no","no","no","","no","","",""
"32747","PULSERAS CON CRUCES Y CORDÓN DE ALGODÓN ENCERADO CON TARJETA  ""elefante""","AP-11074","variable","","yes","yes","no","no","no","no","yes","","no","","NOMBRE NIÑO","FECHA EVENTO"
"32748","CARTA PAPÁ NOEL gratis","AP-11069","simple","","no","no","no","no","no","no","no","","no","","",""
"32749","CARTA REYES MAGOS gratis","AP-11070","simple","","no","no","no","no","no","no","no","","no","","",""
"32750","KIT DE NAVIDAD gratis","AP-11071","simple","","no","no","no","no","no","no","no","","no","","",""
