"ID","Title","Sku","Product Type","_enable_custom_addons","_enable_text_field_nombre_persona","_enable_text_field_fecha_evento","_enable_text_field_localidad","_enable_text_field_iglesia","_enable_text_field_hora_misa","_enable_text_field_restaurante","_enable_text_field_observaciones","_enable_text_field_ano_curso","_enable_text_field_hora_evento","_enable_text_field_inicial","_text_field_option_nombre_persona","_text_field_option_fecha_evento"
"32751","ETIQUETAS REYES MAGOS gratis","AP-11072","simple","","no","no","no","no","no","no","no","","no","","",""
"32752","ETIQUETAS PAPÁ NOEL gratis","AP-11073","simple","","no","no","no","no","no","no","no","","no","","",""
"32782","ETIQUETAS NAVIDAD gratis","AP-11077","simple","","no","no","no","no","no","no","no","","no","","",""
"32783","ETIQUETA TAG DE COMUNIÓN  DE NIÑO","AP-11079","variable","","","","","","","","","","","","",""
"32784","ETIQUETA REDONDA DE COMUNIÓN  DE NIÑO (copia)","AP-11078","variable","","no","no","no","no","no","no","no","","no","","",""
"32926","INVITACIÓN DIGITAL DE COMUNIÓN CON NIÑO","AP-11130","variable","","yes","yes","yes","yes","no","yes","no","","yes","","NOMBRE NIÑO","FECHA COMUNIÓN"
"32934","INVITACIÓN DIGITAL DE COMUNIÓN DE NIÑA","AP-11132","variable","","yes","yes","yes","yes","no","yes","no","","yes","","NOMBRE NIÑA","FECHA COMUNIÓN"
"32951","INVITACIÓN DIGITAL DE COMUNIÓN CON CUADROS VICHY","AP-11134","variable","","yes","yes","yes","yes","no","yes","no","","yes","","NOMBRE NIÑA/NIÑO","FECHA COMUNIÓN"
"32960","INVITACIÓN DIGITAL DE COMUNIÓN CON CORONA","AP-11136","variable","","yes","yes","yes","yes","no","yes","no","","yes","","NOMBRE NIÑA","FECHA COMUNIÓN"
"32968","INVITACIÓN DIGITAL DE COMUNIÓN DE NIÑA CON CÍRCULO","AP-11138","variable","","yes","yes","yes","yes","no","yes","no","","yes","","NOMBRE NIÑA","FECHA COMUNIÓN"
"32973","INVITACIÓN DIGITAL DE COMUNIÓN CON NIÑO CON CÍRCULO","AP-11140","variable","","yes","yes","yes","yes","no","yes","no","","yes","","NOMBRE NIÑO","FECHA COMUNIÓN"
"33116","RECORDATORIO COMUNIÓN MARCAPÁGINAS CON BORLA","AP-11142","variable","","yes","yes","yes","yes","no","no","yes","","no","","NOMBRE NIÑA","FECHA COMUNIÓN"
"33135","RECORDATORIO DE COMUNIÓN MARCAPÁGINAS DOBLE CON CARTULINA KRAFT (copia)","AP-11144","variable","","yes","yes","yes","yes","no","no","no","","no","","NOMBRE NIÑA","FECHA COMUNIÓN"
"33138","RECORDATORIO ALARGADO CON INICIAL (copia)","AP-11147","variable","","yes","yes","yes","no","no","no","no","","no","","NOMBRE","FECHA "
"33265","MOCHILA CON INICIAL Y NOMBRE","AP-11150","variable","","yes","no","no","no","no","no","no","","no","","NOMBRE",""
"33275","BOLSA TOTE CON INICIAL Y NOMBRE","AP-11152","variable","","yes","no","no","no","no","no","no","","no","","NOMBRE",""
"33278","MOCHILA CON ESTRELLA Y NOMBRE","AP-11154","variable","","yes","no","no","no","no","no","no","","no","","NOMBRE",""
"33282","BOLSA TOTE CON ESTRELLA Y NOMBRE","AP-11156","variable","","yes","no","no","no","no","no","no","","no","","NOMBRE",""
"33285","NECESER CON INICIAL Y NOMBRE","AP-11158","variable","","yes","no","no","no","no","no","no","","no","","NOMBRE",""
"33289","NECESER CON INICIAL Y NOMBRE (copia)","AP-11160","variable","","yes","no","no","no","no","no","no","","no","","NOMBRE",""
"33291","NECESER CON ESTRELLA Y NOMBRE","AP-11162","variable","","yes","no","no","no","no","no","no","","no","","NOMBRE",""
"33678","ÁLBUM ARTESANAL PARA BEBÉ","AP-11165","variable","","yes","no","no","no","no","no","no","","no","","NOMBRE BEBÉ",""
"33723","MOCHILA CON ESTRELLA Y NOMBRE (copia)","AP-11169","variable","","yes","no","no","no","no","no","no","","no","","NOMBRE",""
"33725","MOCHILA CON DIBUJO Y NOMBRE","AP-11171","variable","","yes","no","no","no","no","no","no","","no","","NOMBRE",""
"33747","CUADERNO CON DIBUJO Y NOMBRE","AP-11173","variable","","yes","no","no","no","no","no","no","","no","","NOMBRE",""
"35916","Tarta de Pañales Pequeña - Bebé dormido","AP-11192","variable","","yes","no","no","no","no","no","no","","no","","NOMBRE BEBÉ ",""
"35929","Tarta de Pañales Pequeña - Animalitos","AP-11193","variable","","yes","no","no","no","no","no","no","","no","","NOMBRE BEBÉ ",""
"35941","ÁLBUM ARTESANAL PARA BEBÉ PERSONALIZADO CON OSITO","AP-11195","variable","","yes","yes","yes","yes","no","no","yes","","no","","NOMBRE BEBÉ","FECHA BAUTIZO"
"36053","ETIQUETAS REDONDAS OSITO","AP-11197","variable","","yes","no","no","no","no","no","yes","","no","","NOMBRE NIÑA/NIÑO",""
"36072","ÁLBUM ARTESANAL PARA BEBÉ CON OSITO","AP-11199","variable","","yes","yes","yes","yes","no","no","no","","no","","NOMBRE BEBÉ","FECHA BAUTIZO"
"36083","PACK  ""BIENVENIDO AL MUNDO""","AP-11201","variable","","yes","no","no","no","no","no","no","","no","","NOMBRE BEBÉ",""
"36094","MINIÁLBUM CON DIBUJO DE ANIMAL","AP-11202","variable","","yes","no","no","no","no","no","no","","no","","NOMBRE BEBÉ",""
"36106","LIBRO DE FIRMAS DE TELA CON ETIQUETA LIBERTY","AP-11204","variable","","yes","yes","yes","yes","no","no","yes","","no","","NOMBRE NIÑA","FECHA "
"36118","INVITACIÓN DIGITAL CON FLORES LIBERTY","AP-11206","variable","","yes","yes","yes","yes","no","yes","no","","yes","","NOMBRE NIÑA","FECHA COMUNIÓN"
"36183","VELA EN BOTE BLANCO CON ETIQUETA CON CORONA PERSONALIZADA","","variable","","yes","yes","no","no","no","no","no","","no","","NOMBRE","FECHA"
"36194","VELA EN BOTE BLANCO CON ETIQUETA VICHY PERSONALIZADA","AP-11209","variable","","yes","yes","no","no","no","no","no","","no","","NOMBRE","FECHA"
"36199","VELA EN FRASCO DE CRISTAL AMBAR CON ETIQUETA VICHY PERSONALIZADA","AP-11210","variable","","yes","yes","no","no","no","no","no","","no","","NOMBRE","FECHA"
"36205","VELA EN FRASCO CON ETIQUETA CON CORONA PERSONALIZADA","AP-11212","variable","","yes","yes","no","no","no","no","no","","no","","NOMBRE","FECHA"
"36210","ESPEJO DE BOLSILLO DE TELA PERSONALIZADO CON NOMBRE","AP-11214","variable","","yes","yes","no","no","no","no","no","","no","","NOMBRE ","FECHA COMUNIÓN"
"36235","JABÓN DE MARSELLA CON BOLSA DE ALGODÓN Y ETIQUETA PERSONALIZADA","AP-11219","variable","","yes","yes","no","no","no","no","no","","no","","NOMBRE","FECHA EVENTO"
"36249","LIBRO DE FIRMAS ARTESANAL PARA COMUNIÓN PERSONALIZADO CON FÚTBOL","AP-11220","variable","","yes","yes","yes","yes","no","no","no","","no","","NOMBRE NIÑO","FECHA COMUNIÓN"
"36261","CUADERNO CON FLORES LIBERTY Y INICIAL","AP-11222","variable","","yes","no","no","no","no","no","no","","no","","",""
"36268","ETIQUETAS REDONDAS CON BALÓN DE FÚTBOL Y VICHY","AP-11224","variable","","yes","no","no","no","no","no","yes","","no","","NOMBRE NIÑA/NIÑO",""
"36295","RECORDATORIO DE COMUNIÓN MARCAPÁGINAS DOBLE CON DIBUJO DE FUTBOL","AP-11226","variable","","yes","yes","yes","yes","no","no","no","","no","","NOMBRE NIÑA/NIÑO","FECHA COMUNIÓN"
"36303","LIBRO DE FIRMAS DE PRIMERA COMUNIÓN CON FUTBOL Y VICHY NEGRO","AP-11228","variable","","yes","yes","yes","yes","no","no","no","","no","","NOMBRE NIÑO","FECHA COMUNIÓN"
"36318","PULSERAS CON CUENTA REDONDA PASTEL CON CORAZÓN DORADO","AP-11231","variable","","yes","yes","no","no","no","no","no","","no","","NOMBRE NIÑA/NIÑO","FECHA COMUNIÓN O EVENTO"
"36329","PULSERAS CON CUENTA REDONDA PASTEL CON INICIAL DORADA","AP-11234","variable","","","","","","","","","","","","NOMBRE NIÑA/NIÑO",""
"36349","BÁLSAMO LABIAL CON ETIQUETA  PERSONALIZADA CON CORONA","AP-11236","variable","","yes","yes","no","no","no","no","no","","no","","NOMBRE","FECHA"
"36365","TARRINA BLANCA O KRAFT CON ETIQUETA PERSONALIZADA","AP-11238","simple","","no","no","no","no","no","no","no","","no","","",""
"36429","VELA EN FRASCO DE CRISTAL AMBAR CON ETIQUETA PERSONALIZADA","AP-11242","simple","","","","","","","","","","","","",""
"36566","VELA EN BOTE BLANCO CON ETIQUETA","AP-11245","simple","","no","no","no","no","no","no","no","","no","","",""
"36578","TARRINA BLANCA O KRAFT CON ETIQUETA VICHY PERSONALIZADA","AP-11247","variable","","yes","yes","no","no","no","no","no","","no","","NOMBRE NIÑA/NIÑO","FECHA COMUNIÓN/EVENTO"
"36590","TARRINA BLANCA O KRAFT CON ETIQUETA CON CORONA PERSONALIZADA","AP-11256","variable","","yes","yes","no","no","no","no","no","","no","","NOMBRE NIÑA/NIÑO","FECHA COMUNIÓN/EVENTO"
"36602","TARRINA BLANCA O KRAFT CON ETIQUETA DIBUJOS PERSONALIZADA","AP-11265","variable","","yes","yes","no","no","no","no","no","","no","","NOMBRE NIÑA/NIÑO","FECHA COMUNIÓN/EVENTO"
"36667","BÁLSAMO LABIAL CON ETIQUETA  PERSONALIZADA CON DIBUJOS A ELEGIR","AP-11276","variable","","yes","yes","no","no","no","no","no","","no","","NOMBRE","FECHA"
"36674","CAJA MARIPOSA EN BLANCO O KRAFT CON ETIQUETA PERSONALIZADA","AP-11279","variable","","yes","yes","no","no","no","no","no","","no","","NOMBRE","FECHA"
"36684","BÁLSAMO LABIAL CON ETIQUETA  PERSONALIZADA CON VICHY","AP-11280","variable","","yes","yes","no","no","no","no","no","","no","","NOMBRE","FECHA"
"36689","BÁLSAMO LABIAL CON ETIQUETA  PERSONALIZADA","AP-11283","simple","","no","no","no","no","no","no","no","","no","","",""
"36896","LIBRO DE FIRMAS DE TELA CON ETIQUETA CON DIBUJO NIÑA COMUNIÓN TIPO ACUARELA","AP-11357","variable","","yes","yes","yes","yes","no","no","yes","","no","","NOMBRE NIÑA","FECHA "
"36949","LÁMINA A4 CON NIÑA COMUNIÓN CON MARCO BLANCO","AP-11367","variable","","yes","yes","yes","no","no","no","no","","no","","NOMBRE NIÑA","FECHA COMUNIÓN"
"36998","LÁMINA A4 CON MOTIVOS VARIOS PARA COMUNIÓN CON MARCO BLANCO","AP-11399","variable","","yes","yes","no","no","no","no","no","","no","","NOMBRE NIÑA/NIÑO","FECHA COMUNIÓN/EVENTO"
"37004","TARRINA BLANCA O KRAFT CON ETIQUETA CON CORONA PERSONALIZADA (copia)","AP-11403","variable","","yes","yes","no","no","no","no","no","","no","","NOMBRE NIÑA/NIÑO","FECHA COMUNIÓN/EVENTO"
"37010","LÁMINA A4 CON CORONA PARA COMUNIÓN CON MARCO BLANCO","AP-11408","variable","","yes","yes","no","no","no","no","no","","no","","NOMBRE NIÑA/NIÑO","FECHA COMUNIÓN/EVENTO"
"37017","LÁMINA A4 PARA COMUNIÓN CON MARCO BLANCO (copia)","AP-11413","simple","","yes","yes","no","no","no","no","no","","no","","NOMBRE NIÑA/NIÑO","FECHA COMUNIÓN/EVENTO"
"37231","ETIQUETA REDONDA CON DIBUJO NIÑO COMUNIÓN TIPO ACUARELA","AP-11481","variable","","yes","yes","no","no","no","no","no","","no","","NOMBRE DE LA NIÑO","FECHA COMUNIÓN"
"37341","RECORDATORIO CON DIBUJO NIÑO COMUNIÓN TIPO ACUARELA","AP-11525","variable","","yes","yes","yes","no","no","no","no","","no","","NOMBRE NIÑO","FECHA COMUNIÓN"
"37373","RECORDATORIO MARCAPÁGINA CON DIBUJO NIÑO COMUNIÓN TIPO ACUARELA","AP-11556","variable","","yes","yes","yes","no","no","no","no","","no","","NOMBRE NIÑO","FECHA COMUNIÓN"
"37406","LIBRO DE FIRMAS DE TELA CON ETIQUETA PERSONALIZADA CON DIBUJO DE NIÑO TIPO ACUARELA","AP-11587","variable","no","","","yes","","no","","yes","no","","","",""
"37438","LÁMINA A4 CON MARCO BLANCO Y DIBUJO NIÑO COMUNIÓN TIPO ACUARELA","AP-11618","variable","","yes","yes","no","no","no","no","no","","no","","NOMBRE NIÑO","FECHA COMUNIÓN"
"37595","RECORDATORIO CUADRADO CON DIBUJO NIÑO COMUNIÓN TIPO ACUARELA","AP-11649","variable","","yes","yes","yes","no","no","no","no","","no","","NOMBRE NIÑO","FECHA COMUNIÓN"
"37633","RECORDATORIO CUADRADO CON NIÑA COMUNIÓN TIPO ACUARELA","AP-11680","variable","","yes","yes","yes","no","no","no","no","","no","","NOMBRE NIÑA","FECHA COMUNIÓN"
"37683","RECORDATORIO  RECTANGULAR CON NIÑA COMUNIÓN TIPO ACUARELA","AP-11729","variable","","yes","yes","yes","no","no","no","no","","no","","NOMBRE NIÑA","FECHA COMUNIÓN"
"37734","RECORDATORIO  MARCAPÁGINAS CON NIÑA COMUNIÓN TIPO ACUARELA","AP-11778","variable","","yes","yes","yes","no","no","no","no","","no","","NOMBRE NIÑA","FECHA COMUNIÓN"
"37784","ETIQUETA REDONDA CON NIÑA COMUNIÓN TIPO ACUARELA","AP-11827","variable","","yes","yes","yes","no","no","no","no","","no","","NOMBRE NIÑA","FECHA COMUNIÓN"
"37891","INVITACIÓN DIGITAL CON DIBUJO NIÑO COMUNIÓN TIPO ACUARELA","AP-11876","variable","","yes","yes","no","yes","yes","yes","no","","no","","NOMBRE NIÑO","FECHA COMUNIÓN"
"37923","PULSERA CON CRUZ DE COLORES SOBRE TARJETA CON CORONA PERSONALIZADA","AP-11907","variable","","yes","yes","no","no","no","no","yes","","no","","NOMBRE NIÑA/NIÑO","FECHA COMUNIÓN/EVENTO"
"37925","INVITACIÓN DIGITAL CON DIBUJO NIÑA COMUNIÓN TIPO ACUARELA","AP-11909","variable","","yes","yes","yes","yes","yes","yes","no","","no","","NOMBRE NIÑA","FECHA COMUNIÓN"
"38018","CRUZ DE MADERA CON CORDÓN AJUSTABLE Y CARTULINA PERSONALIZADA","AP-11959","variable","","yes","yes","no","no","no","no","no","","no","","NOMBRE ","FECHA"
"38028","BOTE PARA CHUCHES CON ETIQUETA DIBUJO NIÑO COMUNIÓN TIPO ACUARELA","AP-11960","variable","","yes","yes","no","no","no","no","no","","no","","NOMBRE NIÑO","FECHA COMUNIÓN"
"38064","BOTE PARA CHUCHES CON ETIQUETA DIBUJO NIÑA COMUNIÓN TIPO ACUARELA","AP-11991","variable","","yes","yes","no","no","no","yes","no","","no","","NOMBRE NIÑA","FECHA COMUNIÓN"
"38185","PACK COMUNIÓN ESENCIAL -  BALÓN DE FÚTBOL","AP-11992","variable","yes","yes","yes","yes","","yes","","yes","no","","","",""
"38216","PACK COMUNIÓN PREMIUM - CORONA DE FLORES","AP-11994","variable","","yes","yes","yes","yes","yes","no","yes","","no","","NOMBRE NIÑA/NIÑO","FECHA COMUNIÓN"
"38243","PACK BASICO COMUNIÓN CON DIBUJO DE NIÑO TIPO ACUARELA","AP-12004","variable","","yes","yes","yes","yes","yes","no","yes","","no","","NOMBRE NIÑO","FECHA COMUNIÓN"
"38258","PACK COMUNIÓN ESENCIAL -  DIBUJO NIÑA TIPO ACUARELA","AP-12006","variable","yes","no","no","no","no","no","no","no","","no","","",""
"38302","PULSERA CON CRUZ MONTADA EN TARJETA CON DIBUJO DE NIÑO","AP-12010","variable","","yes","yes","no","no","no","no","no","","no","","NOMBRE NIÑO","FECHA COMUNIÓN"
"38314","PULSERA CON CRUZ MONTADA EN TARJETA CON DIBUJO DE NIÑA","AP-12012","variable","","yes","yes","no","no","no","yes","no","","no","","NOMBRE NIÑA","FECHA COMUNIÓN"
"38355","PULSERA CON CRUZ DE COLORES SOBRE TARJETA CON MOTIVOS VARIOS","AP-12014","variable","no","","","no","","no","","no","no","","","",""
"38398","LIBRO DE FIRMAS DE COMUNION  CON  CORONA","AP-12016","variable","","yes","yes","yes","yes","no","no","no","","no","","NOMBRE NIÑA","FECHA COMUNIÓN"
"38536","TARJETA PULSERA","AP-12021","variable","","yes","yes","no","no","no","no","yes","","no","","NOMBRE NIÑO","FECHA COMUNIÓN"
"38583","PACK PULSERAS CON CRUCES DE COLORES Y CORDÓN DE ALGODÓN  ENCERADO","AP-12023","variable","","yes","yes","no","no","no","no","yes","","no","","NOMBRE NIÑO","FECHA COMUNIÓN"
"38601","PACK DE PULSERAS CON CRUCES DE COLORES Y CORDON DE ALGODÓN ENCERADO CON TARJETA VICHY","AP-12026","variable","","yes","yes","no","no","no","no","yes","","no","","NOMBRE NIÑO","FECHA COMUNIÓN"
"38605","LLAVERO CON BOLA DE MADERA Y COLGANTE NÁCAR (copia)","AP-12028","variable","","yes","yes","no","no","no","no","no","","no","","NOMBRE NIÑA/NIÑO","FECHA EVENTO"
"38607","PACK DE LLAVERO CON BOLA DE MADERA Y COLGANTE NÁCAR","AP-12030","variable","","yes","yes","no","no","no","no","no","","no","","NOMBRE NIÑA/NIÑO","FECHA EVENTO"
"38611","PACK DE LLAVEROS CON INICIAL DE MADERA","AP-12032","variable","","yes","yes","no","no","no","no","yes","","no","","NOMBRE DE NOVIOS O NIÑO","FECHA EVENTO"
"38651","RECORDATORIO  MARCAPÁGINAS CON NIÑA COMUNIÓN TIPO ACUARELA (copia)","AP-12034","variable","","yes","yes","yes","no","no","no","no","","no","","NOMBRE NIÑA","FECHA COMUNIÓN"
"38700","PACK DE RECORDATORIO MARCAPÁGINAS CON DIBUJO DE NIÑA TIPO ACUARELA","AP-12083","variable","","yes","yes","yes","no","no","no","yes","","no","","NOMBRE NIÑA","FECHA COMUNIÓN"
"38801","RECORDATORIO CUADRADO CON NIÑA COMUNIÓN TIPO ACUARELA (copia)","AP-12181","variable","","yes","yes","yes","no","no","no","no","","no","","NOMBRE NIÑA","FECHA COMUNIÓN"
"38835","PACK DE RECORDATORIO CUADRADO CON DIBUJO DE NIÑA TIPO ACUARELA","AP-12182","variable","","yes","yes","yes","no","no","no","yes","","no","","NOMBRE NIÑA","FECHA COMUNIÓN"
"38902","PACK DE RECORDATORIO CUADRADO CON DIBUJO NIÑO COMUNIÓN TIPO ACUARELA","AP-12231","variable","","yes","yes","yes","no","no","no","yes","","no","","NOMBRE NIÑO","FECHA COMUNIÓN"
"38907","PACK RECORDATORIO MARCAPÁGINA CON DIBUJO NIÑO COMUNIÓN TIPO ACUARELA","AP-12233","variable","","yes","yes","yes","no","no","no","yes","","no","","NOMBRE NIÑO","FECHA COMUNIÓN"
"38913","PACK RECORDATORIO CON DIBUJO NIÑO COMUNIÓN TIPO ACUARELA","AP-12235","variable","","yes","yes","yes","no","no","no","yes","","no","","NOMBRE NIÑO","FECHA COMUNIÓN"
"38965","GUIRNALDA DE BANDERINES CON DIBUJO DE NIÑO DE COMUNION Y NOMBRE  DEL NIÑO","AP-12266","variable","","yes","no","no","no","no","no","no","","no","","NOMBRE NIÑO",""
"39001","PACK RECORDATORIO  RECTANGULAR CON NIÑA COMUNIÓN TIPO ACUARELA","AP-12267","variable","","yes","yes","yes","no","no","no","yes","","no","","NOMBRE NIÑA","FECHA COMUNIÓN"
"39083","PACK LLAVERO DE MADERA CON CRUZ O ESTRELLA","AP-12336","variable","","yes","yes","no","no","no","no","no","","no","","NOMBRE DE NOVIOS O NIÑO","FECHA EVENTO"
"39087","PACK PULSERA CON CRUZ MONTADA EN TARJETA CON DIBUJO DE NIÑA","AP-12338","variable","","yes","yes","no","no","no","yes","no","","no","","NOMBRE NIÑA","FECHA COMUNIÓN"
"39092","PACK PULSERA CON CRUZ MONTADA EN TARJETA CON DIBUJO DE NIÑO","AP-12340","variable","","yes","yes","no","no","no","no","no","","no","","NOMBRE NIÑO","FECHA COMUNIÓN"
"39139","PACK ETIQUETAS NIÑA COMUNIÓN TIPO ACUARELA","AP-12343","variable","","yes","yes","yes","no","no","no","no","","no","","NOMBRE NIÑA","FECHA COMUNIÓN"
"39154","PACK ETIQUETA REDONDA CON DIBUJO PACK ETIQUETA NIÑO COMUNIÓN TIPO ACUARELA","AP-12345","variable","","yes","yes","no","no","no","no","no","","no","","NOMBRE NIÑO","FECHA COMUNIÓN"
"39608","ÁLBUM CON ESPIRAL PERSONALIZADO CON DIBUJO DE NIÑO TIPO ACUARELA","AP-12347","variable","no","yes","yes","yes","yes","no","no","yes","no","no","no","NOMBRE NIÑO","FECHA COMUNIÓN"
"39626","ÁLBUM  CON ESPIRAL PERSONALIZADO CON DIBUJO NIÑA TIPO ACUARELA","AP-12349","variable","","yes","yes","yes","yes","no","no","yes","","no","","NOMBRE NIÑA","FECHA "
"39727","RECORDATORIO DOBLE MARCAPÁGINA CON DIBUJO NIÑO COMUNIÓN TIPO ACUARELA","AP-12351","variable","","yes","yes","yes","no","no","no","no","","no","","NOMBRE NIÑO","FECHA COMUNIÓN"
"40109","LÁMINA PERSONALIZADA DE NACIMIENTO CON MARCO BLANCO – A4","AP-12353","variable","","yes","yes","no","no","no","no","no","","no","","NOMBRE NIÑA/NIÑO","FECHA NACIMIENTO"
"40189","INVITACIÓN DIGITAL CON FÚTBOL","AP-12355","variable","","yes","yes","yes","yes","no","yes","no","","yes","","NOMBRE NIÑO","FECHA COMUNIÓN"
"40204","INVITACIÓN DIGITAL DE COMUNIÓN CON FÚTBOL","AP-12357","variable","","yes","yes","yes","yes","no","yes","no","","yes","","NOMBRE NIÑA/NIÑO","FECHA COMUNIÓN"
"40225","ÁLBUM ARTESANAL CON BEBÉ DORMIDO","AP-12359","variable","","yes","yes","yes","yes","no","no","yes","","no","","NOMBRE BEBÉ","FECHA BAUTIZO"
"40239","ÁLBUM ARTESANAL CON BEBE DORMIDO","AP-12361","variable","","yes","yes","yes","yes","no","no","no","","no","","NOMBRE BEBÉ","FECHA BAUTIZO"
"40392","ETIQUETA REDONDA CON NIÑA COMUNIÓN TIPO ACUARELA CON REVERSO CON FLORES LIBERTY","AP-12363","variable","","yes","yes","yes","no","no","no","no","","no","","NOMBRE NIÑA","FECHA COMUNIÓN"
"40401","RECORDATORIO  MARCAPÁGINAS CON NIÑA COMUNIÓN TIPO ACUARELA CON ANVERSO DE FLORES LIBERTY","AP-12365","variable","","yes","yes","yes","no","no","no","no","","no","","NOMBRE NIÑA","FECHA COMUNIÓN"
"40470","LIBRO DE FIRMAS ARTESANAL PARA COMUNIÓN PERSONALIZADO CON DIBUJO DE UN ANCLA","AP-12420","variable","","yes","yes","yes","yes","no","no","no","","no","","NOMBRE NIÑO","FECHA COMUNIÓN"
"40547","PACK COMUNIÓN PREMIUM - DIBUJO NIÑA TIPO ACUARELA","AP-12422","variable","yes","yes","yes","yes","no","yes","no","yes","no","no","no","",""
"40563","PACK COMUNIÓN ESENCIAL - DIBUJO DE NIÑO TIPO ACUARELA","AP-12432","variable","","yes","yes","yes","yes","yes","no","yes","","no","","NOMBRE NIÑO","FECHA COMUNIÓN"
"40577","PACK COMUNIÓN PREMIUM - DIBUJO DE NIÑO TIPO ACUARELA","AP-12442","variable","yes","yes","yes","yes","","yes","","yes","yes","","","",""
"40594","PACK COMUNIÓN PREMIUM -  BALÓN DE FÚTBOL","AP-12452","variable","yes","yes","yes","yes","yes","yes","yes","yes","no","no","no","",""
"40608","PACK COMUNIÓN ESENCIAL - CORONA DE FLORES","AP-12462","variable","yes","yes","yes","yes","yes","yes","yes","yes","no","no","no","",""
"40648","PACK COMUNIÓN PREMIUM - CORONA DE FLORES","AP-12499","variable","yes","no","no","yes","yes","yes","yes","yes","no","no","no","",""
