ID,Tipo,SKU,Nombre,Publicado,¿Permitir reservas de productos agotados?,¿Vendido individualmente?,Peso (kg),Longitud (cm),Anchura (cm),Altura (cm),¿Permitir valoraciones de clientes?,Nota de compra,Precio rebajado,Precio normal,Categorías,Categorías Principales,Subcategorías,Etiquetas
24810,variable,AP-10677,PACK TARJETAS DEL PRIMER AÑO DEL BEBÉ  CON ALBUM A JUEGO modelo cigueña,1,0,0,,,,,1,Gracias por tu compra.,,,"LIBROS DE FIRMAS, BAUTIZO - BEBÉ, BAUTIZO - BEBÉ > TARJETAS PRIMER AÑO DEL BEBE, BAUTIZO - BEBÉ > ETIQUETAS","LIBROS DE FIRMAS, BAUTIZO - BEBÉ","BAUTIZO - BEBÉ > TARJETAS PRIMER AÑO DEL BEBE, BAUTIZO - BEBÉ > ETIQUETAS","Infantil, Personalizado, Recordatorio, Recuerdo, Regalo"
24951,variable,AP-10704,LIBRO DE FIRMAS DE PRIMERA COMUNIÓN CON LOMO KRAFT Y NIÑA PERSONALIZADO,1,0,0,,,,,0,Gracias por tu compra.,,,"LIBROS DE FIRMAS > COMUNIÓN, LIBROS DE FIRMAS, COMUNIÓN > LIBROS DE FIRMAS, COMUNIÓN, COMUNIÓN > COLECCIONES COMUNIÓN > COLECCIÓN ""niña vestida de comunión""","LIBROS DE FIRMAS, COMUNIÓN","LIBROS DE FIRMAS > COMUNIÓN, COMUNIÓN > LIBROS DE FIRMAS, COMUNIÓN > COLECCIONES COMUNIÓN > COLECCIÓN ""niña vestida de comunión""","Infantil, Personalizado, Recuerdo, Regalo"
25015,variable,AP-10719,LIBRO DE FIRMAS DE PRIMERA COMUNIÓN DE TELA PERSONALIZADO (NIÑA),1,0,0,,,,,0,Gracias por tu compra.,,,"LIBROS DE FIRMAS > COMUNIÓN, LIBROS DE FIRMAS, COMUNIÓN > LIBROS DE FIRMAS, COMUNIÓN, COMUNIÓN > COLECCIONES COMUNIÓN > COLECCIÓN ""niña vestida de comunión""","LIBROS DE FIRMAS, COMUNIÓN","LIBROS DE FIRMAS > COMUNIÓN, COMUNIÓN > LIBROS DE FIRMAS, COMUNIÓN > COLECCIONES COMUNIÓN > COLECCIÓN ""niña vestida de comunión""","Infantil, Personalizado, Recuerdo, Regalo"
25018,variable,AP-10721,LIBRO DE FIRMAS DE PRIMERA COMUNIÓN DE TELA Y NIÑO PERSONALIZADO,1,0,0,,,,,0,Gracias por tu compra.,,,"LIBROS DE FIRMAS > COMUNIÓN, LIBROS DE FIRMAS, COMUNIÓN > LIBROS DE FIRMAS, COMUNIÓN, COMUNIÓN > COLECCIONES COMUNIÓN > COLECCIÓN ""niño vestido de comunión""","LIBROS DE FIRMAS, COMUNIÓN","LIBROS DE FIRMAS > COMUNIÓN, COMUNIÓN > LIBROS DE FIRMAS, COMUNIÓN > COLECCIONES COMUNIÓN > COLECCIÓN ""niño vestido de comunión""","Infantil, Personalizado, Recuerdo, Regalo"
26537,variable,AP-10778,"ETIQUETAS CUADRADA COLECCIÓN ""pájaro""",1,0,0,,,,,0,,,,"COMUNIÓN, BAUTIZO - BEBÉ, COMUNIÓN > ETIQUETAS, BAUTIZO - BEBÉ > ETIQUETAS","COMUNIÓN, BAUTIZO - BEBÉ","COMUNIÓN > ETIQUETAS, BAUTIZO - BEBÉ > ETIQUETAS","COMUNIÓN, Etiquetas, FIESTAS, Infantil, Personalizado"
26564,variable,AP-10784,"ETIQUETAS CUADRADA COLECCIÓN CORONA ""Sofía""",1,0,0,,,,,0,,,,"COMUNIÓN, BAUTIZO - BEBÉ, COMUNIÓN > COLECCIONES COMUNIÓN > COLECCIÓN CORONA ""Sofía"", COMUNIÓN > ETIQUETAS, BAUTIZO - BEBÉ > ETIQUETAS","COMUNIÓN, BAUTIZO - BEBÉ","COMUNIÓN > COLECCIONES COMUNIÓN > COLECCIÓN CORONA ""Sofía"", COMUNIÓN > ETIQUETAS, BAUTIZO - BEBÉ > ETIQUETAS","COMUNIÓN, Etiquetas, FIESTAS, Infantil, Personalizado"
26578,variable,AP-10788,"LIBRO DE FIRMAS DE TELA DE BODA colección ""flores moradas""",1,0,0,,,,,1,Gracias por tu compra.,,,"BODA > LIBRO DE FIRMAS, BODA, LIBROS DE FIRMAS > BODA","BODA, LIBROS DE FIRMAS","BODA > LIBRO DE FIRMAS, LIBROS DE FIRMAS > BODA","Libro de firma, Personalizado, Recuerdo, Regalo"
26588,variable,AP-10792,"LIBRO DE FIRMAS DE TELA DE BODA COLECCIÓN  ""ramas eucalipto""",1,0,0,,,,,1,Gracias por tu compra.,,,"BODA > LIBRO DE FIRMAS, BODA, LIBROS DE FIRMAS > BODA","BODA, LIBROS DE FIRMAS","BODA > LIBRO DE FIRMAS, LIBROS DE FIRMAS > BODA","Libro de firma, Personalizado, Recuerdo, Regalo"
26863,variable,AP-10813,PULSERA CON CRUZ DE COLORES Y TARJETA PERSONALIZADA CON DIBUJO NIÑO DE COMUNIÓN,1,0,0,,,,,0,Gracias por tu compra.,,,"COMUNIÓN > DETALLES COMUNIÓN > PULSERAS, DETALLES > PULSERAS, COMUNIÓN, COMUNIÓN > DETALLES COMUNIÓN, DETALLES, COMUNIÓN > COLECCIONES COMUNIÓN > COLECCIÓN ""niño vestido de comunión""","COMUNIÓN, DETALLES","COMUNIÓN > DETALLES COMUNIÓN > PULSERAS, DETALLES > PULSERAS, COMUNIÓN > DETALLES COMUNIÓN, COMUNIÓN > COLECCIONES COMUNIÓN > COLECCIÓN ""niño vestido de comunión""","COMUNIÓN, Etiquetas, Infantil, Personalizado, Recuerdo, Regalo"
26867,variable,AP-10815,PULSERA CON CRUZ  DE COLORES Y TARJETA PERSONALIZADA CON NIÑA DE COMUNIÓN,1,0,0,,,,,0,Gracias por tu compra.,,,"COMUNIÓN > DETALLES COMUNIÓN > PULSERAS, DETALLES > PULSERAS, COMUNIÓN, COMUNIÓN > DETALLES COMUNIÓN, COMUNIÓN > COLECCIONES COMUNIÓN > COLECCIÓN ""niña vestida de comunión""","COMUNIÓN, DETALLES","COMUNIÓN > DETALLES COMUNIÓN > PULSERAS, DETALLES > PULSERAS, COMUNIÓN > DETALLES COMUNIÓN, COMUNIÓN > COLECCIONES COMUNIÓN > COLECCIÓN ""niña vestida de comunión""","Infantil, Personalizado, Recordatorio, Recuerdo, Regalo"
27003,variable,AP-10838,"LIBRO DE FIRMAS DE TELA COLECCIÓN CORONA ""Sara""",1,0,0,,,,,0,Gracias por tu compra.,,,"LIBROS DE FIRMAS > COMUNIÓN, LIBROS DE FIRMAS, COMUNIÓN > LIBROS DE FIRMAS, COMUNIÓN, COMUNIÓN > COLECCIONES COMUNIÓN > COLECCIÓN CORONA ""Sara""","LIBROS DE FIRMAS, COMUNIÓN","LIBROS DE FIRMAS > COMUNIÓN, COMUNIÓN > LIBROS DE FIRMAS, COMUNIÓN > COLECCIONES COMUNIÓN > COLECCIÓN CORONA ""Sara""","COMUNIÓN, Infantil, Libro de firma, Libro de firmas, Personalizado, Recuerdo, Regalo"
27051,variable,AP-10846,LIBRO DE FIRMAS DE PRIMERA COMUNIÓN CON NIÑA PERSONALIZADA,1,0,0,,,,,0,Gracias por tu compra.,,,"LIBROS DE FIRMAS > COMUNIÓN, LIBROS DE FIRMAS, COMUNIÓN > LIBROS DE FIRMAS, COMUNIÓN, COMUNIÓN > COLECCIONES COMUNIÓN > COLECCIÓN ""niña vestida de comunión""","LIBROS DE FIRMAS, COMUNIÓN","LIBROS DE FIRMAS > COMUNIÓN, COMUNIÓN > LIBROS DE FIRMAS, COMUNIÓN > COLECCIONES COMUNIÓN > COLECCIÓN ""niña vestida de comunión""","Infantil, Personalizado, Recuerdo, Regalo"
27059,variable,AP-10849,LIBRO DE FIRMAS DE PRIMERA COMUNIÓN CON NIÑO PERSONALIZADO,1,0,0,,,,,0,Gracias por tu compra.,,,"LIBROS DE FIRMAS > COMUNIÓN, LIBROS DE FIRMAS, COMUNIÓN > LIBROS DE FIRMAS, COMUNIÓN, COMUNIÓN > COLECCIONES COMUNIÓN > COLECCIÓN ""niño vestido de comunión""","LIBROS DE FIRMAS, COMUNIÓN","LIBROS DE FIRMAS > COMUNIÓN, COMUNIÓN > LIBROS DE FIRMAS, COMUNIÓN > COLECCIONES COMUNIÓN > COLECCIÓN ""niño vestido de comunión""","Infantil, Personalizado, Recuerdo, Regalo"
27076,variable,AP-10856,"LIBRO DE FIRMAS DE TELA COLECCIÓN CORONA ""Martina""",1,0,0,,,,,0,Gracias por tu compra.,,,"LIBROS DE FIRMAS > COMUNIÓN, LIBROS DE FIRMAS, COMUNIÓN > LIBROS DE FIRMAS, COMUNIÓN, COMUNIÓN > COLECCIONES COMUNIÓN > COLECCIÓN CORONA ""Martina""","LIBROS DE FIRMAS, COMUNIÓN","LIBROS DE FIRMAS > COMUNIÓN, COMUNIÓN > LIBROS DE FIRMAS, COMUNIÓN > COLECCIONES COMUNIÓN > COLECCIÓN CORONA ""Martina""","COMUNIÓN, Infantil, Libro de firma, Libro de firmas, Personalizado, Recuerdo, Regalo"
27106,variable,AP-10862,LIBRO DE FIRMAS BAUTIZO CON OSITO,1,0,0,,,,,0,Gracias por tu compra.,,,"BAUTIZO - BEBÉ > LIBROS DE FIRMA, LIBROS DE FIRMAS, LIBROS DE FIRMAS > BAUTIZO, BAUTIZO - BEBÉ","BAUTIZO - BEBÉ, LIBROS DE FIRMAS","BAUTIZO - BEBÉ > LIBROS DE FIRMA, LIBROS DE FIRMAS > BAUTIZO","Bautizo, Infantil, Personalizado, Recuerdo, Regalo"
28245,variable,AP-11025,LIBRO DE FIRMAS VICHY DE PRIMERA COMUNIÓN CON NIÑA PERSONALIZADA,1,0,0,,,,,0,Gracias por tu compra.,,,"LIBROS DE FIRMAS > COMUNIÓN, LIBROS DE FIRMAS, COMUNIÓN > LIBROS DE FIRMAS, COMUNIÓN, COMUNIÓN > COLECCIONES COMUNIÓN > COLECCIÓN ""niña vestida de comunión""","LIBROS DE FIRMAS, COMUNIÓN","LIBROS DE FIRMAS > COMUNIÓN, COMUNIÓN > LIBROS DE FIRMAS, COMUNIÓN > COLECCIONES COMUNIÓN > COLECCIÓN ""niña vestida de comunión""","Infantil, Personalizado, Recuerdo, Regalo"
28258,variable,AP-11029,LIBRO DE FIRMAS VICHY DE PRIMERA COMUNIÓN CON NIÑO PERSONALIZADO,1,0,0,,,,,0,Gracias por tu compra.,,,"LIBROS DE FIRMAS > COMUNIÓN, LIBROS DE FIRMAS, COMUNIÓN > LIBROS DE FIRMAS, COMUNIÓN, COMUNIÓN > COLECCIONES COMUNIÓN > COLECCIÓN ""niño vestido de comunión""","LIBROS DE FIRMAS, COMUNIÓN","LIBROS DE FIRMAS > COMUNIÓN, COMUNIÓN > LIBROS DE FIRMAS, COMUNIÓN > COLECCIONES COMUNIÓN > COLECCIÓN ""niño vestido de comunión""","Infantil, Personalizado, Recuerdo, Regalo"
33678,variable,AP-11165,ÁLBUM ARTESANAL PARA BEBÉ,1,0,0,,,,,0,Gracias por tu compra.,,,"BAUTIZO - BEBÉ > LIBROS DE FIRMA, LIBROS DE FIRMAS, LIBROS DE FIRMAS > BAUTIZO, BAUTIZO - BEBÉ, BAUTIZO - BEBÉ > ALBUM DE FOTOS PRIMER AÑO BEBÉ","BAUTIZO - BEBÉ, LIBROS DE FIRMAS","BAUTIZO - BEBÉ > LIBROS DE FIRMA, LIBROS DE FIRMAS > BAUTIZO, BAUTIZO - BEBÉ > ALBUM DE FOTOS PRIMER AÑO BEBÉ","Bautizo, Infantil, Personalizado, Recuerdo, Regalo"
35916,variable,AP-11192,Tarta de Pañales Pequeña - Bebé dormido,1,0,0,,,,,0,,,,"BAUTIZO - BEBÉ > REGALOS NACIMIENTO, BAUTIZO - BEBÉ, BAUTIZO - BEBÉ > DETALLES BAUTIZO, OTROS","BAUTIZO - BEBÉ, OTROS","BAUTIZO - BEBÉ > REGALOS NACIMIENTO, BAUTIZO - BEBÉ > DETALLES BAUTIZO",
35929,variable,AP-11193,Tarta de Pañales Pequeña - Animalitos,1,0,0,,,,,0,,,,"BAUTIZO - BEBÉ > REGALOS NACIMIENTO, BAUTIZO - BEBÉ, BAUTIZO - BEBÉ > DETALLES BAUTIZO, OTROS","BAUTIZO - BEBÉ, OTROS","BAUTIZO - BEBÉ > REGALOS NACIMIENTO, BAUTIZO - BEBÉ > DETALLES BAUTIZO",
35941,variable,AP-11195,ÁLBUM ARTESANAL PARA BEBÉ PERSONALIZADO CON OSITO,1,0,0,,,,,0,Gracias por tu compra.,,,"BAUTIZO - BEBÉ > LIBROS DE FIRMA, LIBROS DE FIRMAS, LIBROS DE FIRMAS > BAUTIZO, BAUTIZO - BEBÉ, BAUTIZO - BEBÉ > ALBUM DE FOTOS PRIMER AÑO BEBÉ","BAUTIZO - BEBÉ, LIBROS DE FIRMAS","BAUTIZO - BEBÉ > LIBROS DE FIRMA, LIBROS DE FIRMAS > BAUTIZO, BAUTIZO - BEBÉ > ALBUM DE FOTOS PRIMER AÑO BEBÉ","Bautizo, Infantil, Personalizado, Recuerdo, Regalo"
36053,variable,AP-11197,ETIQUETAS REDONDAS OSITO,1,0,0,,,,,0,,,,"COMUNIÓN, BAUTIZO - BEBÉ, COMUNIÓN > ETIQUETAS, BAUTIZO - BEBÉ > ETIQUETAS","COMUNIÓN, BAUTIZO - BEBÉ","COMUNIÓN > ETIQUETAS, BAUTIZO - BEBÉ > ETIQUETAS","COMUNIÓN, Etiquetas, FIESTAS, Infantil, Personalizado"
36072,variable,AP-11199,ÁLBUM ARTESANAL PARA BEBÉ CON OSITO,1,0,0,,,,,0,Gracias por tu compra.,,,"BAUTIZO - BEBÉ > LIBROS DE FIRMA, LIBROS DE FIRMAS, LIBROS DE FIRMAS > BAUTIZO, BAUTIZO - BEBÉ, BAUTIZO - BEBÉ > ALBUM DE FOTOS PRIMER AÑO BEBÉ","BAUTIZO - BEBÉ, LIBROS DE FIRMAS","BAUTIZO - BEBÉ > LIBROS DE FIRMA, LIBROS DE FIRMAS > BAUTIZO, BAUTIZO - BEBÉ > ALBUM DE FOTOS PRIMER AÑO BEBÉ","Bautizo, Infantil, Personalizado, Recuerdo, Regalo"
36249,variable,AP-11220,LIBRO DE FIRMAS ARTESANAL PARA COMUNIÓN PERSONALIZADO CON FÚTBOL,1,0,0,,,,,0,Gracias por tu compra.,,,"LIBROS DE FIRMAS > COMUNIÓN, LIBROS DE FIRMAS, COMUNIÓN > LIBROS DE FIRMAS, COMUNIÓN","LIBROS DE FIRMAS, COMUNIÓN","LIBROS DE FIRMAS > COMUNIÓN, COMUNIÓN > LIBROS DE FIRMAS","Bautizo, Infantil, Personalizado, Recuerdo, Regalo"
36268,variable,AP-11224,ETIQUETAS REDONDAS CON BALÓN DE FÚTBOL Y VICHY,1,0,0,,,,,0,,,,"COMUNIÓN, BAUTIZO - BEBÉ, COMUNIÓN > ETIQUETAS, BAUTIZO - BEBÉ > ETIQUETAS","COMUNIÓN, BAUTIZO - BEBÉ","COMUNIÓN > ETIQUETAS, BAUTIZO - BEBÉ > ETIQUETAS","COMUNIÓN, Etiquetas, FIESTAS, Infantil, Personalizado"
36303,variable,AP-11228,LIBRO DE FIRMAS DE PRIMERA COMUNIÓN CON FUTBOL Y VICHY NEGRO,1,0,0,,,,,0,Gracias por tu compra.,,,"LIBROS DE FIRMAS > COMUNIÓN, LIBROS DE FIRMAS, COMUNIÓN > LIBROS DE FIRMAS, COMUNIÓN, COMUNIÓN > COLECCIONES COMUNIÓN > COLECCIÓN ""niño vestido de comunión""","LIBROS DE FIRMAS, COMUNIÓN","LIBROS DE FIRMAS > COMUNIÓN, COMUNIÓN > LIBROS DE FIRMAS, COMUNIÓN > COLECCIONES COMUNIÓN > COLECCIÓN ""niño vestido de comunión""","Infantil, Personalizado, Recuerdo, Regalo"
36896,variable,AP-11357,LIBRO DE FIRMAS DE TELA CON ETIQUETA CON DIBUJO NIÑA COMUNIÓN TIPO ACUARELA,1,0,0,,,,,0,Gracias por tu compra.,,,"LIBROS DE FIRMAS > COMUNIÓN, LIBROS DE FIRMAS, COMUNIÓN > LIBROS DE FIRMAS, COMUNIÓN","LIBROS DE FIRMAS, COMUNIÓN","LIBROS DE FIRMAS > COMUNIÓN, COMUNIÓN > LIBROS DE FIRMAS","Bautizo, COMUNIÓN, Infantil, Personalizado, Recuerdo, Regalo"
37406,variable,AP-11587,LIBRO DE FIRMAS DE TELA CON ETIQUETA PERSONALIZADA CON DIBUJO DE NIÑO TIPO ACUARELA,1,0,0,,,,,0,Gracias por tu compra.,,,"LIBROS DE FIRMAS > COMUNIÓN, LIBROS DE FIRMAS, COMUNIÓN > LIBROS DE FIRMAS, COMUNIÓN","LIBROS DE FIRMAS, COMUNIÓN","LIBROS DE FIRMAS > COMUNIÓN, COMUNIÓN > LIBROS DE FIRMAS","COMUNIÓN, Detalle, Infantil, Personalizado, Recordatorio, Recuerdo, Regalo"
38185,variable,AP-11992,PACK COMUNIÓN ESENCIAL -  BALÓN DE FÚTBOL,1,0,0,,,,,0,Gracias por tu compra.,,,"COMUNIÓN > PACKS COMUNIÓN, PACKS > PACKS COMUNIÓN, COMUNIÓN","COMUNIÓN, PACKS","COMUNIÓN > PACKS COMUNIÓN, PACKS > PACKS COMUNIÓN","COMUNIÓN, Infantil, Libro de firmas, Personalizado, Recordatorio, Recuerdo, Regalo"
38258,variable,AP-12006,PACK COMUNIÓN ESENCIAL -  DIBUJO NIÑA TIPO ACUARELA,1,0,0,,,,,0,Gracias por tu compra.,,,"COMUNIÓN > PACKS COMUNIÓN, PACKS > PACKS COMUNIÓN, COMUNIÓN, PACKS","COMUNIÓN, PACKS","COMUNIÓN > PACKS COMUNIÓN, PACKS > PACKS COMUNIÓN","Bautizo, COMUNIÓN, Infantil, Personalizado, Recuerdo, Regalo"
39608,variable,AP-12347,ÁLBUM CON ESPIRAL PERSONALIZADO CON DIBUJO DE NIÑO TIPO ACUARELA,1,0,0,,,,,0,Gracias por tu compra.,,,"LIBROS DE FIRMAS > COMUNIÓN, LIBROS DE FIRMAS, COMUNIÓN > LIBROS DE FIRMAS, COMUNIÓN","LIBROS DE FIRMAS, COMUNIÓN","LIBROS DE FIRMAS > COMUNIÓN, COMUNIÓN > LIBROS DE FIRMAS","COMUNIÓN, Detalle, Infantil, Personalizado, Recordatorio, Recuerdo, Regalo"
39626,variable,AP-12349,ÁLBUM  CON ESPIRAL PERSONALIZADO CON DIBUJO NIÑA TIPO ACUARELA,1,0,0,,,,,0,Gracias por tu compra.,,,"LIBROS DE FIRMAS > COMUNIÓN, LIBROS DE FIRMAS, COMUNIÓN > LIBROS DE FIRMAS, COMUNIÓN","LIBROS DE FIRMAS, COMUNIÓN","LIBROS DE FIRMAS > COMUNIÓN, COMUNIÓN > LIBROS DE FIRMAS","Bautizo, COMUNIÓN, Infantil, Personalizado, Recuerdo, Regalo"
40225,variable,AP-12359,ÁLBUM ARTESANAL CON BEBÉ DORMIDO,1,0,0,,,,,0,Gracias por tu compra.,,,"BAUTIZO - BEBÉ > LIBROS DE FIRMA, LIBROS DE FIRMAS, LIBROS DE FIRMAS > BAUTIZO, BAUTIZO - BEBÉ, BAUTIZO - BEBÉ > ALBUM DE FOTOS PRIMER AÑO BEBÉ","BAUTIZO - BEBÉ, LIBROS DE FIRMAS","BAUTIZO - BEBÉ > LIBROS DE FIRMA, LIBROS DE FIRMAS > BAUTIZO, BAUTIZO - BEBÉ > ALBUM DE FOTOS PRIMER AÑO BEBÉ","Bautizo, Infantil, Personalizado, Recuerdo, Regalo"
40239,variable,AP-12361,ÁLBUM ARTESANAL CON BEBE DORMIDO,1,0,0,,,,,0,Gracias por tu compra.,,,"BAUTIZO - BEBÉ > LIBROS DE FIRMA, LIBROS DE FIRMAS, LIBROS DE FIRMAS > BAUTIZO, BAUTIZO - BEBÉ, BAUTIZO - BEBÉ > ALBUM DE FOTOS PRIMER AÑO BEBÉ","BAUTIZO - BEBÉ, LIBROS DE FIRMAS","BAUTIZO - BEBÉ > LIBROS DE FIRMA, LIBROS DE FIRMAS > BAUTIZO, BAUTIZO - BEBÉ > ALBUM DE FOTOS PRIMER AÑO BEBÉ","Bautizo, Infantil, Personalizado, Recuerdo, Regalo"
40470,variable,AP-12420,LIBRO DE FIRMAS ARTESANAL PARA COMUNIÓN PERSONALIZADO CON DIBUJO DE UN ANCLA,1,0,0,,,,,0,Gracias por tu compra.,,,"LIBROS DE FIRMAS > COMUNIÓN, LIBROS DE FIRMAS, COMUNIÓN > LIBROS DE FIRMAS, COMUNIÓN","LIBROS DE FIRMAS, COMUNIÓN","LIBROS DE FIRMAS > COMUNIÓN, COMUNIÓN > LIBROS DE FIRMAS","Bautizo, Infantil, Personalizado, Recuerdo, Regalo"
40547,variable,AP-12422,PACK COMUNIÓN PREMIUM - DIBUJO NIÑA TIPO ACUARELA,1,0,0,,,,,0,Gracias por tu compra.,,,"COMUNIÓN > PACKS COMUNIÓN, PACKS > PACKS COMUNIÓN, COMUNIÓN","COMUNIÓN, PACKS","COMUNIÓN > PACKS COMUNIÓN, PACKS > PACKS COMUNIÓN","Bautizo, COMUNIÓN, Infantil, Personalizado, Recuerdo, Regalo"
40563,variable,AP-12432,PACK COMUNIÓN ESENCIAL - DIBUJO DE NIÑO TIPO ACUARELA,1,0,0,,,,,0,Gracias por tu compra.,,,"COMUNIÓN > PACKS COMUNIÓN, PACKS > PACKS COMUNIÓN, COMUNIÓN","COMUNIÓN, PACKS","COMUNIÓN > PACKS COMUNIÓN, PACKS > PACKS COMUNIÓN","COMUNIÓN, Detalle, Infantil, Personalizado, Recordatorio, Recuerdo, Regalo"
40577,variable,AP-12442,PACK COMUNIÓN PREMIUM - DIBUJO DE NIÑO TIPO ACUARELA,1,0,0,,,,,0,Gracias por tu compra.,,,"COMUNIÓN > PACKS COMUNIÓN, PACKS > PACKS COMUNIÓN, COMUNIÓN","COMUNIÓN, PACKS","COMUNIÓN > PACKS COMUNIÓN, PACKS > PACKS COMUNIÓN","COMUNIÓN, Detalle, Infantil, Personalizado, Recordatorio, Recuerdo, Regalo"
40594,variable,AP-12452,PACK COMUNIÓN PREMIUM -  BALÓN DE FÚTBOL,1,0,0,,,,,0,Gracias por tu compra.,,,"COMUNIÓN > PACKS COMUNIÓN, PACKS > PACKS COMUNIÓN, COMUNIÓN","COMUNIÓN, PACKS","COMUNIÓN > PACKS COMUNIÓN, PACKS > PACKS COMUNIÓN","COMUNIÓN, Infantil, Libro de firmas, Personalizado, Recordatorio, Recuerdo, Regalo"
40608,variable,AP-12462,PACK COMUNIÓN ESENCIAL - CORONA DE FLORES,1,0,0,,,,,0,Gracias por tu compra.,,,"COMUNIÓN > PACKS COMUNIÓN, PACKS > PACKS COMUNIÓN, COMUNIÓN","COMUNIÓN, PACKS","COMUNIÓN > PACKS COMUNIÓN, PACKS > PACKS COMUNIÓN",PACKS COMUNIÓN
