"ID","Tipo","SKU","Nombre","Publicado","¿Permitir reservas de productos agotados?","¿Vendido individualmente?","Peso (kg)","Longitud (cm)","Anchura (cm)","Altura (cm)","¿Permitir valoraciones de clientes?","Nota de compra","Precio rebajado","Precio normal","Categorías","Etiquetas"
22594,"variable","AP-10415","ETIQUETAS CUADRADA CON GUIRNALDA NIÑO",1,0,0,,,,,1,,,,"COMUNIÓN, BAUTIZO - BEBÉ, COMUNIÓN > ETIQUETAS, BAUTIZO - BEBÉ > ETIQUETAS","COMUNIÓN, Etiquetas, FIESTAS, Infantil, Personalizado"
22641,"variable","AP-10418","RECORDATORIO BAUTIZO MARCAPÁGINAS CON ANIMALES",1,0,0,,,,,1,"Gracias por tu compra.",,,"BAUTIZO - BEBÉ, BAUTIZO - BEBÉ > RECORDATORIOS","Infantil, Personalizado, Recordatorio, Recuerdo, Regalo"
22654,"variable","AP-10421","RECORDATORIO BAUTIZO MARCAPÁGINAS CON BEBE SONRIENTE",1,0,0,,,,,1,"Gracias por tu compra.",,,"BAUTIZO - BEBÉ, BAUTIZO - BEBÉ > RECORDATORIOS","Infantil, Personalizado, Recordatorio, Recuerdo, Regalo"
22662,"variable","AP-10424","ETIQUETAS CUADRADA BAUTIZO CON ANIMAL",1,0,0,,,,,1,,,,"BAUTIZO - BEBÉ, BAUTIZO - BEBÉ > ETIQUETAS","COMUNIÓN, Etiquetas, FIESTAS, Infantil, Personalizado"
22689,"variable","AP-10427","ETIQUETAS CUADRADAS CON BEBE SONRIENTE",1,0,0,,,,,1,"Gracias por tu compra.",,,"BAUTIZO - BEBÉ, BAUTIZO - BEBÉ > ETIQUETAS","Infantil, Personalizado, Recordatorio, Recuerdo, Regalo"
22706,"variable","AP-10429","MINUTA - TARJETA  MENÚ COMUNIÓN DE NIÑO",1,0,0,,,,,1,"Gracias por tu compra.",,,"COMUNIÓN, COMUNIÓN > COLECCIONES COMUNIÓN > COLECCIÓN ""niño vestido de comunión"", COMUNIÓN > MINUTA-MENU","COMUNIÓN, Etiquetas, Infantil, Personalizado, Recuerdo, Regalo"
22721,"variable","AP-10432","MINUTA- TARJETA MENÚ COMUNIÓN DE NIÑA",1,0,0,,,,,0,"Gracias por tu compra.",,,"COMUNIÓN, COMUNIÓN > MINUTA-MENU, COMUNIÓN > COLECCIONES COMUNIÓN > COLECCIÓN ""niña vestida de comunión""","Infantil, Personalizado, Recordatorio, Recuerdo, Regalo"
22727,"variable","AP-10438","MINUTA- TARJETA MENÚ CON GUIRNALDA NIÑA",1,0,0,,,,,0,"Gracias por tu compra.",,,"COMUNIÓN, COMUNIÓN > MINUTA-MENU","Infantil, Personalizado, Recordatorio, Recuerdo, Regalo"
22733,"variable","AP-10444","MINUTA - TARJETA MENÚ GUIRNALDA NIÑO",-1,0,0,,,,,0,"Gracias por tu compra.",,,"COMUNIÓN, COMUNIÓN > MINUTA-MENU","Infantil, Personalizado, Recordatorio, Recuerdo, Regalo"
22760,"variable","AP-10450","RECORDATORIO DE COMUNIÓN DE NIÑA CLÁSICO",1,0,0,,,,,1,"Gracias por tu compra.",,,"COMUNIÓN, COMUNIÓN > RECORDATORIOS, COMUNIÓN > COLECCIONES COMUNIÓN > COLECCIÓN ""niña vestida de comunión""","Infantil, Personalizado, Recordatorio, Recuerdo, Regalo"
22770,"variable","AP-10453","RECORDATORIO DE COMUNIÓN DE NIÑA CON GUIRNALDA CLÁSICO",1,0,0,,,,,0,"Gracias por tu compra.",,,"COMUNIÓN, COMUNIÓN > RECORDATORIOS, COMUNIÓN > COLECCIONES COMUNIÓN > COLECCIÓN ""niña vestida de comunión""","Infantil, Personalizado, Recordatorio, Recuerdo, Regalo"
22778,"variable","AP-10456","RECORDATORIO COMUNIÓN CON GUIRNALDA CLÁSICA",1,0,0,,,,,0,"Gracias por tu compra.",,,"COMUNIÓN, COMUNIÓN > RECORDATORIOS","Infantil, Personalizado, Recordatorio, Recuerdo, Regalo"
22789,"variable","AP-10459","RECORDATORIO DE COMUNIÓN DE NIÑA CLÁSICO CUADRADO",-1,0,0,,,,,0,"Gracias por tu compra.",,,"COMUNIÓN, COMUNIÓN > RECORDATORIOS, COMUNIÓN > COLECCIONES COMUNIÓN > COLECCIÓN ""niña vestida de comunión""","Infantil, Personalizado, Recordatorio, Recuerdo, Regalo"
22810,"variable","AP-10462","RECORDATORIO DE COMUNIÓN CUADRADA DOBLE CON CARTULINA KRAFT",-1,0,0,,,,,0,"Gracias por tu compra.",,,"COMUNIÓN, COMUNIÓN > RECORDATORIOS, COMUNIÓN > COLECCIONES COMUNIÓN > COLECCIÓN ""niña vestida de comunión""","Infantil, Personalizado, Recordatorio, Recuerdo, Regalo"
22815,"variable","AP-10465","RECORDATORIO DE COMUNIÓN DE NIÑO CLÁSICO",1,0,0,,,,,1,"Gracias por tu compra.",,,"COMUNIÓN, COMUNIÓN > RECORDATORIOS, COMUNIÓN > COLECCIONES COMUNIÓN > COLECCIÓN ""niño vestido de comunión""","COMUNIÓN, Etiquetas, Infantil, Personalizado, Recuerdo, Regalo"
22831,"variable","AP-10468","ETIQUETAS REDONDAS CON FESTÓN DE COMUNION (NIÑA)",1,0,0,,,,,1,,,,"COMUNIÓN, COMUNIÓN > ETIQUETAS, COMUNIÓN > COLECCIONES COMUNIÓN > COLECCIÓN ""niña vestida de comunión""","COMUNIÓN, Etiquetas, FIESTAS, Infantil, Personalizado"
22858,"variable","AP-10470","ETIQUETAS REDONDAS DE COMUNIÓN CON FESTÓN Y CON GUIRNALDA",1,0,0,,,,,0,,,,"COMUNIÓN, COMUNIÓN > ETIQUETAS","COMUNIÓN, Etiquetas, FIESTAS, Infantil, Personalizado"
22887,"variable","AP-10472","DETALLE  COMUNIÓN LÁPIZ MONTADO EN CARTULINA PERSONALIZADA PARA NIÑA",1,0,0,,,,,0,"Gracias por tu compra.",,,"COMUNIÓN, COMUNIÓN > DETALLES COMUNIÓN, DETALLES > PAPELERÍA, COMUNIÓN > DETALLES COMUNIÓN > PAPELERÍA, COMUNIÓN > COLECCIONES COMUNIÓN > COLECCIÓN ""niña vestida de comunión""","Infantil, Personalizado, Recordatorio, Recuerdo, Regalo"
22900,"variable","AP-10475","DETALLE  COMUNIÓN LÁPIZ MONTADO EN CARTULINA PERSONALIZADA PARA NIÑO",1,0,0,,,,,0,"Gracias por tu compra.",,,"COMUNIÓN, COMUNIÓN > DETALLES COMUNIÓN, DETALLES > PAPELERÍA, COMUNIÓN > DETALLES COMUNIÓN > PAPELERÍA, COMUNIÓN > COLECCIONES COMUNIÓN > COLECCIÓN ""niño vestido de comunión""","COMUNIÓN, Etiquetas, Infantil, Personalizado, Recuerdo, Regalo"
22912,"variable","AP-10478","GUIRNALDA DE BANDERINES CON NOMBRE Y NIÑO PERSONALIZADO",-1,0,0,,,,,0,"Gracias por tu compra.",,,"OTROS","COMUNIÓN, Etiquetas, Infantil, Personalizado, Recuerdo, Regalo"
22922,"variable","AP-10480","GUIRNALDA DE BANDERINES CON NOMBRE Y NIÑA PERSONALIZADA",1,0,0,,,,,0,"Gracias por tu compra.",,,"COMUNIÓN","Infantil, Personalizado, Recordatorio, Recuerdo, Regalo"
22937,"variable","AP-10482","LIBRO DE FIRMAS DE PRIMERA COMUNIÓN CON LOMO KRAFT Y NIÑO PERSONALIZADO",1,0,0,,,,,0,"Gracias por tu compra.",,,"LIBROS DE FIRMAS > COMUNIÓN, LIBROS DE FIRMAS, COMUNIÓN > LIBROS DE FIRMAS, COMUNIÓN, COMUNIÓN > COLECCIONES COMUNIÓN > COLECCIÓN ""niño vestido de comunión""","Infantil, Personalizado, Recuerdo, Regalo"
22967,"variable","AP-10485","DETALLE  COMUNIÓN LÁPIZ MONTADO EN CARTULINA CON CORONA DE FLORES",1,0,0,,,,,0,"Gracias por tu compra.",,,"COMUNIÓN, COMUNIÓN > DETALLES COMUNIÓN, DETALLES > PAPELERÍA, COMUNIÓN > DETALLES COMUNIÓN > PAPELERÍA","Infantil, Personalizado, Recordatorio, Recuerdo, Regalo"
23011,"variable","AP-10487","LIBRO DE FIRMAS CON INICIAL CON FLORES (NIÑA)",-1,0,0,,,,,0,"Gracias por tu compra.",,,"LIBROS DE FIRMAS > COMUNIÓN, LIBROS DE FIRMAS, COMUNIÓN > LIBROS DE FIRMAS, COMUNIÓN","Infantil, Personalizado, Recuerdo, Regalo"
23018,"variable","AP-10498","RECORDATORIO DE COMUNIÓN DOBLE CON INICIAL DE FLORES Y CARTULINA KRAFT",1,0,0,,,,,1,"Gracias por tu compra.",,,"COMUNIÓN, COMUNIÓN > RECORDATORIOS","Infantil, Personalizado, Recordatorio, Recuerdo, Regalo"
23031,"variable","AP-10500","RECORDATORIO COMUNIÓN CON INICIAL DE FLORES",1,0,0,,,,,1,"Gracias por tu compra.",,,"COMUNIÓN, COMUNIÓN > RECORDATORIOS","Infantil, Personalizado, Recordatorio, Recuerdo, Regalo"
23041,"variable","AP-10502","ETIQUETA CUADRADA CON INCIAL CON FLORES",1,0,0,,,,,1,"Gracias por tu compra.",,,"COMUNIÓN, COMUNIÓN > ETIQUETAS","Infantil, Personalizado, Recordatorio, Recuerdo, Regalo"
23056,"variable","AP-10504","RECORDATORIO DE COMUNIÓN CON INICIAL DE FLORES",-1,0,0,,,,,0,"Gracias por tu compra.",,,"COMUNIÓN, COMUNIÓN > RECORDATORIOS","Infantil, Personalizado, Recordatorio, Recuerdo, Regalo"
23064,"variable","AP-10507","RECORDATORIO DE COMUNIÓN CUADRADO CON INICIAL DE FLORES CON CARTULINA KRAFT",-1,0,0,,,,,0,"Gracias por tu compra.",,,"COMUNIÓN, COMUNIÓN > RECORDATORIOS","Infantil, Personalizado, Recordatorio, Recuerdo, Regalo"
23194,"simple","AP-10510","GUIRNALDA DE BANDERINES CON FÚTBOL Y NOMBRE  DEL NIÑO",1,0,0,,,,,0,"Gracias por tu compra.",,10,"COMUNIÓN, COMUNIÓN > DETALLES COMUNIÓN > PAPELERÍA","COMUNIÓN, Etiquetas, Infantil, Personalizado, Recuerdo, Regalo"
23196,"variable","AP-10512","GUIRNALDA DE BANDERINES CON NOMBRE Y CORONA DE FLORES",1,0,0,,,,,0,,,,"COMUNIÓN, COMUNIÓN > DETALLES COMUNIÓN > PAPELERÍA","COMUNIÓN, Etiquetas, FIESTAS, Infantil, Personalizado"
23211,"variable","AP-10514","GUIRNALDA DE BANDERINES EN FORMA DE PENDÓN CON NOMBRE Y CORONA DE FLORES",1,0,0,,,,,0,,,,"COMUNIÓN","COMUNIÓN, Etiquetas, FIESTAS, Infantil, Personalizado"
23313,"variable","AP-10516","LÁMINA DE HUELLAS CON BAILARINA",1,0,0,,,,,0,"Gracias por tu compra.",,,"BAUTIZO - BEBÉ, COMUNIÓN > LÁMINAS, BAUTIZO - BEBÉ > LÁMINAS - NATALICIOS","Bautizo, Infantil, Personalizado, Recuerdo, Regalo"
23326,"variable","AP-10519","LÁMINA DE HUELLAS CON ELEFANTE",1,0,0,,,,,1,"Gracias por tu compra.",,,"LIBROS DE FIRMAS, LIBROS DE FIRMAS > BAUTIZO, BAUTIZO - BEBÉ, BAUTIZO - BEBÉ > LÁMINAS - NATALICIOS","Bautizo, Infantil, Personalizado, Recuerdo, Regalo"
23329,"variable","AP-10522","INVITACIÓN DE COMUNIÓN  CON CORONA",1,0,0,,,,,0,"Gracias por tu compra.",,,"COMUNIÓN, COMUNIÓN > INVITACIONES","Infantil, Personalizado, Recordatorio, Recuerdo, Regalo"
23331,"variable","AP-10524","INVITACIÓN DE COMUNIÓN CON NIÑA Y CORONA",1,0,0,,,,,0,"Gracias por tu compra.",,,"COMUNIÓN, COMUNIÓN > INVITACIONES, COMUNIÓN > COLECCIONES COMUNIÓN > COLECCIÓN ""niña vestida de comunión""","Infantil, Personalizado, Recordatorio, Recuerdo, Regalo"
23453,"variable","AP-10526","LIBRO DE FIRMAS CON MARCO DE FLORES",1,0,0,,,,,0,"Gracias por tu compra.",,,"LIBROS DE FIRMAS > COMUNIÓN, LIBROS DE FIRMAS, COMUNIÓN > LIBROS DE FIRMAS, COMUNIÓN","Infantil, Personalizado, Recuerdo, Regalo"
23482,"variable","AP-10537","LIBRO DE FIRMAS CORONA DE FLORES SILVESTRES",1,0,0,,,,,0,"Gracias por tu compra.",,,"LIBROS DE FIRMAS > COMUNIÓN, LIBROS DE FIRMAS, COMUNIÓN > LIBROS DE FIRMAS, COMUNIÓN","Infantil, Personalizado, Recuerdo, Regalo"
23497,"variable","AP-10548","LIBRO DE FIRMAS CON CORONA  AZUL Y VERDE",1,0,0,,,,,0,"Gracias por tu compra.",,,"LIBROS DE FIRMAS > COMUNIÓN, LIBROS DE FIRMAS, COMUNIÓN > LIBROS DE FIRMAS, COMUNIÓN","Infantil, Personalizado, Recuerdo, Regalo"
23502,"variable","AP-10555","LIBRO DE FIRMAS CON CORONA DE MIMBRE CON HOJAS",1,0,0,,,,,0,"Gracias por tu compra.",,,"LIBROS DE FIRMAS > COMUNIÓN, LIBROS DE FIRMAS, COMUNIÓN > LIBROS DE FIRMAS, COMUNIÓN","Infantil, Personalizado, Recuerdo, Regalo"
23509,"variable","AP-10562","ETIQUETA CUADRADA CON FLORES SILVESTRES EN ROSA Y AZULES",1,0,0,,,,,1,"Gracias por tu compra.",,,"COMUNIÓN, COMUNIÓN > ETIQUETAS","Etiquetas, Infantil, Personalizado, Recuerdo, Regalo"
23633,"variable","AP-10570","KIT PARA FIESTA - VIAJE",1,0,0,,,,,0,,,,"OTROS","Cumpleaños, Fiesta, Infantil, Personalizado"
23649,"variable","AP-10575","KIT PARA FIESTA - PIRATAS",1,0,0,,,,,0,,,,"OTROS","Cumpleaños, Fiesta, Infantil, Personalizado"
23661,"variable","AP-10582","KIT PARA FIESTA - OSO CUMPLEAÑOS",1,0,0,,,,,0,,,,"OTROS","Cumpleaños, Fiesta, Infantil, Personalizado"
23672,"variable","AP-10588","KIT PARA FIESTA - CONEJITA CUMPLEAÑOS",1,0,0,,,,,0,,,,"OTROS","Cumpleaños, Fiesta, Infantil, Personalizado"
23687,"variable","AP-10594","KIT PARA FIESTA - FLAMENCO",1,0,0,,,,,0,,,,"OTROS","Cumpleaños, Fiesta, Infantil, Personalizado"
23700,"variable","AP-10599","KIT PARA FIESTA - JIRAFA ROSA",1,0,0,,,,,0,,,,"OTROS","Cumpleaños, Fiesta, Infantil, Personalizado"
23708,"variable","AP-10604","LIBRO DE FIRMAS BAUTIZO CON JIRAFA EN AZUL",1,0,0,,,,,0,"Gracias por tu compra.",,,"BAUTIZO - BEBÉ > LIBROS DE FIRMA, LIBROS DE FIRMAS, LIBROS DE FIRMAS > BAUTIZO, BAUTIZO - BEBÉ","Bautizo, Infantil, Personalizado, Recuerdo, Regalo"
23713,"variable","AP-10607","LIBRO DE FIRMAS BAUTIZO CON CONEJITO CON OSOS",-1,0,0,,,,,0,"Gracias por tu compra.",,,"BAUTIZO - BEBÉ > LIBROS DE FIRMA, LIBROS DE FIRMAS, LIBROS DE FIRMAS > BAUTIZO, BAUTIZO - BEBÉ","Bautizo, Infantil, Personalizado, Recuerdo, Regalo"
23721,"variable","AP-10610","LIBRO DE FIRMAS BAUTIZO CON OSITO EN AZUL",-1,0,0,,,,,0,"Gracias por tu compra.",,,"BAUTIZO - BEBÉ > LIBROS DE FIRMA, LIBROS DE FIRMAS, LIBROS DE FIRMAS > BAUTIZO, BAUTIZO - BEBÉ","Bautizo, Infantil, Personalizado, Recuerdo, Regalo"
23724,"variable","AP-10613","LIBRO DE FIRMAS BAUTIZO CON CONEJITO EN ROSA",-1,0,0,,,,,0,"Gracias por tu compra.",,,"BAUTIZO - BEBÉ > LIBROS DE FIRMA, LIBROS DE FIRMAS, LIBROS DE FIRMAS > BAUTIZO, BAUTIZO - BEBÉ","Bautizo, Infantil, Personalizado, Recuerdo, Regalo"
23727,"variable","AP-10616","LIBRO DE FIRMAS BAUTIZO CON ELEFANTE DORMIDO",1,0,0,,,,,0,"Gracias por tu compra.",,,"BAUTIZO - BEBÉ > LIBROS DE FIRMA, LIBROS DE FIRMAS, LIBROS DE FIRMAS > BAUTIZO, BAUTIZO - BEBÉ","Bautizo, Infantil, Personalizado, Recuerdo, Regalo"
23777,"variable","AP-10619","LÁMINA DE NACIMIENTO CON OSITO CON CORONA",1,0,0,,,,,1,"Gracias por tu compra.",,,"BAUTIZO - BEBÉ, BAUTIZO - BEBÉ > LÁMINAS - NATALICIOS","Infantil, Nacimiento, Personalizado, Recuerdo, Regalo"
23796,"variable","AP-10629","LÁMINA DE NACIMIENTO CON ELEFANTE SOBRE UNA NUBE",1,0,0,,,,,1,"Gracias por tu compra.",,,"BAUTIZO - BEBÉ, BAUTIZO - BEBÉ > LÁMINAS - NATALICIOS","Infantil, Nacimiento, Personalizado, Recuerdo, Regalo"
23802,"variable","AP-10635","LÁMINA DE NACIMIENTO CON GATO EN ROSA",1,0,0,,,,,1,"Gracias por tu compra.",,,"BAUTIZO - BEBÉ, BAUTIZO - BEBÉ > LÁMINAS - NATALICIOS","Infantil, Nacimiento, Personalizado, Recuerdo, Regalo"
23808,"variable","AP-10641","LÁMINA DE NACIMIENTO CON BEBÉ Y GUIRNALDA",1,0,0,,,,,1,"Gracias por tu compra.",,,"BAUTIZO - BEBÉ, BAUTIZO - BEBÉ > LÁMINAS - NATALICIOS","Infantil, Nacimiento, Personalizado, Recuerdo, Regalo"
23816,"variable","AP-10647","KIT PARA FIESTA - GATITO",1,0,0,,,,,0,,,,"OTROS","Cumpleaños, Fiesta, Infantil, Personalizado"
23847,"simple","AP-10652","LIBRO DE FIRMAS DE RECUERDO DE FIN DE CURSO PARA PROFES",1,0,0,,,,,0,"Gracias por tu compra.",,26,"DETALLES > FIN DE CURSO, LIBROS DE FIRMAS, LIBROS DE FIRMAS > FIN DE CURSO, DETALLES","Infantil, Personalizado, Recuerdo, Regalo"
23853,"variable","AP-10653","KIT PARA FIESTA -LUNA",1,0,0,,,,,1,,,,"OTROS","Cumpleaños, Fiesta, Infantil, Personalizado"
24388,"variable","AP-10658","RECORDATORIO DE COMUNIÓN DE NIÑO MARCAPÁGINAS DOBLE VON CARTULINA KRAFT",1,0,0,,,,,0,"Gracias por tu compra.",,,"COMUNIÓN, COMUNIÓN > RECORDATORIOS","COMUNIÓN, Etiquetas, Infantil, Personalizado, Recuerdo, Regalo"
24391,"variable","AP-10660","RECORDATORIO COMUNIÓN DE NIÑO MARCAPÁGINAS CON GUIRNALDA DOBLE CON CARTULINA KRAFT",1,0,0,,,,,1,"Gracias por tu compra.",,,"COMUNIÓN, COMUNIÓN > RECORDATORIOS","Infantil, Personalizado, Recordatorio, Recuerdo, Regalo"
24574,"variable","AP-10662","KIT PARA FIESTA -COCHES",1,0,0,,,,,1,,,,"OTROS","Cumpleaños, Fiesta, Infantil, Personalizado"
24772,"variable","AP-10667","TARJETAS DEL PRIMER AÑO DEL BEBÉ   modelo estrellas",1,0,0,,,,,0,"Gracias por tu compra.",,,"LIBROS DE FIRMAS, BAUTIZO - BEBÉ, BAUTIZO - BEBÉ > TARJETAS PRIMER AÑO DEL BEBE, BAUTIZO - BEBÉ > ETIQUETAS","Infantil, Personalizado, Recordatorio, Recuerdo, Regalo"
24774,"variable","AP-10669","TARJETAS DEL PRIMER AÑO DEL BEBÉ   modelo cigueña",1,0,0,,,,,0,"Gracias por tu compra.",,,"LIBROS DE FIRMAS, BAUTIZO - BEBÉ, BAUTIZO - BEBÉ > TARJETAS PRIMER AÑO DEL BEBE, BAUTIZO - BEBÉ > ETIQUETAS","Infantil, Personalizado, Recordatorio, Recuerdo, Regalo"
24776,"variable","AP-10671","ÁLBUM DE FOTOS DEL PRIMER AÑO DEL BEBE",1,0,0,,,,,1,"Gracias por tu compra.",,,"BAUTIZO - BEBÉ > LIBROS DE FIRMA, LIBROS DE FIRMAS, LIBROS DE FIRMAS > BAUTIZO, BAUTIZO - BEBÉ, BAUTIZO - BEBÉ > ALBUM DE FOTOS PRIMER AÑO BEBÉ","Bautizo, Infantil, Personalizado, Recuerdo, Regalo"
24790,"variable","AP-10673","ÁLBUM DE FOTOS DEL PRIMER AÑO DEL BEBE modelo cigueña",1,0,0,,,,,1,"Gracias por tu compra.",,,"BAUTIZO - BEBÉ > LIBROS DE FIRMA, LIBROS DE FIRMAS, LIBROS DE FIRMAS > BAUTIZO, BAUTIZO - BEBÉ, BAUTIZO - BEBÉ > ALBUM DE FOTOS PRIMER AÑO BEBÉ","Bautizo, Infantil, Personalizado, Recuerdo, Regalo"
24807,"variable","AP-10675","PACK TARJETAS DEL PRIMER AÑO DEL BEBÉ  CON ALBUM A JUEGO",1,0,0,,,,,0,"Gracias por tu compra.",,,"LIBROS DE FIRMAS, BAUTIZO - BEBÉ, BAUTIZO - BEBÉ > TARJETAS PRIMER AÑO DEL BEBE, BAUTIZO - BEBÉ > ETIQUETAS","Infantil, Personalizado, Recordatorio, Recuerdo, Regalo"
24810,"variable","AP-10677","PACK TARJETAS DEL PRIMER AÑO DEL BEBÉ  CON ALBUM A JUEGO modelo cigueña",1,0,0,,,,,1,"Gracias por tu compra.",,,"LIBROS DE FIRMAS, BAUTIZO - BEBÉ, BAUTIZO - BEBÉ > TARJETAS PRIMER AÑO DEL BEBE, BAUTIZO - BEBÉ > ETIQUETAS","Infantil, Personalizado, Recordatorio, Recuerdo, Regalo"
24873,"variable","AP-10679","ESPEJO DE BOLSILLO O IMÁN CON DIBUJO DE NIÑA PERSONALIZADO",1,0,0,,,,,0,"Gracias por tu compra.",,,"COMUNIÓN, COMUNIÓN > DETALLES COMUNIÓN, BAUTIZO - BEBÉ, BAUTIZO - BEBÉ > DETALLES BAUTIZO, DETALLES > ESPEJOS-IMANES-LABIAL, COMUNIÓN > DETALLES COMUNIÓN > ESPEJOS-IMANES-LABIAL-JABÓN, BAUTIZO - BEBÉ > DETALLES BAUTIZO > ESPEJOS-IMANES-LABIAL-JABÓN, COMUNIÓN > COLECCIONES COMUNIÓN > COLECCIÓN ""niña vestida de comunión""","Infantil, Personalizado, Recuerdo, Regalo"
24886,"variable","AP-10683","ESPEJO DE BOLSILLO O IMÁN CON DIBUJO DE NIÑO PERSONALIZADO",1,0,0,,,,,0,"Gracias por tu compra.",,,"COMUNIÓN, COMUNIÓN > DETALLES COMUNIÓN, BAUTIZO - BEBÉ, BAUTIZO - BEBÉ > DETALLES BAUTIZO, DETALLES > ESPEJOS-IMANES-LABIAL, COMUNIÓN > DETALLES COMUNIÓN > ESPEJOS-IMANES-LABIAL-JABÓN, BAUTIZO - BEBÉ > DETALLES BAUTIZO > ESPEJOS-IMANES-LABIAL-JABÓN, COMUNIÓN > COLECCIONES COMUNIÓN > COLECCIÓN ""niño vestido de comunión""","Infantil, Personalizado, Recuerdo, Regalo"
24890,"variable","AP-10686","ESPEJO DE BOLSILLO O IMÁN CON ESTRELLA",1,0,0,,,,,0,"Gracias por tu compra.",,,"COMUNIÓN, COMUNIÓN > DETALLES COMUNIÓN, BAUTIZO - BEBÉ, BAUTIZO - BEBÉ > DETALLES BAUTIZO, DETALLES > ESPEJOS-IMANES-LABIAL, COMUNIÓN > DETALLES COMUNIÓN > ESPEJOS-IMANES-LABIAL-JABÓN, BAUTIZO - BEBÉ > DETALLES BAUTIZO > ESPEJOS-IMANES-LABIAL-JABÓN","Infantil, Personalizado, Recuerdo, Regalo"
24907,"variable","AP-10690","ESPEJO DE BOLSILLO O IMÁN CON CORAZÓN",1,0,0,,,,,0,"Gracias por tu compra.",,,"COMUNIÓN, COMUNIÓN > DETALLES COMUNIÓN, BAUTIZO - BEBÉ, BAUTIZO - BEBÉ > DETALLES BAUTIZO, DETALLES > ESPEJOS-IMANES-LABIAL, COMUNIÓN > DETALLES COMUNIÓN > ESPEJOS-IMANES-LABIAL-JABÓN, BAUTIZO - BEBÉ > DETALLES BAUTIZO > ESPEJOS-IMANES-LABIAL-JABÓN","Infantil, Personalizado, Recuerdo, Regalo"
24918,"variable","AP-10694","CUADERNO DE MANDALAS CON PORTADA PERSONALIZADA CON DIBUJO DE NIÑA DE COMUNIÓN",1,0,0,,,,,0,"Gracias por tu compra.",,,"COMUNIÓN, COMUNIÓN > DETALLES COMUNIÓN, BAUTIZO - BEBÉ, BAUTIZO - BEBÉ > DETALLES BAUTIZO, DETALLES > PAPELERÍA, COMUNIÓN > DETALLES COMUNIÓN > PAPELERÍA, BAUTIZO - BEBÉ > DETALLES BAUTIZO > PAPELERÍA, COMUNIÓN > COLECCIONES COMUNIÓN > COLECCIÓN ""niña vestida de comunión""","Infantil, Personalizado, Recuerdo, Regalo"
24928,"variable","AP-10696","CUADERNO DE MANDALAS CON PORTADA PERSONALIZADA CON DIBUJO DE NIÑO DE COMUNIÓN",1,0,0,,,,,0,"Gracias por tu compra.",,,"COMUNIÓN, COMUNIÓN > DETALLES COMUNIÓN, BAUTIZO - BEBÉ, BAUTIZO - BEBÉ > DETALLES BAUTIZO, DETALLES > PAPELERÍA, COMUNIÓN > DETALLES COMUNIÓN > PAPELERÍA, BAUTIZO - BEBÉ > DETALLES BAUTIZO > PAPELERÍA, COMUNIÓN > COLECCIONES COMUNIÓN > COLECCIÓN ""niño vestido de comunión""","Infantil, Personalizado, Recuerdo, Regalo"
24931,"variable","AP-10698","CUADERNO DE MANDALAS CON PORTADA PERSONALIZADA CON CORONA Y NOMBRE (NIÑA)",-1,0,0,,,,,0,,,,"COMUNIÓN, COMUNIÓN > DETALLES COMUNIÓN, BAUTIZO - BEBÉ, BAUTIZO - BEBÉ > DETALLES BAUTIZO, DETALLES > PAPELERÍA, COMUNIÓN > DETALLES COMUNIÓN > PAPELERÍA, BAUTIZO - BEBÉ > DETALLES BAUTIZO > PAPELERÍA","COMUNIÓN, Etiquetas, FIESTAS, Infantil, Personalizado"
24934,"variable","AP-10700","CUADERNO DE MANDALAS CON PORTADA PERSONALIZADA CON CORONA Y NOMBRE",1,0,0,,,,,0,,,,"COMUNIÓN, COMUNIÓN > DETALLES COMUNIÓN, BAUTIZO - BEBÉ, BAUTIZO - BEBÉ > DETALLES BAUTIZO, DETALLES > PAPELERÍA, COMUNIÓN > DETALLES COMUNIÓN > PAPELERÍA, BAUTIZO - BEBÉ > DETALLES BAUTIZO > PAPELERÍA","COMUNIÓN, Etiquetas, FIESTAS, Infantil, Personalizado"
24937,"variable","AP-10702","BOTE DE PINTURAS PARA COLOREAR PERSONALIZADO",1,0,0,,,,,0,,,,"COMUNIÓN, COMUNIÓN > DETALLES COMUNIÓN, BAUTIZO - BEBÉ, BAUTIZO - BEBÉ > DETALLES BAUTIZO, DETALLES > PAPELERÍA, COMUNIÓN > DETALLES COMUNIÓN > PAPELERÍA, BAUTIZO - BEBÉ > DETALLES BAUTIZO > PAPELERÍA","COMUNIÓN, Etiquetas, FIESTAS, Infantil, Personalizado"
24951,"variable","AP-10704","LIBRO DE FIRMAS DE PRIMERA COMUNIÓN CON LOMO KRAFT Y NIÑA PERSONALIZADO",1,0,0,,,,,0,"Gracias por tu compra.",,,"LIBROS DE FIRMAS > COMUNIÓN, LIBROS DE FIRMAS, COMUNIÓN > LIBROS DE FIRMAS, COMUNIÓN, COMUNIÓN > COLECCIONES COMUNIÓN > COLECCIÓN ""niña vestida de comunión""","Infantil, Personalizado, Recuerdo, Regalo"
24974,"variable","AP-10715","BOTE PARA CHUCHES CON ETIQUETA PERSONALIZADA",1,0,0,,,,,0,,,,"COMUNIÓN, COMUNIÓN > DETALLES COMUNIÓN, BAUTIZO - BEBÉ, BAUTIZO - BEBÉ > DETALLES BAUTIZO > CAJAS - BOLSITAS, BAUTIZO - BEBÉ > DETALLES BAUTIZO, DETALLES > CAJAS - BOLSITAS, COMUNIÓN > DETALLES COMUNIÓN > CAJAS - BOLSITAS - TARROS",
