"ID","Tipo","SKU","Nombre","Publicado","¿Permitir reservas de productos agotados?","¿Vendido individualmente?","Peso (kg)","Longitud (cm)","Anchura (cm)","Altura (cm)","¿Permitir valoraciones de clientes?","Nota de compra","Precio rebajado","Precio normal","Categorías","Etiquetas"
22398,"variable","AP-10349","RECORDATORIO DE COMUNIÓN MARCAPÁGINAS DOBLE CON CARTULINA KRAFT",1,0,0,,,,,1,"Gracias por tu compra.",,,"COMUNIÓN, COMUNIÓN > RECORDATORIOS, COMUNIÓN > COLECCIONES COMUNIÓN > COLECCIÓN ""niña vestida de comunión""","Infantil, Personalizado, Recordatorio, Recuerdo, Regalo"
22415,"variable","AP-10352","RECORDATORIO COMUNIÓN MARCAPÁGINAS CON GUIRNALDA DOBLE CON CARTULINA KRAFT",1,0,0,,,,,0,"Gracias por tu compra.",,,"COMUNIÓN, COMUNIÓN > RECORDATORIOS","Infantil, Personalizado, Recordatorio, Recuerdo, Regalo"
22426,"variable","AP-10355","RECORDATORIO DE COMUNIÓN MARCAPÁGINAS  CON GUIRNALDA Y NIÑA DOBLE CON CARTULINA KRAFT",1,0,0,,,,,1,"Gracias por tu compra.",,,"COMUNIÓN, COMUNIÓN > RECORDATORIOS, COMUNIÓN > COLECCIONES COMUNIÓN > COLECCIÓN ""niña vestida de comunión""","Infantil, Personalizado, Recordatorio, Recuerdo, Regalo"
22434,"variable","AP-10358","RECORDATORIO COMUNIÓN MARCAPÁGINAS CON GUIRNALDA DOBLE CON CARTULINA LUNARES",1,0,0,,,,,0,"Gracias por tu compra.",,,"COMUNIÓN, COMUNIÓN > RECORDATORIOS","Infantil, Personalizado, Recordatorio, Recuerdo, Regalo"
22443,"variable","AP-10361","FAJÍN DE BOTELLA DE COMUNIÓN DE NIÑO",1,0,0,,,,,1,"Gracias por tu compra.",,,"COMUNIÓN, COMUNIÓN > ETIQUETAS","Infantil, Personalizado, Recuerdo, Regalo"
22448,"variable","AP-10363","RECORDATORIO DE COMUNIÓN DE NIÑO MARCAPÁGINAS SIMPLE",1,0,0,,,,,1,"Gracias por tu compra.",,,"COMUNIÓN, COMUNIÓN > RECORDATORIOS, COMUNIÓN > COLECCIONES COMUNIÓN > COLECCIÓN ""niño vestido de comunión""","COMUNIÓN, Etiquetas, Infantil, Personalizado, Recuerdo, Regalo"
22462,"variable","AP-10366","RECORDATORIO COMUNIÓN DE NIÑO MARCAPÁGINAS CON GUIRNALDA",1,0,0,,,,,1,"Gracias por tu compra.",,,"COMUNIÓN, COMUNIÓN > RECORDATORIOS","Infantil, Personalizado, Recordatorio, Recuerdo, Regalo"
22469,"variable","AP-10369","BOLSITA DE CELOFÁN CON ETIQUETA DE NIÑA DE COMUNIÓN",1,0,0,,,,,0,,,,"COMUNIÓN, COMUNIÓN > DETALLES COMUNIÓN, BAUTIZO - BEBÉ > DETALLES BAUTIZO > CAJAS - BOLSITAS, DETALLES > CAJAS - BOLSITAS, COMUNIÓN > DETALLES COMUNIÓN > CAJAS - BOLSITAS - TARROS, COMUNIÓN > ETIQUETAS, COMUNIÓN > COLECCIONES COMUNIÓN > COLECCIÓN ""niña vestida de comunión""","COMUNIÓN, Etiquetas, FIESTAS, Infantil, Personalizado"
22492,"variable","AP-10379","BOLSITA DE CELOFÁN CON ETIQUETA DE GUIRNALDA DE NIÑA",1,0,0,,,,,0,,,,"COMUNIÓN, COMUNIÓN > DETALLES COMUNIÓN, BAUTIZO - BEBÉ, BAUTIZO - BEBÉ > DETALLES BAUTIZO > CAJAS - BOLSITAS, DETALLES > CAJAS - BOLSITAS, COMUNIÓN > DETALLES COMUNIÓN > CAJAS - BOLSITAS - TARROS, COMUNIÓN > ETIQUETAS, BAUTIZO - BEBÉ > ETIQUETAS","COMUNIÓN, Etiquetas, FIESTAS, Infantil, Personalizado"
22516,"variable","AP-10389","BOLSITA DE CELOFÁN CON ETIQUETA DE NIÑO DE COMUNIÓN",1,0,0,,,,,0,,,,"COMUNIÓN, COMUNIÓN > DETALLES COMUNIÓN, BAUTIZO - BEBÉ, BAUTIZO - BEBÉ > DETALLES BAUTIZO > CAJAS - BOLSITAS, DETALLES > CAJAS - BOLSITAS, COMUNIÓN > DETALLES COMUNIÓN > CAJAS - BOLSITAS - TARROS, COMUNIÓN > ETIQUETAS, COMUNIÓN > COLECCIONES COMUNIÓN > COLECCIÓN ""niño vestido de comunión"", BAUTIZO - BEBÉ > ETIQUETAS","COMUNIÓN, Etiquetas, FIESTAS, Infantil, Personalizado"
22551,"variable","AP-10400","BOLSITA DE CELOFÁN CON ETIQUETA DE GUIRNALDA DE NIÑO",1,0,0,,,,,0,,,,"COMUNIÓN, COMUNIÓN > DETALLES COMUNIÓN, BAUTIZO - BEBÉ > DETALLES BAUTIZO > CAJAS - BOLSITAS, DETALLES > CAJAS - BOLSITAS, COMUNIÓN > DETALLES COMUNIÓN > CAJAS - BOLSITAS - TARROS, COMUNIÓN > ETIQUETAS","COMUNIÓN, Etiquetas, FIESTAS, Infantil, Personalizado"
22577,"variable","AP-10410","LÁMINA DE ARBOL DE HUELLAS DE COMUNIÓN NIÑO",1,0,0,,,,,1,,,,"COMUNIÓN, COMUNIÓN > COLECCIONES COMUNIÓN > COLECCIÓN ""niño vestido de comunión"", COMUNIÓN > LÁMINAS","COMUNIÓN, Etiquetas, FIESTAS, Infantil, Personalizado"
