ID,Title,total_fields,field_1_title,field_1_enabled,field_2_title,field_2_enabled,field_3_title,field_3_enabled,field_4_title,field_4_enabled,field_5_title,field_5_enabled,field_6_title,field_6_enabled,field_7_title,field_7_enabled,field_8_title,field_8_enabled
27843,"MENÚ DE BODA colección ""CORONA FRAMBUESA""",3,NOMBRE DE LOS NOVIOS,on,FECHA DE LA BODA,on,MENÚ,on,,,,,,,,,,
27844,"MESERO colección ""CORONA FRAMBUESA""",3,NOMBRE DE LOS NOVIOS,on,FECHA DE LA BODA,on,MENÚ,on,,,,,,,,,,
27847,"TARJETA PARA NOMBRES DE MESAS colección ""CORONA FRAMBUESA""",3,NOMBRE DE LOS NOVIOS,on,FECHA DE LA BODA,on,MENÚ,on,,,,,,,,,,
27848,"TARJETA LISTA DE BODA colección ""CORONA FRAMBUESA""",3,NOMBRE DE LOS NOVIOS,on,FRASE O TEXTO,on,NUMERO DE CUENTA,on,,,,,,,,,,
27851,"TARJETA AGRADECIMIENTO colección ""CORONA FRAMBUESA""",3,NOMBRE DE LOS NOVIOS,on,FRASE O TEXTO,on,NUMERO DE CUENTA,on,,,,,,,,,,
27854,"MISAL colección ""CORONA FRAMBUESA""",3,NOMBRE DE LOS NOVIOS,on,FECHA DE LA BODA,on,NOMBRE IGLESIA,on,,,,,,,,,,
28062,"MISAL colección ""CAMPESTRE""",3,NOMBRE DE LOS NOVIOS,on,FECHA DE LA BODA,on,NOMBRE IGLESIA,on,,,,,,,,,,
28079,"TARJETA AGRADECIMIENTO colección ""CAMPESTRE""",3,NOMBRE DE LOS NOVIOS,on,FRASE O TEXTO,on,NUMERO DE CUENTA,on,,,,,,,,,,
28082,"TARJETA LISTA DE BODA colección ""CAMPESTRE""",3,NOMBRE DE LOS NOVIOS,on,FRASE O TEXTO,on,NUMERO DE CUENTA,on,,,,,,,,,,
28085,"TARJETA PARA NOMBRES DE MESAS colección ""CAMPESTRE""",3,NOMBRE DE LOS NOVIOS,on,FECHA DE LA BODA,on,MENÚ,on,,,,,,,,,,
28087,"MENÚ DE BODA colección ""CAMPESTRE""",3,NOMBRE DE LOS NOVIOS,on,FECHA DE LA BODA,on,MENÚ,on,,,,,,,,,,
28088,"INVITACIÓN BODA colección ""CAMPESTRE""",5,NOMBRE DE LOS NOVIOS,on,FECHA DE LA BODA,on,"TEXTO DE LA INVITACIÓN
",on,LOCALIDAD,off,NOMBRE DEL RESTAURANTE O LUGAR DE CONVITE,off,,,,,,
28093,"MARCASITIO BODA colección ""CAMPESTRE""",2,NOMBRE DEL NIÑO,off,FECHA DE LA COMUNIÓN,off,,,,,,,,,,,,
28096,"ETIQUETA REDONDA BODA colección ""CAMPESTRE""",4,NOMBRE DE  LOS NOVIOS,on,FECHA DE LA BODA,on,NOMBRE DE LA IGLESIA,off,LOCALIDAD,off,,,,,,,,
28101,"ETIQUETA CUADRADA BODA colección ""CAMPESTRE""",4,NOMBRE DE  LOS NOVIOS,on,FECHA DE LA BODA,on,NOMBRE DE LA IGLESIA,off,LOCALIDAD,off,,,,,,,,
28109,"ETIQUETA REDONDA BODA colección ""LILA""",4,NOMBRE DE  LOS NOVIOS,on,FECHA DE LA BODA,on,NOMBRE DE LA IGLESIA,off,LOCALIDAD,off,,,,,,,,
28136,"ETIQUETA CUADRADA BODA colección ""LILA""",4,NOMBRE DE  LOS NOVIOS,on,FECHA DE LA BODA,on,NOMBRE DE LA IGLESIA,off,LOCALIDAD,off,,,,,,,,
28142,"MARCASITIO BODA colección ""LILA""",2,NOMBRE DEL NIÑO,off,FECHA DE LA COMUNIÓN,off,,,,,,,,,,,,
28146,"MENÚ DE BODA colección ""LILA""",3,NOMBRE DE LOS NOVIOS,on,FECHA DE LA BODA,on,MENÚ,on,,,,,,,,,,
28148,"TARJETA PARA NOMBRES DE MESAS colección ""LILA""",3,NOMBRE DE LOS NOVIOS,on,FECHA DE LA BODA,on,MENÚ,on,,,,,,,,,,
28152,"INVITACIÓN BODA colección ""LILA""",5,NOMBRE DE LOS NOVIOS,on,FECHA DE LA BODA,on,"TEXTO DE LA INVITACIÓN
",on,LOCALIDAD,off,NOMBRE DEL RESTAURANTE O LUGAR DE CONVITE,off,,,,,,
28162,"TARJETA LISTA DE BODA colección ""LILA""",3,NOMBRE DE LOS NOVIOS,on,FRASE O TEXTO,on,NUMERO DE CUENTA,on,,,,,,,,,,
28165,"TARJETA AGRADECIMIENTO colección ""LILA""",3,NOMBRE DE LOS NOVIOS,on,FRASE O TEXTO,on,NUMERO DE CUENTA,on,,,,,,,,,,
28170,"MISAL colección ""LILA""",3,NOMBRE DE LOS NOVIOS,on,FECHA DE LA BODA,on,MENÚ,on,,,,,,,,,,
28171,"MESERO colección ""LILA""",3,NOMBRE DE LOS NOVIOS,on,FECHA DE LA BODA,on,MENÚ,on,,,,,,,,,,
28172,"MESERO colección ""CAMPESTRE""",3,NOMBRE DE LOS NOVIOS,on,FECHA DE LA BODA,on,MENÚ,on,,,,,,,,,,
28245,LIBRO DE FIRMAS VICHY DE PRIMERA COMUNIÓN CON NIÑA PERSONALIZADA,5,NOMBRE DE LA NIÑA,on,APELLIDOS DE LA NIÑA,on,FECHA DE LA COMUNIÓN,on,NOMBRE DE LA IGLESIA,on,LOCALIDAD DE LA COMUNIÓN,on,,,,,,
28258,LIBRO DE FIRMAS VICHY DE PRIMERA COMUNIÓN CON NIÑO PERSONALIZADO,6,NOMBRE DEL NIÑO,on,APELLIDOS DEL NIÑO,on,FECHA DE LA COMUNIÓN,on,NOMBRE DE LA IGLESIA,on,LOCALIDAD DE LA COMUNIÓN,on,OBSERVACIONES SOBRE EL PEDIDO,on,,,,
28272,ETIQUETAS REDONDAS VICHY,3,NOMBRE DEL NIÑO/A,on,FECHA DE LA COMUNIÓN,on,OBSERVACIONES SOBRE EL PEDIDO,on,,,,,,,,,,
28280,ETIQUETAS TIPO TAG VICHY,2,NOMBRE DEL NIÑO/A,on,FECHA DE LA COMUNIÓN,on,,,,,,,,,,,,
28298,PULSERAS CON CRUCES DE COLORES Y CORDON DE ALGODÓN ENCERADO CON TARJETA VICHY,3,NOMBRE DEL NIÑO,on,FECHA DE COMUNIÓN,on,OBSERVACIONES SOBRE EL PEDIDO,on,,,,,,,,,,
28326,LLAVERO CON INICIAL DE MADERA,4,NOMBRE DE NOVIOS O NIÑO,on,FECHA DEL EVENTO,on,PONER INICIAL ,on,OBSERVACIONES SOBRE EL PEDIDO,on,,,,,,,,
28336,LLAVERO DE MADERA CON CRUZ O ESTRELLA,3,NOMBRE DE NOVIOS O NIÑO,on,FECHA DEL EVENTO,on,OSERVACIONES SOBRE EL PEDIDO,on,,,,,,,,,,
28354,DETALLE  COMUNIÓN LÁPIZ CON NOMBRE DE MADERA MONTADO EN CARTULINA PERSONALIZADA,4,NOMBRE DE LA NIÑA/NIÑO,on,FECHA DE LA COMUNIÓN,on,NOMBRES DE MADERA,on,LOCALIDAD,off,,,,,,,,
28461,INVITACIÓN DE COMUNIÓN CON CUADROS VICHY ( apaisado 15 x 10 cm),5,NOMBRE DE LA NIÑA/O,on,FECHA DE LA COMUNIÓN,on,NOMBRE DE LA IGLESIA,on,LOCALIDAD,on,NOMBRE RESTAURANTE O LUGAR DE CONVITE,on,,,,,,
28486,RECORDATORIO DE COMUNIÓN MARCAPÁGINAS NIÑA DOBLE CON CARTULINA VICHY,4,NOMBRE DE LA NIÑA,on,FECHA DE LA COMUNIÓN,on,NOMBRE DE LA IGLESIA,on,LOCALIDAD,on,,,,,,,,
28580,LLAVERO CON CRUZ DE COLOR HUESO Y CORDÓN DE ALGODÓN ENCERADO,2,NOMBRE DEL NIÑO/A,on,FECHA DEL EVENTO,on,,,,,,,,,,,,
32512,KIT PARA FIESTA - SIRENA,,,,,,,,,,,,,,,,,
32627,LLAVERO CON CRUZ Y CORDÓN DE ALGODÓN ENCERADO,3,NOMBRE DEL NIÑO/A,on,FECHA DEL EVENTO,on,OBSERVACIONES SOBRE EL PEDIDO,on,,,,,,,,,,
32712,"TARJETA PARA NOMBRES DE MESAS colección ""HORTENSIA""",,,,,,,,,,,,,,,,,
32717,"MESERO colección ""CORONA FRAMBUESA""",,,,,,,,,,,,,,,,,
32718,"MISAL colección ""CAMPESTRE""",,,,,,,,,,,,,,,,,
32726,"MENÚ DE BODA colección ""LILA""",,,,,,,,,,,,,,,,,
32727,"TARJETA PARA NOMBRES DE MESAS colección ""LILA""",1,,off,,,,,,,,,,,,,,
32728,"MISAL colección ""LILA""",,,,,,,,,,,,,,,,,
32729,"MESERO colección ""CAMPESTRE""",,,,,,,,,,,,,,,,,
32743,BOLSA DE LINO EN COLORES PASTEL CON O SIN LLAVERO,1,,off,,,,,,,,,,,,,,
32746,"PULSERAS CON CRUCES DE COLORES Y CORDON DE ALGODÓN ENCERADO CON TARJETA COLECCIÓN  ""pájaro"" (copia)",,,,,,,,,,,,,,,,,
32747,"PULSERAS CON CRUCES Y CORDÓN DE ALGODÓN ENCERADO CON TARJETA  ""elefante""",3,NOMBRE DEL NIÑO,on,FECHA DEL EVENTO,on,OBSERVACIONES SOBRE EL PEDIDO,on,,,,,,,,,,
32748,CARTA PAPÁ NOEL gratis,,,,,,,,,,,,,,,,,
32749,CARTA REYES MAGOS gratis,,,,,,,,,,,,,,,,,
32750,KIT DE NAVIDAD gratis,,,,,,,,,,,,,,,,,
32751,ETIQUETAS REYES MAGOS gratis,,,,,,,,,,,,,,,,,
32752,ETIQUETAS PAPÁ NOEL gratis,,,,,,,,,,,,,,,,,
32782,ETIQUETAS NAVIDAD gratis,,,,,,,,,,,,,,,,,
32783,ETIQUETA TAG DE COMUNIÓN  DE NIÑO,1,,off,,,,,,,,,,,,,,
32784,ETIQUETA REDONDA DE COMUNIÓN  DE NIÑO (copia),,,,,,,,,,,,,,,,,
32926,INVITACIÓN DIGITAL DE COMUNIÓN CON NIÑO,6,NOMBRE DEL NIÑO,on,FECHA DE LA COMUNIÓN,on,IGLESIA,on,LOCALIDAD,on,LUGAR DEL CONVITE,on,HORA DEL EVENTO,on,,,,
32934,INVITACIÓN DIGITAL DE COMUNIÓN DE NIÑA,6,NOMBRE DE LA NIÑA,on,FECHA DE LA COMUNIÓN,on,IGLESIA,on,LOCALIDAD,on,LUGAR DEL CONVITE,on,HORA DEL EVENTO,on,,,,
32951,INVITACIÓN DIGITAL DE COMUNIÓN CON CUADROS VICHY,6,NOMBRE DE LA NIÑA/O,on,FECHA DE LA COMUNIÓN,on,NOMBRE DE LA IGLESIA,on,LOCALIDAD,on,NOMBRE RESTAURANTE O LUGAR DE CONVITE,on,HORA DEL EVENTO,on,,,,
32960,INVITACIÓN DIGITAL DE COMUNIÓN CON CORONA,6,NOMBRE DE LA NIÑA,on,FECHA DE LA COMUNIÓN,on,NOMBRE DE LA IGLESIA,on,LOCALIDAD,on,NOMBRE RESTAURANTE O LUGAR DE CONVITE,on,HORA DEL EVENTO,on,,,,
32968,INVITACIÓN DIGITAL DE COMUNIÓN DE NIÑA CON CÍRCULO,6,NOMBRE DE LA NIÑA,on,FECHA DE LA COMUNIÓN,on,IGLESIA,on,LOCALIDAD,on,LUGAR DEL CONVITE,on,HORA DEL EVENTO,on,,,,
32973,INVITACIÓN DIGITAL DE COMUNIÓN CON NIÑO CON CÍRCULO,6,NOMBRE DEL NIÑO,on,FECHA DE LA COMUNIÓN,on,IGLESIA,on,LOCALIDAD,on,LUGAR DEL CONVITE,on,HORA DEL EVENTO,on,,,,
33116,RECORDATORIO COMUNIÓN MARCAPÁGINAS CON BORLA,5,NOMBRE DE LA NIÑA,on,FECHA DE LA COMUNIÓN,on,NOMBRE DE LA IGLESIA,on,LOCALIDAD,on,"OBSERVACIONES SOBRE EL PEDIDO
",on,,,,,,
33135,RECORDATORIO DE COMUNIÓN MARCAPÁGINAS DOBLE CON CARTULINA KRAFT (copia),4,NOMBRE DE LA NIÑA,on,FECHA DE LA COMUNIÓN,on,NOMBRE DE LA IGLESIA,on,LOCALIDAD,on,,,,,,,,
33138,RECORDATORIO ALARGADO CON INICIAL (copia),5,NOMBRE,on,APELLIDOS,on,FECHA ,on,NOMBRE IGLESIA,on,LOCALIDAD,on,,,,,,
33265,MOCHILA CON INICIAL Y NOMBRE,1,NOMBRE,on,,,,,,,,,,,,,,
33275,BOLSA TOTE CON INICIAL Y NOMBRE,1,NOMBRE,on,,,,,,,,,,,,,,
33278,MOCHILA CON ESTRELLA Y NOMBRE,1,NOMBRE,on,,,,,,,,,,,,,,
33282,BOLSA TOTE CON ESTRELLA Y NOMBRE,1,NOMBRE,on,,,,,,,,,,,,,,
33285,NECESER CON INICIAL Y NOMBRE,1,NOMBRE,on,,,,,,,,,,,,,,
33289,NECESER CON INICIAL Y NOMBRE (copia),1,NOMBRE,on,,,,,,,,,,,,,,
33291,NECESER CON ESTRELLA Y NOMBRE,1,NOMBRE,on,,,,,,,,,,,,,,
33678,ÁLBUM ARTESANAL PARA BEBÉ,4,NOMBRE DEL BEBÉ,on,FECHA DEL BAUTIZO,off,NOMBRE DE LA IGLESIA,off,LOCALIDAD DEL BAUTIZO,off,,,,,,,,
33723,MOCHILA CON ESTRELLA Y NOMBRE (copia),1,NOMBRE,on,,,,,,,,,,,,,,
33725,MOCHILA CON DIBUJO Y NOMBRE,1,NOMBRE,on,,,,,,,,,,,,,,
33747,CUADERNO CON DIBUJO Y NOMBRE,1,NOMBRE,on,,,,,,,,,,,,,,
35916,Tarta de Pañales Pequeña - Bebé dormido,1,NOMBRE DEL BEBÉ ,on,,,,,,,,,,,,,,
35929,Tarta de Pañales Pequeña - Animalitos,1,NOMBRE DEL BEBÉ ,on,,,,,,,,,,,,,,
35941,ÁLBUM ARTESANAL PARA BEBÉ PERSONALIZADO CON OSITO,5,NOMBRE DEL BEBÉ,on,FECHA DEL BAUTIZO,on,NOMBRE DE LA IGLESIA,on,LOCALIDAD DEL BAUTIZO,on,OBSERVACIONES,on,,,,,,
36053,ETIQUETAS REDONDAS OSITO,3,NOMBRE DEL NIÑO/A,on,FECHA DE LA COMUNIÓ,off,OBSERVACIONES SOBRE EL PEDIDO,on,,,,,,,,,,
36072,ÁLBUM ARTESANAL PARA BEBÉ CON OSITO,4,NOMBRE DEL BEBÉ,on,FECHA DEL BAUTIZO,on,NOMBRE DE LA IGLESIA,on,LOCALIDAD DEL BAUTIZO,on,,,,,,,,
36083,"PACK  ""BIENVENIDO AL MUNDO""",1,NOMBRE DEL BEBÉ,on,,,,,,,,,,,,,,
36094,MINIÁLBUM CON DIBUJO DE ANIMAL,1,NOMBRE DEL BEBÉ,on,,,,,,,,,,,,,,
36106,LIBRO DE FIRMAS DE TELA CON ETIQUETA LIBERTY,5,NOMBRE DE LA NIÑA,on,FECHA ,on,NOMBRE DE LA IGLESIA,on,LOCALIDAD ,on,OBSERVACIONES,on,,,,,,
36118,INVITACIÓN DIGITAL CON FLORES LIBERTY,6,NOMBRE DE LA NIÑA,on,FECHA DE LA COMUNIÓN,on,NOMBRE DE LA IGLESIA,on,LOCALIDAD,on,NOMBRE RESTAURANTE O LUGAR DE CONVITE,on,HORA DEL EVENTO,on,,,,
36183,VELA EN BOTE BLANCO CON ETIQUETA CON CORONA PERSONALIZADA,2,NOMBRE,on,FECHA,on,,,,,,,,,,,,
36194,VELA EN BOTE BLANCO CON ETIQUETA VICHY PERSONALIZADA,2,NOMBRE,on,FECHA,on,,,,,,,,,,,,
36199,VELA EN FRASCO DE CRISTAL AMBAR CON ETIQUETA VICHY PERSONALIZADA,2,NOMBRE,on,FECHA,on,,,,,,,,,,,,
36205,VELA EN FRASCO CON ETIQUETA CON CORONA PERSONALIZADA,2,NOMBRE,on,FECHA,on,,,,,,,,,,,,
36210,ESPEJO DE BOLSILLO DE TELA PERSONALIZADO CON NOMBRE,5,NOMBRE ,on,APELLIDOS DEL NIÑO,off,FECHA DE LA COMUNIÓN,on,NOMBRE DE LA IGLESIA,off,LOCALIDAD DE LA COMUNIÓN,off,,,,,,
36235,JABÓN DE MARSELLA CON BOLSA DE ALGODÓN Y ETIQUETA PERSONALIZADA,2,NOMBRE,on,FECHA DEL EVENTO,on,,,,,,,,,,,,
36249,LIBRO DE FIRMAS ARTESANAL PARA COMUNIÓN PERSONALIZADO CON FÚTBOL,6,NOMBRE DEL NIÑO,on,FECHA DE LA COMUNIÓN,on,NOMBRE DE LA IGLESIA,on,LOCALIDAD DE LA COMUNIÓN,on,OBSERVACIONES,off,,on,,,,
36261,CUADERNO CON FLORES LIBERTY Y INICIAL,1,INICIAL,on,,,,,,,,,,,,,,
36268,ETIQUETAS REDONDAS CON BALÓN DE FÚTBOL Y VICHY,3,NOMBRE DEL NIÑO/A,on,FECHA DE LA COMUNIÓN,off,OBSERVACIONES SOBRE EL PEDIDO,on,,,,,,,,,,
36295,RECORDATORIO DE COMUNIÓN MARCAPÁGINAS DOBLE CON DIBUJO DE FUTBOL,4,NOMBRE Y APELLIDOS DEL NIÑO O LA NIÑA,on,FECHA DE LA COMUNIÓN,on,NOMBRE DE LA IGLESIA,on,LOCALIDAD,on,,,,,,,,
36303,LIBRO DE FIRMAS DE PRIMERA COMUNIÓN CON FUTBOL Y VICHY NEGRO,5,NOMBRE DEL NIÑO,on,APELLIDOS DEL NIÑO,on,FECHA DE LA COMUNIÓN,on,NOMBRE DE LA IGLESIA,on,LOCALIDAD DE LA COMUNIÓN,on,,,,,,
36318,PULSERAS CON CUENTA REDONDA PASTEL CON CORAZÓN DORADO,2,NOMBRE DEL NIÑO/A,on,FECHA DE COMUNIÓN O EVENTO,on,,,,,,,,,,,,
36329,PULSERAS CON CUENTA REDONDA PASTEL CON INICIAL DORADA,3,NOMBRE DEL NIÑO/A,on,inicales,on,,off,,,,,,,,,,
36349,BÁLSAMO LABIAL CON ETIQUETA  PERSONALIZADA CON CORONA,2,NOMBRE,on,FECHA,on,,,,,,,,,,,,
36365,TARRINA BLANCA O KRAFT CON ETIQUETA PERSONALIZADA,2,NOMBRE DEL NIÑO/A,off,FECHA DE COMUNIÓN/EVENTO,off,,,,,,,,,,,,
36429,VELA EN FRASCO DE CRISTAL AMBAR CON ETIQUETA PERSONALIZADA,1,,off,,,,,,,,,,,,,,
36566,VELA EN BOTE BLANCO CON ETIQUETA,2,NOMBRE,off,FECHA,off,,,,,,,,,,,,
36578,TARRINA BLANCA O KRAFT CON ETIQUETA VICHY PERSONALIZADA,2,NOMBRE DEL NIÑO/A,on,FECHA DE COMUNIÓN/EVENTO,on,,,,,,,,,,,,
36590,TARRINA BLANCA O KRAFT CON ETIQUETA CON CORONA PERSONALIZADA,2,NOMBRE DEL NIÑO/A,on,FECHA DE COMUNIÓN/EVENTO,on,,,,,,,,,,,,
36602,TARRINA BLANCA O KRAFT CON ETIQUETA DIBUJOS PERSONALIZADA,2,NOMBRE DEL NIÑO/A,on,FECHA DE COMUNIÓN/EVENTO,on,,,,,,,,,,,,
36667,BÁLSAMO LABIAL CON ETIQUETA  PERSONALIZADA CON DIBUJOS A ELEGIR,2,NOMBRE,on,FECHA,on,,,,,,,,,,,,
36674,CAJA MARIPOSA EN BLANCO O KRAFT CON ETIQUETA PERSONALIZADA,2,NOMBRE,on,FECHA,on,,,,,,,,,,,,
36684,BÁLSAMO LABIAL CON ETIQUETA  PERSONALIZADA CON VICHY,2,NOMBRE,on,FECHA,on,,,,,,,,,,,,
36689,BÁLSAMO LABIAL CON ETIQUETA  PERSONALIZADA,2,NOMBRE,off,FECHA,off,,,,,,,,,,,,
36896,LIBRO DE FIRMAS DE TELA CON ETIQUETA CON DIBUJO NIÑA COMUNIÓN TIPO ACUARELA,5,NOMBRE DE LA NIÑA,on,FECHA ,on,NOMBRE DE LA IGLESIA,on,LOCALIDAD ,on,OBSERVACIONES,on,,,,,,
36949,LÁMINA A4 CON NIÑA COMUNIÓN CON MARCO BLANCO,4,NOMBRE DE LA NIÑA,on,FECHA DE LA COMUNIÓN,on,NOMBRE DE LA IGLESIA,off,LOCALIDAD,on,,,,,,,,
36998,LÁMINA A4 CON MOTIVOS VARIOS PARA COMUNIÓN CON MARCO BLANCO,2,NOMBRE DEL NIÑO/A,on,FECHA DE COMUNIÓN/EVENTO,on,,,,,,,,,,,,
37004,TARRINA BLANCA O KRAFT CON ETIQUETA CON CORONA PERSONALIZADA (copia),2,NOMBRE DEL NIÑO/A,on,FECHA DE COMUNIÓN/EVENTO,on,,,,,,,,,,,,
37010,LÁMINA A4 CON CORONA PARA COMUNIÓN CON MARCO BLANCO,2,NOMBRE DEL NIÑO/A,on,FECHA DE COMUNIÓN/EVENTO,on,,,,,,,,,,,,
37017,LÁMINA A4 PARA COMUNIÓN CON MARCO BLANCO (copia),2,NOMBRE DEL NIÑO/A,on,FECHA DE COMUNIÓN/EVENTO,on,,,,,,,,,,,,
37231,ETIQUETA REDONDA CON DIBUJO NIÑO COMUNIÓN TIPO ACUARELA,4,NOMBRE DE LA NIÑO,on,FECHA DE LA COMUNIÓN,on,NOMBRE DE LA IGLESIA,off,LOCALIDAD,off,,,,,,,,
37341,RECORDATORIO CON DIBUJO NIÑO COMUNIÓN TIPO ACUARELA,4,NOMBRE Y APELLIDOS DEL NIÑO,on,FECHA DE LA COMUNIÓN,on,NOMBRE DE LA IGLESIA,off,LOCALIDAD,on,,,,,,,,
37373,RECORDATORIO MARCAPÁGINA CON DIBUJO NIÑO COMUNIÓN TIPO ACUARELA,4,NOMBRE Y APELLIDOS DE LA NIÑO,on,FECHA DE LA COMUNIÓN,on,NOMBRE DE LA IGLESIA,off,LOCALIDAD,on,,,,,,,,
37406,LIBRO DE FIRMAS DE TELA CON ETIQUETA PERSONALIZADA CON DIBUJO DE NIÑO TIPO ACUARELA,1,,,,,,,,,,,,,,,,
37438,LÁMINA A4 CON MARCO BLANCO Y DIBUJO NIÑO COMUNIÓN TIPO ACUARELA,4,NOMBRE DE LA NIÑO,on,FECHA DE LA COMUNIÓN,on,NOMBRE DE LA IGLESIA,off,LOCALIDAD,off,,,,,,,,
37595,RECORDATORIO CUADRADO CON DIBUJO NIÑO COMUNIÓN TIPO ACUARELA,4,NOMBRE Y APELLIDOS DEL NIÑO,on,FECHA DE LA COMUNIÓN,on,NOMBRE DE LA IGLESIA,off,LOCALIDAD,on,,,,,,,,
37633,RECORDATORIO CUADRADO CON NIÑA COMUNIÓN TIPO ACUARELA,4,NOMBRE DE LA NIÑA,on,FECHA DE LA COMUNIÓN,on,NOMBRE DE LA IGLESIA,off,LOCALIDAD,on,,,,,,,,
37683,RECORDATORIO  RECTANGULAR CON NIÑA COMUNIÓN TIPO ACUARELA,4,NOMBRE DE LA NIÑA,on,FECHA DE LA COMUNIÓN,on,NOMBRE DE LA IGLESIA,off,LOCALIDAD,on,,,,,,,,
37734,RECORDATORIO  MARCAPÁGINAS CON NIÑA COMUNIÓN TIPO ACUARELA,4,NOMBRE DE LA NIÑA,on,FECHA DE LA COMUNIÓN,on,NOMBRE DE LA IGLESIA,off,LOCALIDAD,on,,,,,,,,
37784,ETIQUETA REDONDA CON NIÑA COMUNIÓN TIPO ACUARELA,4,NOMBRE DE LA NIÑA,on,FECHA DE LA COMUNIÓN,on,NOMBRE DE LA IGLESIA,off,LOCALIDAD,on,,,,,,,,
37891,INVITACIÓN DIGITAL CON DIBUJO NIÑO COMUNIÓN TIPO ACUARELA,5,NOMBRE DE LA NIÑO,on,FECHA DE LA COMUNIÓN,on,NOMBRE DE LA IGLESIA,on,HORA MISA,on,NOMBRE RESTAURANTE/ LUGAR DE CELEBRACIÓN ,on,,,,,,
37923,PULSERA CON CRUZ DE COLORES SOBRE TARJETA CON CORONA PERSONALIZADA,3,NOMBRE DEL NIÑO/A,on,FECHA DE COMUNIÓN/EVENTO,on,OBSERVACIONES,on,,,,,,,,,,
37925,INVITACIÓN DIGITAL CON DIBUJO NIÑA COMUNIÓN TIPO ACUARELA,6,NOMBRE DE LA NIÑA,on,FECHA DE LA COMUNIÓN,on,NOMBRE DE LA IGLESIA,on,HORA DE LA MISA,on,NOMBRE RESTAURANTE/ LUGAR DE CELEBRACIÓN ,on,LOCALIDAD,on,,,,
38018,CRUZ DE MADERA CON CORDÓN AJUSTABLE Y CARTULINA PERSONALIZADA,2,NOMBRE ,on,FECHA,on,,,,,,,,,,,,
38028,BOTE PARA CHUCHES CON ETIQUETA DIBUJO NIÑO COMUNIÓN TIPO ACUARELA,5,NOMBRE DE LA NIÑO,on,FECHA DE LA COMUNIÓN,on,NOMBRE DE LA IGLESIA,off,HORA MISA,off,NOMBRE RESTAURANTE/ LUGAR DE CELEBRACIÓN ,off,,,,,,
38064,BOTE PARA CHUCHES CON ETIQUETA DIBUJO NIÑA COMUNIÓN TIPO ACUARELA,5,NOMBRE DE LA NIÑA,on,FECHA DE LA COMUNIÓN,on,NOMBRE DE LA IGLESIA,off,HORA DE LA MISA,off,NOMBRE RESTAURANTE/ LUGAR DE CELEBRACIÓN ,on,,,,,,
38185,PACK COMUNIÓN ESENCIAL -  BALÓN DE FÚTBOL,1,,off,,,,,,,,,,,,,,
38216,PACK COMUNIÓN PREMIUM - CORONA DE FLORES,7,NOMBRE DEL NIÑO/A,on,FECHA DE LA COMUNIÓN,on,NOMBRE DE LA IGLESIA,on,LOCALIDAD DE LA COMUNIÓN,on,HORA MISA,on,RESTAURANTE/LUGAR DE LA CELEBRACION,on,OBSERVACIONES,on,,
38243,PACK BASICO COMUNIÓN CON DIBUJO DE NIÑO TIPO ACUARELA,7,NOMBRE DE LA NIÑO,on,FECHA DE LA COMUNIÓN,on,NOMBRE DE LA IGLESIA,on,LOCALIDAD,on,HORA DE LA MISA,on,NOMBRE RESTAURANTE /LUGAR DE LA CELEBRACION,on,OBSERVACIONES,on,,
38258,PACK COMUNIÓN ESENCIAL -  DIBUJO NIÑA TIPO ACUARELA,8,NOMBRE DE LA NIÑA,off,FECHA ,off,NOMBRE DE LA IGLESIA,off,LOCALIDAD ,off,HORA DE LA MISA,off,NOMBRE RESTAURANTE/LUGAR DE LA CELEBRACIÓN,off,OBSERVACIONES,off,AÑADIR PULSERAS,off
38302,PULSERA CON CRUZ MONTADA EN TARJETA CON DIBUJO DE NIÑO,5,NOMBRE DE LA NIÑO,on,FECHA DE LA COMUNIÓN,on,NOMBRE DE LA IGLESIA,off,HORA MISA,off,NOMBRE RESTAURANTE/ LUGAR DE CELEBRACIÓN ,off,,,,,,
38314,PULSERA CON CRUZ MONTADA EN TARJETA CON DIBUJO DE NIÑA,5,NOMBRE DE LA NIÑA,on,FECHA DE LA COMUNIÓN,on,NOMBRE DE LA IGLESIA,off,HORA DE LA MISA,off,NOMBRE RESTAURANTE/ LUGAR DE CELEBRACIÓN ,on,,,,,,
38355,PULSERA CON CRUZ DE COLORES SOBRE TARJETA CON MOTIVOS VARIOS,0,,,,,,,,,,,,,,,,
38398,LIBRO DE FIRMAS DE COMUNION  CON  CORONA,5,NOMBRE DE LA NIÑA,on,APELLIDOS DE LA NIÑA,on,FECHA DE LA COMUNIÓN,on,NOMBRE DE LA IGLESIA,on,LUGAR DE LA COMUNIÓN,on,,,,,,
38536,TARJETA PULSERA,3,NOMBRE DEL NIÑO,on,FECHA DE COMUNIÓN,on,OBSERVACIONES SOBRE EL PEDIDO,on,,,,,,,,,,
38583,PACK PULSERAS CON CRUCES DE COLORES Y CORDÓN DE ALGODÓN  ENCERADO,3,NOMBRE DEL NIÑO,on,FECHA DE COMUNIÓN,on,OBSERVACIONES SOBRE EL PEDIDO,on,,,,,,,,,,
38601,PACK DE PULSERAS CON CRUCES DE COLORES Y CORDON DE ALGODÓN ENCERADO CON TARJETA VICHY,3,NOMBRE DEL NIÑO,on,FECHA DE COMUNIÓN,on,OBSERVACIONES SOBRE EL PEDIDO,on,,,,,,,,,,
