ID,Title,total_fields,field_1_title,field_1_enabled,field_2_title,field_2_enabled,field_3_title,field_3_enabled,field_4_title,field_4_enabled,field_5_title,field_5_enabled,field_6_title,field_6_enabled,field_7_title,field_7_enabled,field_8_title,field_8_enabled
23502,LIBRO DE FIRMAS CON CORONA DE MIMBRE CON HOJAS,5,NOMBRE DE LA NIÑO/A,on,APELLIDOS DE LA NIÑA,off,FECHA DE LA COMUNIÓN,off,NOMBRE DE LA IGLESIA,off,LUGAR DE LA COMUNIÓN,off,,,,,,
23509,ETIQUETA CUADRADA CON FLORES SILVESTRES EN ROSA Y AZULES,4,NOMBRE DE LA NIÑA,on,FECHA/AÑO DE LA COMUNIÓN,off,NOMBRE DE LA IGLESIA,off,LOCALIDAD,off,,,,,,,,
23633,KIT PARA FIESTA - VIAJE,2,NOMBRE DE LA NIÑA,on,FECHA DE LA FIESTA ,on,,,,,,,,,,,,
23649,KIT PARA FIESTA - PIRATAS,2,NOMBRE DE LA NIÑA/O,on,FECHA DE LA FIESTA ,on,,,,,,,,,,,,
23661,KIT PARA FIESTA - OSO CUMPLEAÑOS,2,NOMBRE DE LA NIÑA/O,on,FECHA DE LA FIESTA ,on,,,,,,,,,,,,
23672,KIT PARA FIESTA - CONEJITA CUMPLEAÑOS,2,NOMBRE DE LA NIÑA/O,on,FECHA DE LA FIESTA ,on,,,,,,,,,,,,
23687,KIT PARA FIESTA - FLAMENCO,2,NOMBRE DE LA NIÑA/O,on,FECHA DE LA FIESTA ,on,,,,,,,,,,,,
23700,KIT PARA FIESTA - JIRAFA ROSA,2,NOMBRE DE LA NIÑA/O,on,FECHA DE LA FIESTA ,on,,,,,,,,,,,,
23708,LIBRO DE FIRMAS BAUTIZO CON JIRAFA EN AZUL,4,NOMBRE DEL BEBÉ,on,FECHA DEL BAUTIZO,on,NOMBRE DE LA IGLESIA,on,LOCALIDAD DEL BAUTIZO,on,,,,,,,,
23713,LIBRO DE FIRMAS BAUTIZO CON CONEJITO CON OSOS,4,NOMBRE DEL BEBÉ,on,FECHA DEL BAUTIZO,on,NOMBRE DE LA IGLESIA,on,LOCALIDAD DEL BAUTIZO,on,,,,,,,,
23721,LIBRO DE FIRMAS BAUTIZO CON OSITO EN AZUL,4,NOMBRE DEL BEBÉ,on,FECHA DEL BAUTIZO,on,NOMBRE DE LA IGLESIA,on,LOCALIDAD DEL BAUTIZO,on,,,,,,,,
23724,LIBRO DE FIRMAS BAUTIZO CON CONEJITO EN ROSA,4,NOMBRE DEL BEBÉ,on,FECHA DEL BAUTIZO,on,NOMBRE DE LA IGLESIA,on,LOCALIDAD DEL BAUTIZO,on,,,,,,,,
23727,LIBRO DE FIRMAS BAUTIZO CON ELEFANTE DORMIDO,4,NOMBRE DEL BEBÉ,on,FECHA DEL BAUTIZO,on,NOMBRE DE LA IGLESIA,on,LOCALIDAD DEL BAUTIZO,on,,,,,,,,
23777,LÁMINA DE NACIMIENTO CON OSITO CON CORONA,4,NOMBRE DEL BEBÉ,on,FECHA DE NACIMIENTO,on,MEDIDA DEL BEBÉ EN CM,on,PESO DEL BEBÉ EN GR,off,,,,,,,,
23796,LÁMINA DE NACIMIENTO CON ELEFANTE SOBRE UNA NUBE,4,NOMBRE DEL BEBÉ,on,FECHA DE NACIMIENTO,on,MEDIDA DEL BEBÉ EN CM,on,PESO DEL BEBÉ EN GR,off,,,,,,,,
23802,LÁMINA DE NACIMIENTO CON GATO EN ROSA,4,NOMBRE DEL BEBÉ,on,FECHA DE NACIMIENTO,on,MEDIDA DEL BEBÉ EN CM,on,PESO DEL BEBÉ EN GR,off,,,,,,,,
23808,LÁMINA DE NACIMIENTO CON BEBÉ Y GUIRNALDA,4,NOMBRE DEL BEBÉ,on,FECHA DE NACIMIENTO,on,MEDIDA DEL BEBÉ EN CM,on,PESO DEL BEBÉ EN GR,off,,,,,,,,
23816,KIT PARA FIESTA - GATITO,2,NOMBRE DE LA NIÑA/O,on,FECHA DE LA FIESTA ,on,,,,,,,,,,,,
23847,LIBRO DE FIRMAS DE RECUERDO DE FIN DE CURSO PARA PROFES,5,NOMBRE DEL O LA PROFE,on,,off,AÑO CURSO,on,NOMBRE DE LA IGLESIA,off,LUGAR DE LA COMUNIÓN,off,,,,,,
23853,KIT PARA FIESTA -LUNA,2,NOMBRE DE LA NIÑA/O,on,FECHA DE LA FIESTA ,on,,,,,,,,,,,,
24388,RECORDATORIO DE COMUNIÓN DE NIÑO MARCAPÁGINAS DOBLE VON CARTULINA KRAFT,5,NOMBRE DEL NIÑO,on,FECHA DE LA COMUNIÓN,on,NOMBRE DE LA IGLESIA,on,LOCALIDAD,on,OBSERVACIONES SOBRE EL PEDIDO,on,,,,,,
24391,RECORDATORIO COMUNIÓN DE NIÑO MARCAPÁGINAS CON GUIRNALDA DOBLE CON CARTULINA KRAFT,4,NOMBRE DE LA NIÑO,on,FECHA DE LA COMUNIÓN,on,NOMBRE DE LA IGLESIA,on,LOCALIDAD,on,,,,,,,,
24574,KIT PARA FIESTA -COCHES,2,NOMBRE DE LA NIÑA/O,on,FECHA DE LA FIESTA ,on,,,,,,,,,,,,
24772,TARJETAS DEL PRIMER AÑO DEL BEBÉ   modelo estrellas,1,,off,,,,,,,,,,,,,,
24774,TARJETAS DEL PRIMER AÑO DEL BEBÉ   modelo cigueña,0,,,,,,,,,,,,,,,,
24776,ÁLBUM DE FOTOS DEL PRIMER AÑO DEL BEBE,4,NOMBRE DEL BEBÉ,on,FECHA DEL BAUTIZO,off,NOMBRE DE LA IGLESIA,off,LOCALIDAD DEL BAUTIZO,off,,,,,,,,
24790,ÁLBUM DE FOTOS DEL PRIMER AÑO DEL BEBE modelo cigueña,4,NOMBRE DEL BEBÉ,on,FECHA DEL BAUTIZO,off,NOMBRE DE LA IGLESIA,off,LOCALIDAD DEL BAUTIZO,off,,,,,,,,
24807,PACK TARJETAS DEL PRIMER AÑO DEL BEBÉ  CON ALBUM A JUEGO,0,,,,,,,,,,,,,,,,
24810,PACK TARJETAS DEL PRIMER AÑO DEL BEBÉ  CON ALBUM A JUEGO modelo cigueña,4,NOMBRE DEL BEBÉ,on,FECHA DEL BAUTIZO,off,NOMBRE DE LA IGLESIA,off,LOCALIDAD,off,,,,,,,,
24873,ESPEJO DE BOLSILLO O IMÁN CON DIBUJO DE NIÑA PERSONALIZADO,5,NOMBRE DE LA NIÑA,on,APELLIDOS DE LA NIÑA,off,FECHA DE LA COMUNIÓN,on,NOMBRE DE LA IGLESIA,off,LOCALIDAD DE LA COMUNIÓN,off,,,,,,
24886,ESPEJO DE BOLSILLO O IMÁN CON DIBUJO DE NIÑO PERSONALIZADO,6,NOMBRE DEL NIÑO,on,APELLIDOS DEL NIÑO,off,FECHA DE LA COMUNIÓN,on,NOMBRE DE LA IGLESIA,off,LOCALIDAD DE LA COMUNIÓN,off,OBSERVACIONES DEL PEDIDO,on,,,,
24890,ESPEJO DE BOLSILLO O IMÁN CON ESTRELLA,5,NOMBRE DEL NIÑO,on,APELLIDOS DEL NIÑO,off,FECHA DE LA COMUNIÓN,on,NOMBRE DE LA IGLESIA,off,LOCALIDAD DE LA COMUNIÓN,off,,,,,,
24907,ESPEJO DE BOLSILLO O IMÁN CON CORAZÓN,5,NOMBRE DEL NIÑO,on,APELLIDOS DEL NIÑO,off,FECHA DE LA COMUNIÓN,on,NOMBRE DE LA IGLESIA,off,LOCALIDAD DE LA COMUNIÓN,off,,,,,,
24918,CUADERNO DE MANDALAS CON PORTADA PERSONALIZADA CON DIBUJO DE NIÑA DE COMUNIÓN,5,NOMBRE DE LA NIÑA,on,APELLIDOS DE LA NIÑA,off,FECHA DE LA COMUNIÓN,on,NOMBRE DE LA IGLESIA,off,LOCALIDAD DE LA COMUNIÓN,off,,,,,,
24928,CUADERNO DE MANDALAS CON PORTADA PERSONALIZADA CON DIBUJO DE NIÑO DE COMUNIÓN,5,NOMBRE DEL NIÑO,on,APELLIDOS DEL NIÑO,off,FECHA DE LA COMUNIÓN,on,NOMBRE DE LA IGLESIA,off,LOCALIDAD DE LA COMUNIÓN,off,,,,,,
24931,CUADERNO DE MANDALAS CON PORTADA PERSONALIZADA CON CORONA Y NOMBRE (NIÑA),2,NOMBRE DE LA NIÑA ,on,FECHA DE LA COMUNIÓN,on,,,,,,,,,,,,
24934,CUADERNO DE MANDALAS CON PORTADA PERSONALIZADA CON CORONA Y NOMBRE,2,NOMBRE DE LA NIÑA ,on,FECHA DE LA COMUNIÓN,on,,,,,,,,,,,,
24937,BOTE DE PINTURAS PARA COLOREAR PERSONALIZADO,2,NOMBRE DEL NIÑO ,on,FECHA DE LA COMUNIÓN,on,,,,,,,,,,,,
24951,LIBRO DE FIRMAS DE PRIMERA COMUNIÓN CON LOMO KRAFT Y NIÑA PERSONALIZADO,5,NOMBRE DE LA NIÑA,on,APELLIDOS DE LA NIÑA,on,FECHA DE LA COMUNIÓN,on,NOMBRE DE LA IGLESIA,on,LOCALIDAD DE LA COMUNIÓN,on,,,,,,
24974,BOTE PARA CHUCHES CON ETIQUETA PERSONALIZADA,2,NOMBRE DEL NIÑO,on,FECHA DE COMUNIÓN,on,,,,,,,,,,,,
25008,LIBRO DE FIRMAS DE COMUNION DE TELA CON  CORONA DE FLORES PERSONALIZADO,6,NOMBRE DE LA NIÑA O NIÑO,on,APELLIDOS DE LA NIÑA O NIÑO,on,FECHA DE LA COMUNIÓN,on,NOMBRE DE LA IGLESIA,on,LUGAR DE LA COMUNIÓN,on,OBSERVACIONES,on,,,,
25015,LIBRO DE FIRMAS DE PRIMERA COMUNIÓN DE TELA PERSONALIZADO (NIÑA),5,NOMBRE DE LA NIÑA,on,APELLIDOS DE LA NIÑA,on,FECHA DE LA COMUNIÓN,on,NOMBRE DE LA IGLESIA,on,LOCALIDAD DE LA COMUNIÓN,on,,,,,,
25018,LIBRO DE FIRMAS DE PRIMERA COMUNIÓN DE TELA Y NIÑO PERSONALIZADO,7,NOMBRE DEL NIÑO,on,APELLIDOS DEL NIÑO,on,FECHA DE LA COMUNIÓN,on,NOMBRE DE LA IGLESIA,on,LOCALIDAD DE LA COMUNIÓN,on,OBSERVACIONES SOBRE EL PEDIDO,on,OBSERVACIONES SOBRE EL PEDIDO,on,,
25027,RECORDATORIO COMUNIÓN  MARCAPÁGINAS DOBLE CON CRUZ EN RELIEVE,4,NOMBRE DE LA NIÑA/O,on,FECHA DE LA COMUNIÓN,on,NOMBRE DE LA IGLESIA,on,LOCALIDAD,on,,,,,,,,
25032,RECORDATORIO COMUNIÓN  MARCAPÁGINAS DOBLE CON PEZ EN RELIEVE,4,NOMBRE DE LA NIÑA/O,on,FECHA DE LA COMUNIÓN,on,NOMBRE DE LA IGLESIA,on,LOCALIDAD,on,,,,,,,,
25037,ESTUCHE DE MADERA CON LÁPICES DE COLORES,2,NOMBRE DEL NIÑO ,on,FECHA DE LA COMUNIÓN,on,,,,,,,,,,,,
25062,VASO CON VELA EN CAJA BLANCA PERSONALIZADA CON DIBUJO DE BEBÉ O CIGÜEÑA,5,NOMBRE DE LA NIÑA O NIÑO,on,APELLIDOS DE LA NIÑA,off,FECHA DE LA COMUNIÓN,on,NOMBRE DE LA IGLESIA,off,LOCALIDAD DE LA COMUNIÓN,off,,,,,,
25689,PULSERAS CON CRUZ Y CORDÓN DE ALGODON EN TONOS PASTELES,2,NOMBRE DEL NIÑO,on,FECHA DE COMUNIÓN,on,,,,,,,,,,,,
25710,GARGANTILLA CON CRUZ PLATEADA,2,NOMBRE DEL NIÑO/A,on,FECHA DE COMUNIÓN,on,,,,,,,,,,,,
25733,CUADERNO KRAFT A5 CON PORTADA PERSONALIZADA CON CORONA,2,NOMBRE DEL NIÑO,on,FECHA DE COMUNIÓN,on,,,,,,,,,,,,
25737,CUADERNO A5 KRAFT CON PORTADA PERSONALIZADA CON DIBUJO DE NIÑO,5,NOMBRE DEL NIÑO,on,APELLIDOS DEL NIÑO,off,FECHA DE LA COMUNIÓN,on,NOMBRE DE LA IGLESIA,off,LOCALIDAD DE LA COMUNIÓN,off,,,,,,
25747,CUADERNO A5 KRAFT CON ETIQUETA VICHY PERSONALIZADA,5,NOMBRE DEL NIÑO,on,APELLIDOS DEL NIÑO,off,FECHA DE LA COMUNIÓN,on,NOMBRE DE LA IGLESIA,off,LOCALIDAD DE LA COMUNIÓN,off,,,,,,
25756,CUADERNO KRAFT CON ETIQUETA PERSONALIZADA CON NIÑA DE COMUNIÓN,5,NOMBRE DE LA NIÑA,on,APELLIDOS DE LA NIÑA,on,FECHA DE LA COMUNIÓN,on,NOMBRE DE LA IGLESIA,on,LOCALIDAD DE LA COMUNIÓN,on,,,,,,
25791,LLAVERO CON CRUZ Y CORDÓN DE ALGODÓN ENCERADO,2,NOMBRE DEL NIÑO/A,on,FECHA DEL EVENTO,on,,,,,,,,,,,,
25936,PULSERAS CON CUENTA REDONDA CON CRUZ Y CON CORDÓN DE ALGODÓN ENCERADO,3,NOMBRE DEL NIÑO/A,on,FECHA DE COMUNIÓN O EVENTO,on,OBSERVACIONES DEL PEDIDO,on,,,,,,,,,,
26390,PULSERAS CON CUENTA REDONDA CON CORAZÓN CON CORDÓN  DE ALGODÓN ENCERADO,2,NOMBRE DEL NIÑO/A,on,FECHA DE COMUNIÓN O EVENTO,on,,,,,,,,,,,,
26419,PULSERAS CON CUENTA REDONDA CON ESTRELLA DORADA CON CORDÓN  DE ALGODÓN ENCERADO,2,NOMBRE DEL NIÑO/A,on,FECHA DE COMUNIÓN O EVENTO,on,,,,,,,,,,,,
26440,PULSERAS CON ESTRELLA Y CON CORDÓN  DE ALGODÓN ENCERADO,3,NOMBRE DEL NIÑO/A,on,"FECHA DE COMUNIÓN, BAUTIZO O EVENTO",on,OBSERVACIONES SOBRE EL PEDIDO,on,,,,,,,,,,
26451,KIT PARA FIESTA -PERRO SALCHICHA,2,NOMBRE DE LA NIÑA/O,on,FECHA DE LA FIESTA ,on,,,,,,,,,,,,
26491,PULSERAS CON CRUCES DE COLORES Y CORDON DE ALGODÓN ENCERADO,3,NOMBRE DEL NIÑO,on,FECHA DE COMUNIÓN,on,OBSERVACIONES SOBRE EL PEDIDO,on,,,,,,,,,,
26519,"PULSERAS CON CRUCES DE COLORES Y CORDON DE ALGODÓN ENCERADO CON TARJETA COLECCIÓN  ""pájaro""",2,NOMBRE DEL NIÑO,on,FECHA DE COMUNIÓN,on,,,,,,,,,,,,
26534,"LIBRO DE FIRMAS DE TELA  COLECCIÓN  ""pájaro""",5,NOMBRE DE LA NIÑA/O,on,APELLIDOS DE LA NIÑA,off,FECHA DE LA COMUNIÓN,on,NOMBRE DE LA IGLESIA,off,LUGAR DE LA COMUNIÓN,off,,,,,,
26537,"ETIQUETAS CUADRADA COLECCIÓN ""pájaro""",2,NOMBRE DE LA NIÑA,on,FECHA DE LA COMUNIÓN,on,,,,,,,,,,,,
26540,"ETIQUETAS REDONDAS COLECCIÓN ""pájaro""",2,NOMBRE DE LA NIÑA,on,FECHA DE LA COMUNIÓN,on,,,,,,,,,,,,
26560,"ETIQUETAS REDONDAS COLECCIÓN CORONA ""Sofía""",2,NOMBRE DE LA NIÑA,on,FECHA DE LA COMUNIÓN,on,,,,,,,,,,,,
26564,"ETIQUETAS CUADRADA COLECCIÓN CORONA ""Sofía""",2,NOMBRE DE LA NIÑA,on,FECHA DE LA COMUNIÓN,on,,,,,,,,,,,,
26578,"LIBRO DE FIRMAS DE TELA DE BODA colección ""flores moradas""",5,NOMBRE DE LOS NOVIOS,on,APELLIDOS DE LA NIÑA,off,FECHA DE LA COMUNIÓN,off,NOMBRE DE LA IGLESIA,off,LUGAR DE LA COMUNIÓN,off,,,,,,
26588,"LIBRO DE FIRMAS DE TELA DE BODA COLECCIÓN  ""ramas eucalipto""",5,NOMBRE DE LOS NOVIOS,on,APELLIDOS DE LA NIÑA,off,FECHA DE LA COMUNIÓN,off,NOMBRE DE LA IGLESIA,off,LUGAR DE LA COMUNIÓN,off,,,,,,
26772,"RECORDATORIO COMUNIÓN CON DIBUJO DE LA COLECCIÓN ""inicial flores lila""",4,NOMBRE DE LA NIÑA,on,FECHA DE LA COMUNIÓN,on,NOMBRE DE LA IGLESIA,on,LOCALIDAD,on,,,,,,,,
26796,LLAVERO CON BORLA DE YUTE Y COLGANTE,2,NOMBRE DEL NIÑO/A,on,FECHA DEL EVENTO,on,,,,,,,,,,,,
26802,LLAVERO CON ESTRELLA Y COLGANTE,3,NOMBRE DEL NIÑO/A,on,FECHA DEL EVENTO,on,OBSERVACIONES SOBRE EL PEDIDO,on,,,,,,,,,,
26805,LLAVERO CON BORLA DE YUTE Y COLGANTE CON INICIAL,3,NOMBRE DEL NIÑO/A,on,FECHA DEL EVENTO,on,INICIALES,on,,,,,,,,,,
26813,LLAVERO CON ESTRELLA Y COLGANTE CON INICIAL,3,NOMBRE DEL NIÑO/A,on,FECHA DEL EVENTO,on,,off,,,,,,,,,,
26863,PULSERA CON CRUZ DE COLORES Y TARJETA PERSONALIZADA CON DIBUJO NIÑO DE COMUNIÓN,4,NOMBRE DEL NIÑO,on,FECHA DE LA COMUNIÓN,on,NOMBRE DE LA IGLESIA,off,OBSERVACION SOBRE EL PEDIDO,on,,,,,,,,
26867,PULSERA CON CRUZ  DE COLORES Y TARJETA PERSONALIZADA CON NIÑA DE COMUNIÓN,4,NOMBRE DE LA NIÑA,on,FECHA DE LA COMUNIÓN,on,NOMBRE DE LA IGLESIA,off,LOCALIDAD,on,,,,,,,,
26873,CAJA PICNIC CON PEGATINA O ETIQUETA PERSONALIZADA,4,NOMBRE DEL NIÑO,on,FECHA DE COMUNIÓN O EVENTO,off,TEMÁTICA A ELEGIR DE LAS DISPONIBLES EN LA TIENDA,off,TEMÁTICA,on,,,,,,,,
26927,VASO KRAFT CON TAPA Y ETIQUETA PERSONALIZADA PARA CHUCHES,3,NOMBRE DEL NIÑO,on,FECHA DE COMUNIÓN O EVENTO,on,TEMÁTICA A ELEGIR DE LAS DISPONIBLES EN LA TIENDA,on,,,,,,,,,,
26947,"LIBRO DE FIRMAS DE TELA COLECCIÓN  ""barquito de papel""",5,NOMBRE DE LA NIÑA/O,on,APELLIDOS DE LA NIÑO,on,FECHA DE LA COMUNIÓN,on,NOMBRE DE LA IGLESIA,on,LUGAR DE LA COMUNIÓN,on,,,,,,
26949,"RECORDATORIO COMUNIÓN CON DIBUJO DE LA COLECCIÓN ""barquito de papel""",4,NOMBRE DE LA NIÑA,on,FECHA DE LA COMUNIÓN,on,NOMBRE DE LA IGLESIA,on,LOCALIDAD,on,,,,,,,,
26954,"RECORDATORIO COMUNIÓN CON DIBUJO DE LA COLECCIÓN ""pájaro""",4,NOMBRE DE LA NIÑA,on,FECHA DE LA COMUNIÓN,on,NOMBRE DE LA IGLESIA,on,LOCALIDAD,on,,,,,,,,
26962,"ETIQUETAS REDONDAS COLECCIÓN ""barquito de papel""",2,NOMBRE DEL NIÑO,on,FECHA DE LA COMUNIÓN,on,,,,,,,,,,,,
26976,"RECORDATORIO COMUNIÓN CON DIBUJO DE LA COLECCIÓN CORONA ""Martina""",4,NOMBRE DE LA NIÑA,on,FECHA DE LA COMUNIÓN,on,NOMBRE DE LA IGLESIA,on,LOCALIDAD,on,,,,,,,,
26982,"ETIQUETAS REDONDAS COLECCIÓN CORONA ""Martina""",2,NOMBRE DEL NIÑO,on,FECHA DE LA COMUNIÓN,on,,,,,,,,,,,,
27003,"LIBRO DE FIRMAS DE TELA COLECCIÓN CORONA ""Sara""",5,NOMBRE DE LA NIÑA/O,on,APELLIDOS DE LA NIÑA,off,FECHA DE LA COMUNIÓN,on,NOMBRE DE LA IGLESIA,off,LUGAR DE LA COMUNIÓN,off,,,,,,
27005,"RECORDATORIO COMUNIÓN CON DIBUJO DE LA COLECCIÓN CORONA ""Sara""",4,NOMBRE DE LA NIÑA,on,FECHA DE LA COMUNIÓN,on,NOMBRE DE LA IGLESIA,on,LOCALIDAD,on,,,,,,,,
27012,RECORDATORIO BAUTIZO CUADRADO ELEFANTE O OSO,4,NOMBRE DEL NIÑO/A,on,FECHA DE LA COMUNIÓN,on,NOMBRE DE LA IGLESIA,on,LOCALIDAD,on,,,,,,,,
27051,LIBRO DE FIRMAS DE PRIMERA COMUNIÓN CON NIÑA PERSONALIZADA,5,NOMBRE DE LA NIÑA,on,APELLIDOS DE LA NIÑA,on,FECHA DE LA COMUNIÓN,on,NOMBRE DE LA IGLESIA,on,LOCALIDAD DE LA COMUNIÓN,on,,,,,,
27059,LIBRO DE FIRMAS DE PRIMERA COMUNIÓN CON NIÑO PERSONALIZADO,5,NOMBRE DEL NIÑO,on,APELLIDOS DEL NIÑO,on,FECHA DE LA COMUNIÓN,on,NOMBRE DE LA IGLESIA,on,LOCALIDAD DE LA COMUNIÓN,on,,,,,,
27073,"LIBRO DE FIRMAS DE TELA COLECCIÓN “inicial dorada"" apaisado con lazo",6,NOMBRE DE LA NIÑA/O,on,APELLIDOS DE LA NIÑA,off,FECHA DE LA COMUNIÓN,on,NOMBRE DE LA IGLESIA,off,LUGAR DE LA COMUNIÓN,off,OBSERVACIONES SOBRE EL PEDIDO,on,,,,
27076,"LIBRO DE FIRMAS DE TELA COLECCIÓN CORONA ""Martina""",5,NOMBRE DE LA NIÑA/O,on,APELLIDOS DE LA NIÑA,off,FECHA DE LA COMUNIÓN,on,NOMBRE DE LA IGLESIA,off,LUGAR DE LA COMUNIÓN,off,,,,,,
27092,LLAVERO CON BOLA DE MADERA Y COLGANTE NÁCAR,2,NOMBRE DEL NIÑO/A,on,FECHA DEL EVENTO,on,,,,,,,,,,,,
27106,LIBRO DE FIRMAS BAUTIZO CON OSITO,4,NOMBRE DEL BEBÉ,on,FECHA DEL BAUTIZO,on,NOMBRE DE LA IGLESIA,on,LOCALIDAD DEL BAUTIZO,on,,,,,,,,
27134,"RECORDATORIO BAUTIZO ""conejo juguete""",4,NOMBRE DEL NIÑO/A,on,FECHA DE LA COMUNIÓN,on,NOMBRE DE LA IGLESIA,on,LOCALIDAD,on,,,,,,,,
27145,"RECORDATORIO COMUNIÓN CON DIBUJO DE LA COLECCIÓN ""inicial dorada""",4,NOMBRE DE LA NIÑA,on,FECHA DE LA COMUNIÓN,on,NOMBRE DE LA IGLESIA,on,LOCALIDAD,on,,,,,,,,
27147,RECORDATORIO BAUTIZO CUADRADO ELEFANTE CON ESTRELLAS,4,NOMBRE DEL NIÑO/A,on,FECHA DE LA COMUNIÓN,on,NOMBRE DE LA IGLESIA,on,LOCALIDAD,on,,,,,,,,
27351,FAJÍN PARA BOTELLAS DE COMUNIÓN (NIÑA),2,NOMBRE DE LA NIÑA,on,FECHA DE LA COMUNIÓN,on,,,,,,,,,,,,
27541,PULSERAS CON ESTRELLA Y CON CORDÓN  DE ALGODÓN ENCERADO PARA BODA CON TARJETA PERSONALIZADA,2,NOMBRE DEL NIÑO/A,on,"FECHA DE COMUNIÓN, BAUTIZO O EVENTO",on,,,,,,,,,,,,
27632,"INVITACIÓN BODA colección ""HORTENSIA""",5,NOMBRE DE LOS NOVIOS,on,FECHA DE LA BODA,on,"TEXTO DE LA INVITACIÓN
",on,LOCALIDAD,off,NOMBRE DEL RESTAURANTE O LUGAR DE CONVITE,off,,,,,,
27640,"ETIQUETA CUADRADA BODA colección ""HORTENSIA""",4,NOMBRE DE  LOS NOVIOS,on,FECHA DE LA BODA,on,NOMBRE DE LA IGLESIA,off,LOCALIDAD,off,,,,,,,,
27647,"ETIQUETAS REDONDAS BODA colección ""HORTENSIA""",2,NOMBRE DE LOS NOVIOS,on,FECHA DE LA BODA,on,,,,,,,,,,,,
27653,"MARCASITIO BODA colección ""HORTENSIA""",2,NOMBRE DEL NIÑO,off,FECHA DE LA COMUNIÓN,off,,,,,,,,,,,,
27659,"TARJETA LISTA DE BODA colección ""HORTENSIA""",3,NOMBRE DE LOS NOVIOS,on,FRASE O TEXTO,on,NUMERO DE CUENTA,on,,,,,,,,,,
27662,"MENÚ DE BODA colección ""HORTENSIA""",3,NOMBRE DE LOS NOVIOS,on,FECHA DE LA BODA,on,MENÚ,on,,,,,,,,,,
27668,"TARJETA AGRADECIMIENTO colección ""HORTENSIA""",3,NOMBRE DE LOS NOVIOS,on,FRASE O TEXTO,on,NUMERO DE CUENTA,on,,,,,,,,,,
27674,"TARJETA PARA NOMBRES DE MESAS colección ""HORTENSIA""",3,NOMBRE DE LOS NOVIOS,on,FECHA DE LA BODA,on,MENÚ,on,,,,,,,,,,
27675,"MISAL colección ""HORTENSIA""",3,NOMBRE DE LOS NOVIOS,on,FECHA DE LA BODA,on,MENÚ,on,,,,,,,,,,
27676,"MESERO colección ""HORTENSIA""",3,NOMBRE DE LOS NOVIOS,on,FECHA DE LA BODA,on,MENÚ,on,,,,,,,,,,
27680,"INVITACIÓN BODA colección ""GRANATE""",5,NOMBRE DE LOS NOVIOS,on,FECHA DE LA BODA,on,"TEXTO DE LA INVITACIÓN
",on,LOCALIDAD,off,NOMBRE DEL RESTAURANTE O LUGAR DE CONVITE,off,,,,,,
27693,"MESERO colección ""GRANATE""",3,NOMBRE DE LOS NOVIOS,on,FECHA DE LA BODA,on,MENÚ,on,,,,,,,,,,
27694,"TARJETA PARA NOMBRES DE MESAS colección ""GRANATE""",3,NOMBRE DE LOS NOVIOS,on,FECHA DE LA BODA,on,MENÚ,on,,,,,,,,,,
27696,"MENÚ DE BODA colección ""GRANATE""",3,NOMBRE DE LOS NOVIOS,on,FECHA DE LA BODA,on,MENÚ,on,,,,,,,,,,
27697,"TARJETA LISTA DE BODA colección ""GRANATE""",3,NOMBRE DE LOS NOVIOS,on,FRASE O TEXTO,on,NUMERO DE CUENTA,on,,,,,,,,,,
27703,"TARJETA AGRADECIMIENTO colección ""GRANATE""",3,NOMBRE DE LOS NOVIOS,on,FRASE O TEXTO,on,NUMERO DE CUENTA,on,,,,,,,,,,
27706,"MARCASITIO BODA colección ""GRANATE""",2,NOMBRE DEL NIÑO,off,FECHA DE LA COMUNIÓN,off,,,,,,,,,,,,
27709,"MISAL colección ""GRANATE""",3,NOMBRE DE LOS NOVIOS,on,FECHA DE LA BODA,on,MENÚ,on,,,,,,,,,,
27712,"ETIQUETAS REDONDAS BODA colección ""GRANATE""",2,NOMBRE DE LOS NOVIOS,on,FECHA DE LA BODA,on,,,,,,,,,,,,
27716,"ETIQUETA CUADRADA BODA colección ""GRANATE""",4,NOMBRE DE  LOS NOVIOS,on,FECHA DE LA BODA,on,NOMBRE DE LA IGLESIA,off,LOCALIDAD,off,,,,,,,,
27735,LLAVERO CON BOLA DE MADERA Y COLGANTE INICIAL,3,NOMBRE DE NOVIOS O NIÑO,on,FECHA DEL EVENTO,on,PONER INICIAL ,on,,,,,,,,,,
27810,"INVITACIÓN BODA colección ""CORONA FRAMBUESA""",5,NOMBRE DE LOS NOVIOS,on,FECHA DE LA BODA,on,"TEXTO DE LA INVITACIÓN
",on,LOCALIDAD,off,NOMBRE DEL RESTAURANTE O LUGAR DE CONVITE,off,,,,,,
27827,"ETIQUETA CUADRADA BODA colección ""CORONA FRAMBUESA""",4,NOMBRE DE  LOS NOVIOS,on,FECHA DE LA BODA,on,NOMBRE DE LA IGLESIA,off,LOCALIDAD,off,,,,,,,,
27834,"ETIQUETA CUADRADA BODA colección ""CORONA FRAMBUESA""",4,NOMBRE DE  LOS NOVIOS,on,FECHA DE LA BODA,on,NOMBRE DE LA IGLESIA,off,LOCALIDAD,off,,,,,,,,
27839,"MARCASITIO BODA colección ""CORONA FRAMBUESA""",2,NOMBRE DEL NIÑO,off,FECHA DE LA COMUNIÓN,off,,,,,,,,,,,,
